kind,task,machine_selectable,process_time
0,0,"(12, 2, 8, 4, 10, 7)","(8, 16, 20, 20, 13, 13)"
0,1,"(9, 14, 13, 12)","(16, 12, 11, 4)"
0,2,"(13, 6, 4, 2, 3, 8)","(11, 12, 18, 16, 11, 16)"
0,3,"(12, 13, 5, 9, 11, 14, 10, 1)","(9, 14, 17, 7, 15, 16, 5, 5)"
0,4,"(2, 8, 10, 9, 1, 0, 14, 11, 4, 13)","(9, 3, 13, 2, 18, 12, 11, 20, 1, 16)"
0,5,"(5, 13, 2, 4, 11, 6, 8)","(19, 1, 13, 15, 13, 17, 5)"
0,6,"(11, 2, 8, 13, 6, 3, 5, 0, 10)","(5, 9, 7, 10, 7, 5, 10, 15, 13)"
0,7,"(9, 6, 10, 5, 3, 8, 1, 2, 0, 4, 7)","(13, 2, 17, 20, 17, 13, 18, 16, 14, 8, 13)"
0,8,"(13, 10, 14, 9, 8, 4, 0, 12, 3, 11, 6)","(3, 19, 20, 3, 9, 6, 5, 11, 7, 3, 18)"
1,0,"(3, 12, 1, 9, 13, 5, 14, 8, 0, 7, 2, 10, 11)","(13, 15, 4, 13, 11, 11, 18, 13, 8, 13, 19, 6, 16)"
1,1,"(13, 0, 4, 5, 9, 3, 2)","(14, 2, 11, 16, 3, 10, 13)"
1,2,"(11, 7)","(5, 1)"
1,3,"(8, 6)","(15, 9)"
1,4,"(3,)","(9,)"
1,5,"(14, 3, 2, 9, 0, 11, 1, 4, 8, 6, 12)","(16, 5, 20, 2, 10, 15, 2, 6, 8, 18, 16)"
2,0,"(2, 12, 11, 0, 3, 10, 13, 9, 4, 8, 7, 1)","(2, 4, 9, 2, 18, 2, 8, 14, 14, 13, 6, 9)"
2,1,"(8, 12, 3, 14, 2, 6, 7, 9, 5, 13, 4, 10)","(16, 20, 16, 3, 14, 3, 13, 7, 1, 18, 18, 13)"
2,2,"(9, 6, 2, 3, 4, 1, 8, 13, 0, 7, 11)","(7, 11, 14, 17, 5, 11, 8, 11, 14, 5, 7)"
2,3,"(14, 8, 10, 0, 3, 7, 5)","(19, 4, 5, 9, 3, 17, 11)"
2,4,"(3, 9, 4, 1, 10, 6, 14, 2, 13, 0, 8, 12, 7)","(18, 10, 1, 12, 14, 9, 17, 3, 20, 17, 18, 4, 4)"
3,0,"(11, 3, 9, 13, 0, 5, 1, 2, 12, 4, 14, 8, 6, 7)","(1, 11, 1, 5, 10, 18, 5, 16, 1, 15, 12, 7, 2, 17)"
3,1,"(1, 6, 4, 8, 11, 5, 14)","(19, 1, 18, 12, 7, 18, 3)"
3,2,"(10, 2, 1, 13, 3, 5, 9, 0, 6)","(15, 15, 9, 3, 9, 1, 8, 4, 1)"
3,3,"(6, 10, 7, 11, 1)","(20, 13, 17, 19, 17)"
3,4,"(2, 7, 14, 8)","(7, 8, 19, 1)"
3,5,"(14, 8, 0, 11, 7, 13, 5, 10, 4, 3, 1, 2, 12)","(20, 20, 18, 9, 16, 16, 12, 11, 12, 18, 2, 3, 20)"
3,6,"(9, 8, 13, 2, 12, 10, 11, 3, 1)","(14, 13, 8, 20, 10, 5, 1, 18, 10)"
4,0,"(9, 0, 5, 13, 7, 6, 12)","(3, 18, 12, 3, 13, 9, 20)"
4,1,"(5, 12, 7, 6, 10, 0)","(20, 17, 9, 8, 10, 4)"
4,2,"(3, 9, 1, 7, 8, 5, 4, 6)","(17, 2, 5, 6, 1, 16, 11, 14)"
4,3,"(13, 9, 10, 6, 11, 14, 1, 7, 5, 4, 12, 3, 0, 8, 2)","(19, 8, 13, 18, 8, 18, 13, 18, 14, 8, 1, 16, 11, 5, 5)"
4,4,"(14, 4, 5, 1, 6, 8, 0, 12, 7)","(10, 9, 18, 3, 4, 5, 14, 15, 2)"
4,5,"(10, 11, 13, 14, 7, 9, 3, 1, 2, 0, 6)","(19, 14, 13, 11, 8, 15, 15, 17, 10, 6, 14)"
4,6,"(2, 11, 6, 0, 12, 9, 13, 3, 8)","(11, 4, 9, 18, 19, 15, 10, 15, 6)"
4,7,"(10, 8, 0, 5, 9, 13, 1, 11, 3, 14, 4, 7, 2, 6)","(9, 5, 14, 9, 10, 13, 12, 19, 20, 1, 20, 5, 8, 13)"
4,8,"(10, 2, 9, 12, 0, 11, 3, 7, 5, 8, 4, 1, 6, 13)","(6, 20, 2, 11, 9, 1, 14, 7, 4, 12, 5, 3, 8, 8)"
4,9,"(9, 7, 1, 11, 13, 4, 6, 0, 12, 5)","(6, 1, 16, 9, 7, 20, 16, 13, 9, 18)"
5,0,"(11, 2, 4, 13, 12, 10, 0, 8, 14, 1, 3, 9, 7, 5)","(2, 14, 1, 9, 7, 20, 8, 3, 19, 13, 8, 2, 5, 15)"
5,1,"(5, 13, 7, 11, 10)","(5, 4, 5, 14, 20)"
5,2,"(9, 14)","(20, 19)"
5,3,"(14,)","(20,)"
5,4,"(13, 12, 9, 11, 6, 2)","(12, 12, 17, 16, 1, 5)"
5,5,"(9,)","(13,)"
5,6,"(9, 11, 14)","(19, 16, 3)"
6,0,"(6, 7, 3, 12, 1, 8, 2, 13, 9)","(7, 4, 8, 1, 15, 3, 12, 15, 8)"
6,1,"(0, 12, 8, 4, 11, 2, 6, 9, 14, 13, 3, 1, 7, 5)","(3, 16, 1, 5, 11, 8, 13, 6, 12, 17, 11, 3, 13, 13)"
6,2,"(8, 1, 0, 2, 7, 12, 11, 13, 10, 6, 9, 5, 3, 14, 4)","(17, 10, 2, 16, 5, 6, 11, 12, 10, 4, 4, 5, 4, 10, 5)"
6,3,"(5, 2, 0, 1, 3, 12, 11, 6, 14, 10)","(4, 6, 20, 4, 13, 6, 4, 12, 6, 11)"
6,4,"(14, 9, 1)","(17, 18, 19)"
6,5,"(9, 5, 8, 3, 7, 0, 11, 10, 6, 12, 14, 1, 13, 2, 4)","(2, 4, 15, 8, 19, 12, 16, 5, 1, 2, 4, 18, 19, 1, 19)"
6,6,"(6, 5, 10, 13, 11, 9, 3, 4, 12, 0)","(20, 8, 19, 20, 15, 19, 5, 3, 6, 1)"
6,7,"(11, 2, 13, 3, 14, 10, 1, 9, 0, 8, 7, 6, 12, 4)","(11, 16, 5, 8, 15, 15, 18, 7, 18, 8, 11, 6, 1, 4)"
7,0,"(0, 2, 8, 7, 3, 12, 13, 9, 4, 6, 1, 5, 10, 14, 11)","(15, 9, 7, 17, 13, 2, 11, 12, 17, 10, 19, 7, 16, 16, 17)"
7,1,"(9, 14, 5, 6, 11, 7, 2, 0, 12, 1, 8)","(18, 13, 11, 18, 4, 20, 16, 16, 18, 10, 10)"
7,2,"(13, 8, 1, 0, 14, 12, 7, 9, 3, 2, 4, 5, 6, 10, 11)","(13, 3, 10, 11, 17, 11, 3, 7, 6, 11, 3, 5, 13, 10, 4)"
7,3,"(14, 12, 5, 11)","(15, 16, 3, 3)"
7,4,"(8, 10, 3, 11, 6, 9, 5, 2, 13, 0)","(19, 1, 6, 18, 12, 6, 12, 11, 16, 11)"
8,0,"(1, 7, 12, 8, 14, 3, 6, 11, 9, 13, 5, 0, 2)","(8, 2, 3, 8, 13, 2, 9, 13, 7, 19, 14, 2, 5)"
8,1,"(3, 7, 0, 9, 4, 10, 5, 6, 2, 8, 13, 11, 1, 12, 14)","(6, 14, 15, 3, 11, 14, 9, 18, 19, 18, 10, 11, 10, 2, 1)"
8,2,"(14, 2, 3, 11, 8, 7, 4, 12, 6, 0, 9, 13, 1, 10, 5)","(12, 4, 3, 4, 6, 9, 9, 3, 19, 5, 3, 20, 16, 18, 4)"
8,3,"(1, 7, 14, 0)","(19, 12, 7, 11)"
