kind,task,machine_selectable,process_time,power
0,0,"(4, 9, 15, 16, 7, 19, 6, 18, 11)","(1, 9, 8, 12, 20, 17, 1, 19, 3)","(159, 58, 16, 55, 159, 57, 58, 149, 34)"
0,1,"(2, 16, 11)","(20, 6, 7)","(153, 55, 158)"
0,2,"(12, 4, 1, 3, 9, 11, 19, 13, 17, 2, 8, 18, 6, 14, 15, 0, 5)","(12, 17, 4, 4, 12, 14, 20, 6, 4, 15, 17, 8, 10, 16, 13, 11, 19)","(150, 189, 152, 19, 79, 137, 99, 161, 198, 48, 81, 60, 147, 111, 21, 33, 81)"
0,3,"(0, 7, 16, 5, 13, 9, 12, 11, 15, 4, 8, 3, 14, 2, 1)","(16, 11, 5, 16, 18, 9, 16, 1, 18, 4, 20, 14, 15, 13, 9)","(170, 75, 137, 22, 106, 60, 34, 55, 58, 86, 65, 130, 138, 13, 94)"
0,4,"(7, 1, 2, 18, 17, 16, 14, 4, 15, 5, 12, 13, 3, 9, 6, 8, 19, 0, 11)","(17, 7, 14, 11, 17, 18, 8, 11, 14, 10, 18, 3, 9, 16, 1, 11, 11, 5, 8)","(185, 80, 187, 29, 96, 47, 81, 34, 74, 76, 83, 134, 144, 170, 166, 52, 146, 21, 49)"
0,5,"(15, 7, 18, 2, 10, 4, 16)","(19, 6, 6, 7, 4, 11, 18)","(104, 39, 49, 197, 116, 131, 168)"
0,6,"(17, 5, 3, 18, 8, 13, 12, 9, 4, 6, 0, 16, 10, 11, 14)","(7, 13, 13, 18, 4, 12, 12, 12, 19, 18, 16, 13, 13, 15, 7)","(27, 187, 133, 156, 10, 63, 49, 136, 147, 112, 89, 68, 69, 63, 22)"
1,0,"(11, 5, 1, 12, 15, 16, 9, 18, 13, 3, 8)","(13, 11, 14, 5, 6, 10, 2, 14, 12, 7, 16)","(113, 78, 186, 70, 77, 168, 161, 34, 174, 171, 42)"
1,1,"(13, 8, 3, 5, 19, 1, 4, 16, 11, 17, 10, 15, 14, 9, 2, 18, 12, 7, 6)","(15, 7, 20, 14, 18, 18, 2, 15, 6, 18, 13, 12, 16, 11, 17, 8, 10, 11, 17)","(148, 149, 12, 150, 176, 173, 11, 115, 76, 155, 187, 196, 90, 18, 67, 76, 88, 191, 188)"
1,2,"(7, 12, 14, 2, 3, 6, 9, 17, 16, 5, 19, 11, 13, 1, 4)","(16, 4, 14, 6, 18, 4, 20, 7, 20, 13, 13, 6, 15, 10, 6)","(80, 181, 136, 193, 137, 23, 199, 79, 110, 20, 118, 168, 17, 109, 95)"
1,3,"(3, 17, 16, 2)","(8, 6, 10, 18)","(87, 111, 128, 192)"
1,4,"(10, 3, 7, 2, 1)","(17, 14, 5, 11, 6)","(80, 57, 143, 113, 197)"
1,5,"(14, 0, 6, 3, 1, 13, 2, 4, 18, 11, 17, 9, 8, 16, 5, 10, 12)","(4, 19, 16, 3, 19, 10, 4, 11, 17, 13, 2, 19, 15, 4, 3, 3, 18)","(33, 167, 160, 163, 129, 114, 22, 30, 132, 110, 82, 186, 80, 121, 80, 13, 153)"
1,6,"(14, 7, 1, 18, 16)","(15, 15, 7, 2, 6)","(64, 88, 59, 80, 127)"
1,7,"(2, 0, 11, 12, 4, 19, 1, 14, 15, 3, 13)","(17, 10, 13, 17, 3, 13, 5, 19, 10, 10, 19)","(16, 41, 98, 198, 174, 129, 37, 39, 57, 120, 185)"
1,8,"(12, 13)","(5, 13)","(151, 101)"
1,9,"(5, 11, 12, 14, 0)","(6, 8, 8, 20, 4)","(22, 117, 31, 30, 23)"
2,0,"(9, 0, 16, 1, 17, 2, 19, 12, 3, 6, 8, 13, 11, 18, 4, 14)","(2, 19, 4, 6, 20, 19, 1, 4, 19, 20, 1, 5, 18, 1, 7, 17)","(97, 72, 120, 26, 40, 136, 41, 77, 56, 149, 105, 157, 101, 45, 22, 114)"
2,1,"(2, 19, 11, 3)","(19, 14, 1, 16)","(26, 10, 90, 24)"
2,2,"(15, 3, 4, 2, 13)","(4, 4, 9, 14, 12)","(175, 150, 133, 49, 83)"
2,3,"(1, 8, 13, 4, 15, 3, 7)","(17, 8, 10, 9, 11, 1, 3)","(107, 32, 15, 135, 16, 189, 47)"
2,4,"(1, 15, 7, 11, 9, 2, 0, 4)","(3, 10, 19, 19, 2, 6, 13, 18)","(122, 162, 187, 24, 199, 194, 147, 13)"
2,5,"(10, 4, 5, 14, 8, 16, 17, 11, 0, 7, 13, 6, 1, 15, 19, 12, 3, 9, 18, 2)","(9, 15, 17, 1, 18, 7, 14, 12, 16, 20, 13, 13, 15, 2, 10, 5, 19, 5, 20, 20)","(77, 51, 197, 38, 120, 158, 42, 39, 169, 84, 178, 63, 71, 51, 95, 163, 83, 11, 91, 187)"
2,6,"(3,)","(5,)","(178,)"
