kind,task,machine_selectable,process_time,power
0,0,"(5, 12, 10, 8, 6, 2, 7, 4, 14, 1)","(14, 6, 7, 17, 1, 3, 9, 5, 16, 11)","(55, 44, 171, 87, 82, 175, 24, 192, 167, 168)"
0,1,"(5, 10, 6, 13, 1, 0, 7, 11, 12, 9, 3, 4)","(11, 16, 11, 13, 7, 6, 1, 18, 2, 20, 20, 1)","(82, 190, 165, 196, 39, 122, 124, 25, 98, 45, 13, 49)"
0,2,"(6, 4, 2, 12, 1, 5, 13, 14, 8, 10, 9, 7, 3, 11, 0)","(3, 4, 20, 1, 16, 18, 1, 5, 12, 3, 9, 19, 1, 2, 18)","(26, 37, 50, 105, 185, 162, 45, 23, 104, 163, 141, 48, 27, 49, 18)"
0,3,"(10, 8, 12, 5, 2, 0, 4, 1, 11, 6, 13, 14, 7)","(8, 17, 15, 4, 18, 18, 11, 1, 12, 4, 12, 15, 2)","(44, 92, 62, 152, 99, 38, 78, 52, 106, 69, 38, 91, 103)"
0,4,"(1, 12)","(8, 14)","(118, 20)"
1,0,"(12, 5, 3, 1, 8, 0, 4, 11, 6, 14, 10)","(4, 5, 5, 19, 1, 20, 7, 13, 13, 1, 10)","(63, 108, 125, 108, 32, 122, 12, 148, 98, 53, 161)"
1,1,"(11, 2, 6, 5, 14)","(16, 9, 17, 19, 8)","(58, 87, 26, 49, 144)"
1,2,"(13,)","(11,)","(187,)"
1,3,"(5, 6, 10, 9, 12, 7, 4, 2, 14, 8, 0, 13, 3, 11)","(9, 2, 16, 16, 7, 17, 5, 10, 14, 15, 7, 10, 4, 11)","(34, 100, 94, 46, 74, 79, 97, 107, 133, 156, 172, 144, 17, 115)"
1,4,"(14, 8, 10, 4, 7, 5)","(13, 3, 7, 8, 6, 2)","(60, 191, 141, 21, 62, 115)"
1,5,"(11, 12, 10, 3, 13)","(20, 2, 5, 16, 11)","(80, 128, 100, 124, 95)"
1,6,"(12, 1, 3, 9, 6, 8, 14, 5, 7, 11, 13, 4, 10, 0)","(17, 13, 12, 18, 18, 20, 14, 15, 11, 16, 9, 3, 7, 12)","(174, 157, 197, 68, 33, 95, 22, 41, 17, 142, 129, 24, 11, 82)"
2,0,"(4, 5, 3, 6, 11, 8, 7, 1, 14)","(18, 4, 3, 1, 19, 9, 2, 7, 13)","(75, 72, 152, 118, 164, 14, 173, 177, 108)"
2,1,"(11,)","(4,)","(87,)"
2,2,"(8, 14, 10, 11, 9, 7, 1, 2, 5, 0, 13, 12, 3, 6)","(5, 12, 10, 10, 9, 12, 12, 18, 14, 6, 12, 19, 2, 6)","(167, 112, 44, 89, 60, 113, 128, 109, 182, 115, 128, 63, 199, 149)"
2,3,"(6, 12, 10)","(1, 2, 12)","(196, 50, 182)"
2,4,"(11, 8)","(20, 12)","(68, 130)"
3,0,"(7, 8, 5, 9, 14, 4, 12)","(19, 7, 10, 15, 2, 4, 3)","(149, 166, 127, 149, 126, 38, 152)"
3,1,"(5, 14, 11, 12, 7, 1, 9, 6, 2, 3, 10)","(13, 8, 10, 5, 16, 16, 1, 3, 9, 3, 9)","(38, 153, 29, 143, 60, 163, 160, 53, 13, 121, 173)"
3,2,"(11, 4, 7, 2, 8, 5, 13, 3, 10, 14)","(10, 5, 4, 14, 20, 6, 18, 14, 4, 3)","(19, 178, 165, 108, 150, 102, 143, 182, 158, 119)"
3,3,"(14, 9, 0, 1, 12, 11, 13, 7, 5, 3, 6, 2, 8)","(14, 13, 20, 7, 8, 10, 6, 11, 20, 6, 8, 7, 2)","(66, 85, 188, 45, 108, 173, 48, 136, 137, 180, 56, 39, 46)"
3,4,"(8, 1, 4, 0, 13, 2)","(20, 5, 19, 13, 19, 5)","(131, 188, 192, 44, 133, 43)"
3,5,"(1, 4, 14, 2, 9, 5, 3, 8, 12, 6, 10, 11, 13, 0, 7)","(3, 6, 13, 9, 20, 7, 13, 17, 10, 13, 10, 17, 13, 11, 13)","(35, 69, 128, 94, 102, 173, 21, 67, 59, 160, 98, 179, 98, 127, 10)"
3,6,"(11, 14, 2, 13)","(2, 20, 13, 15)","(157, 152, 192, 91)"
3,7,"(11, 0, 10)","(4, 10, 2)","(96, 44, 188)"
3,8,"(3, 0, 4, 5, 11)","(5, 2, 19, 18, 17)","(101, 118, 143, 127, 25)"
3,9,"(11, 7, 2, 9, 12, 13, 3, 10, 1, 0, 5, 8)","(3, 3, 1, 20, 14, 6, 11, 17, 2, 11, 3, 16)","(114, 34, 192, 63, 10, 39, 110, 152, 186, 102, 191, 74)"
4,0,"(12,)","(12,)","(44,)"
4,1,"(14, 12, 13, 4, 0, 8, 2, 11, 9, 1, 5, 3, 7)","(4, 5, 6, 7, 20, 11, 18, 14, 14, 8, 20, 16, 14)","(14, 50, 174, 80, 194, 53, 146, 119, 89, 46, 120, 139, 49)"
4,2,"(6, 7, 1, 13, 0, 2, 5, 12, 4)","(10, 18, 4, 16, 15, 6, 1, 7, 13)","(185, 127, 182, 32, 133, 179, 25, 26, 53)"
4,3,"(2, 3, 14)","(14, 7, 1)","(95, 50, 50)"
4,4,"(0, 11, 13, 10, 4, 1, 5, 7, 3, 14, 12, 9)","(1, 6, 5, 17, 14, 6, 2, 15, 6, 16, 6, 17)","(80, 87, 12, 171, 58, 169, 53, 155, 73, 133, 103, 78)"
4,5,"(14, 12, 5, 0, 7, 13, 10, 11, 2, 9, 3, 8, 1, 6)","(17, 17, 3, 18, 6, 4, 17, 6, 3, 2, 15, 16, 18, 5)","(181, 85, 64, 200, 48, 90, 160, 33, 27, 95, 196, 189, 183, 82)"
4,6,"(10, 9, 5)","(11, 10, 11)","(78, 21, 143)"
4,7,"(3, 12, 7, 9, 6, 14, 8, 11, 4, 0, 10, 2, 1, 5, 13)","(11, 4, 8, 20, 2, 15, 4, 1, 16, 4, 2, 18, 17, 5, 20)","(83, 16, 155, 160, 135, 11, 123, 121, 159, 83, 136, 176, 189, 73, 139)"
4,8,"(4, 14, 11, 10, 9, 5, 2)","(16, 5, 15, 11, 9, 7, 3)","(147, 112, 65, 125, 118, 125, 103)"
4,9,"(13, 11, 1, 5, 10, 9, 7, 0, 2, 14, 6)","(2, 4, 3, 15, 9, 1, 15, 17, 13, 19, 9)","(40, 188, 11, 163, 49, 93, 154, 101, 118, 44, 141)"
5,0,"(13, 9, 4, 11)","(16, 3, 8, 13)","(30, 166, 113, 102)"
5,1,"(0, 1, 5, 4, 13)","(10, 10, 16, 7, 6)","(174, 138, 148, 165, 63)"
5,2,"(5, 13, 14, 10)","(15, 16, 20, 1)","(56, 93, 98, 139)"
5,3,"(3, 5)","(18, 4)","(131, 21)"
5,4,"(10, 0, 3, 8, 4, 11, 2, 7, 12, 5, 9, 1, 13, 14, 6)","(5, 4, 16, 16, 2, 7, 8, 16, 5, 17, 5, 1, 3, 11, 11)","(71, 129, 191, 47, 35, 53, 48, 32, 159, 182, 26, 197, 72, 148, 61)"
