kind,task,machine_selectable,process_time
0,0,"(16, 12, 7, 2, 15, 11, 0)","(15, 11, 8, 10, 20, 13, 19)"
0,1,"(3, 7, 12, 13, 11, 16, 19, 4, 5, 9, 1)","(19, 18, 20, 1, 9, 8, 9, 14, 7, 10, 19)"
0,2,"(10, 7, 19, 1, 14)","(12, 11, 7, 6, 15)"
0,3,"(19, 18, 11, 7, 2, 6, 1, 3)","(8, 12, 2, 7, 17, 3, 18, 3)"
0,4,"(19, 12)","(20, 14)"
0,5,"(0, 6, 16, 10, 8, 19, 9, 3, 7, 5, 11, 17, 1, 2, 4, 14, 12, 13, 18, 15)","(5, 8, 5, 8, 10, 20, 10, 11, 2, 2, 15, 9, 10, 4, 3, 16, 2, 16, 2, 1)"
1,0,"(11,)","(4,)"
1,1,"(1, 17, 6, 0, 4, 7)","(20, 17, 16, 15, 2, 20)"
1,2,"(7, 12)","(6, 20)"
1,3,"(1, 19, 10, 8, 3, 5, 6, 4, 16)","(18, 3, 6, 10, 9, 9, 13, 12, 13)"
1,4,"(3, 5, 10, 19, 9, 17, 2, 15, 18, 8, 16, 4, 13, 11, 7, 0)","(14, 20, 9, 18, 7, 4, 14, 11, 8, 12, 17, 8, 16, 6, 7, 5)"
1,5,"(4, 16, 5, 3, 13)","(3, 3, 9, 14, 2)"
1,6,"(4, 14, 8, 0, 5, 13, 17)","(11, 5, 18, 11, 5, 18, 10)"
1,7,"(13, 15, 5, 12, 19, 3, 14)","(20, 6, 17, 4, 3, 8, 13)"
1,8,"(7, 4, 10, 6, 1, 9)","(5, 13, 18, 16, 2, 16)"
2,0,"(3, 8, 6, 17, 16, 7, 4, 11, 14, 12, 15, 0, 5, 1, 9, 19, 18)","(11, 7, 17, 2, 13, 16, 4, 13, 15, 19, 11, 4, 18, 20, 10, 8, 11)"
2,1,"(7, 3, 1, 5, 18, 8, 13, 2, 12, 6, 9, 0, 11, 14, 4)","(16, 1, 12, 11, 17, 11, 12, 10, 6, 18, 6, 6, 14, 14, 6)"
2,2,"(4, 0)","(8, 20)"
2,3,"(4, 9, 11, 1, 13, 2, 17, 19)","(7, 14, 19, 17, 4, 19, 2, 4)"
2,4,"(8, 10, 17, 9, 2, 7, 13, 19, 15, 16, 14, 0, 12)","(10, 4, 16, 18, 6, 4, 6, 4, 6, 1, 11, 12, 12)"
2,5,"(4,)","(19,)"
2,6,"(0, 14, 15)","(12, 14, 15)"
2,7,"(2, 19, 11, 13)","(7, 13, 15, 19)"
2,8,"(4, 18, 19, 5)","(15, 1, 15, 6)"
2,9,"(15, 14, 12, 11, 0, 10, 9, 17)","(11, 14, 13, 17, 9, 20, 15, 11)"
3,0,"(16, 3, 10, 0, 5, 15, 4, 14, 11, 12, 19, 9, 1, 2, 8)","(16, 5, 7, 18, 1, 18, 10, 2, 16, 17, 8, 9, 8, 12, 5)"
3,1,"(15, 6, 12, 13, 1, 11, 5, 8, 3, 18, 9, 17, 7, 14)","(12, 2, 9, 10, 6, 7, 12, 9, 4, 10, 19, 17, 17, 15)"
3,2,"(14, 18, 7, 9, 19, 6, 3, 10, 12, 2, 17, 15, 16, 0, 5, 1, 4, 8, 13, 11)","(9, 4, 17, 8, 6, 4, 9, 5, 15, 1, 9, 9, 10, 20, 3, 3, 17, 15, 4, 16)"
3,3,"(4, 3, 10, 18, 14, 13, 1, 16, 12, 11, 17, 7, 19, 2, 0, 15, 8)","(20, 2, 1, 3, 16, 17, 17, 10, 5, 10, 10, 2, 1, 5, 15, 12, 16)"
3,4,"(11, 15, 12, 5, 0, 10, 19, 4, 14, 3, 16, 17, 2, 6, 9, 13, 8)","(10, 11, 17, 7, 18, 9, 4, 15, 19, 15, 13, 2, 16, 8, 18, 2, 20)"
3,5,"(19, 4, 6, 15, 0, 12, 16, 13, 3, 5, 2, 8, 17, 10, 9, 18)","(12, 19, 8, 17, 9, 2, 6, 6, 19, 9, 11, 6, 15, 13, 11, 18)"
3,6,"(18, 13, 5, 11, 2, 9, 8, 0, 3, 10, 19, 4, 15)","(20, 1, 18, 8, 8, 8, 9, 17, 13, 8, 11, 9, 18)"
4,0,"(15, 12, 17, 18, 3, 14, 13, 10, 6, 16, 8, 1, 7, 5, 0)","(9, 6, 16, 8, 1, 20, 19, 7, 2, 17, 11, 8, 15, 9, 2)"
