kind,task,machine_selectable,process_time,power
0,0,"(11, 14, 9, 2, 10, 0, 6, 5, 13, 12, 7, 1, 8)","(6, 3, 19, 14, 11, 16, 12, 10, 4, 5, 12, 12, 13)","(61, 42, 166, 33, 194, 163, 42, 187, 82, 17, 46, 85, 133)"
0,1,"(11, 10, 9, 7, 13, 8, 5, 1)","(1, 9, 7, 2, 13, 2, 7, 20)","(160, 82, 50, 171, 190, 183, 185, 29)"
0,2,"(12, 14, 0, 9, 8, 5, 3, 11, 4, 1, 6, 7, 13)","(8, 12, 20, 13, 5, 1, 16, 4, 9, 16, 10, 10, 3)","(167, 67, 68, 61, 38, 180, 104, 158, 146, 186, 190, 77, 157)"
0,3,"(10, 9, 6, 7, 4, 8, 11, 13, 0)","(15, 18, 5, 11, 1, 10, 14, 2, 19)","(155, 117, 30, 169, 180, 199, 95, 94, 26)"
0,4,"(9, 6, 5, 8, 1, 11, 2, 10, 7, 3, 13)","(16, 1, 9, 13, 4, 18, 18, 6, 16, 19, 10)","(92, 58, 140, 177, 71, 146, 74, 182, 15, 32, 153)"
0,5,"(3, 10, 7, 13, 0, 11, 4, 1, 6, 9, 14, 12, 2)","(4, 16, 18, 7, 8, 10, 16, 9, 3, 9, 15, 17, 18)","(136, 14, 60, 176, 113, 75, 149, 62, 93, 182, 98, 196, 19)"
0,6,"(14, 12, 10, 3, 4, 13, 0, 11, 2, 7, 5)","(17, 3, 6, 4, 5, 7, 9, 8, 18, 4, 18)","(175, 82, 194, 101, 166, 104, 59, 86, 141, 45, 165)"
1,0,"(0, 10, 5, 7, 2)","(1, 5, 1, 9, 3)","(39, 162, 127, 139, 139)"
1,1,"(2, 5, 14, 0, 4, 10, 8, 11, 9, 12, 3, 13)","(2, 1, 16, 12, 11, 9, 20, 17, 14, 10, 1, 15)","(17, 120, 177, 130, 143, 22, 77, 157, 82, 73, 106, 40)"
1,2,"(6, 14, 9, 13, 10, 5, 11, 7, 2, 12, 1, 4, 0, 3)","(9, 19, 19, 5, 20, 15, 19, 16, 7, 8, 11, 1, 5, 10)","(14, 73, 163, 55, 131, 93, 26, 156, 64, 127, 147, 33, 37, 192)"
1,3,"(14, 7, 2, 8, 1)","(1, 12, 15, 19, 1)","(127, 171, 53, 55, 128)"
1,4,"(14, 12, 1, 6)","(8, 5, 16, 15)","(82, 30, 52, 37)"
1,5,"(13, 10, 9, 3, 4, 0, 11, 1)","(15, 11, 3, 7, 3, 13, 4, 5)","(36, 28, 93, 20, 190, 136, 136, 176)"
1,6,"(9, 7, 13, 14, 10, 6, 4)","(3, 16, 8, 17, 11, 1, 2)","(92, 107, 38, 92, 119, 86, 75)"
1,7,"(6, 7, 5, 0, 1, 3, 10, 8, 13, 4, 14)","(12, 3, 17, 8, 19, 8, 3, 15, 15, 1, 14)","(179, 48, 123, 73, 98, 113, 101, 60, 12, 76, 56)"
1,8,"(9, 14, 10, 3, 6, 0, 1, 13, 5)","(10, 10, 15, 13, 1, 3, 7, 16, 2)","(129, 21, 31, 97, 169, 156, 189, 155, 64)"
2,0,"(14, 3, 12, 7, 2, 5, 13, 0, 4, 1, 10, 11, 6, 8)","(9, 13, 2, 10, 9, 19, 8, 16, 18, 9, 7, 18, 3, 20)","(187, 101, 55, 161, 25, 177, 154, 23, 42, 18, 140, 42, 63, 101)"
2,1,"(12, 2, 5, 9, 7, 0, 11, 1, 6, 13)","(17, 19, 17, 7, 15, 20, 4, 12, 13, 15)","(79, 140, 97, 147, 54, 132, 182, 180, 177, 88)"
2,2,"(11, 13, 5, 0, 9, 12, 10, 7, 14, 3, 8, 1, 6, 4)","(16, 3, 5, 19, 17, 13, 10, 14, 8, 2, 8, 11, 7, 3)","(123, 69, 14, 182, 15, 79, 55, 198, 12, 99, 175, 124, 145, 150)"
2,3,"(13, 9, 12, 11)","(11, 4, 1, 11)","(125, 52, 154, 106)"
2,4,"(12, 13, 11, 10, 14, 6, 3, 5)","(9, 16, 7, 15, 8, 8, 13, 11)","(65, 96, 173, 82, 55, 120, 69, 182)"
2,5,"(14, 8, 1, 0, 4, 10, 2, 7, 11, 6, 12, 9, 13)","(1, 15, 3, 14, 2, 2, 19, 16, 5, 1, 2, 14, 5)","(198, 18, 10, 97, 70, 119, 73, 157, 147, 33, 33, 185, 155)"
2,6,"(8, 4, 14, 10, 11, 2, 0)","(15, 10, 19, 7, 18, 4, 20)","(129, 57, 28, 101, 176, 28, 166)"
2,7,"(7, 9, 4, 3, 11, 13, 14, 8, 5, 1, 2, 10, 0, 12, 6)","(18, 15, 4, 19, 11, 17, 9, 17, 1, 14, 12, 10, 16, 5, 2)","(52, 70, 70, 14, 100, 39, 109, 136, 26, 70, 136, 16, 56, 140, 193)"
2,8,"(3, 1, 8, 11, 0, 2, 14, 13)","(10, 10, 4, 12, 19, 8, 4, 13)","(93, 50, 32, 78, 13, 101, 125, 99)"
3,0,"(5, 1, 11, 4, 8, 12, 2)","(7, 8, 13, 9, 3, 9, 17)","(79, 116, 196, 131, 43, 94, 30)"
3,1,"(5, 0, 3, 2)","(14, 14, 13, 11)","(53, 159, 89, 25)"
