kind,task,machine_selectable,process_time
0,0,"(3, 7, 4, 0, 2, 9, 1, 5, 6, 8)","(9, 18, 4, 9, 17, 9, 6, 17, 19, 20)"
0,1,"(3, 1, 0, 8, 2, 4, 6, 5, 9, 7)","(3, 18, 8, 5, 13, 11, 9, 4, 2, 5)"
0,2,"(2, 4, 7, 5, 6, 1, 9, 3)","(10, 11, 3, 19, 12, 19, 8, 14)"
0,3,"(3, 5, 7, 2, 4, 0, 9, 6)","(9, 20, 7, 14, 10, 18, 1, 4)"
0,4,"(0, 7, 8, 4)","(1, 1, 12, 6)"
0,5,"(8, 1, 2, 7, 9, 6)","(11, 13, 16, 10, 1, 15)"
0,6,"(3, 8, 4, 5, 2, 9, 1, 6, 0)","(12, 2, 15, 13, 1, 1, 9, 7, 15)"
0,7,"(4, 1, 2, 0, 9)","(6, 4, 11, 5, 14)"
0,8,"(6, 1, 7, 5, 8, 4, 2)","(17, 3, 4, 1, 6, 18, 17)"
1,0,"(2, 0, 4, 6, 9, 8, 5, 7)","(2, 18, 14, 12, 16, 13, 14, 4)"
1,1,"(7, 8, 5, 1)","(17, 10, 5, 10)"
1,2,"(2, 1)","(1, 20)"
1,3,"(1, 8, 3, 5, 4, 9)","(9, 10, 16, 11, 1, 14)"
1,4,"(2, 8, 0, 6, 5, 3, 9, 7, 1)","(15, 6, 3, 12, 14, 10, 10, 4, 13)"
1,5,"(1, 5)","(4, 5)"
2,0,"(2, 1, 0)","(10, 7, 19)"
2,1,"(8,)","(17,)"
2,2,"(1, 8, 7, 3, 5)","(13, 15, 11, 10, 2)"
2,3,"(3, 4, 5, 6, 1, 7, 0)","(9, 12, 20, 7, 8, 1, 18)"
2,4,"(0, 7, 9, 2, 1, 3, 6, 5, 8, 4)","(4, 10, 10, 14, 19, 7, 3, 17, 14, 13)"
2,5,"(5, 9)","(15, 3)"
2,6,"(1, 4, 2, 5)","(10, 5, 3, 14)"
3,0,"(8, 3, 5, 1, 7, 2, 6, 9, 0)","(19, 1, 6, 9, 11, 3, 4, 13, 10)"
3,1,"(1,)","(17,)"
3,2,"(5, 2, 8, 7, 6, 0, 3)","(18, 11, 3, 12, 2, 5, 10)"
3,3,"(8, 7, 0, 4, 9, 3, 1)","(11, 1, 7, 10, 1, 8, 15)"
3,4,"(1, 5)","(4, 19)"
4,0,"(8, 6, 9, 2, 5, 0, 4)","(6, 5, 10, 10, 7, 9, 2)"
4,1,"(7,)","(16,)"
4,2,"(1, 9)","(17, 10)"
4,3,"(8, 1, 9)","(3, 1, 3)"
4,4,"(0, 7, 2, 5, 9, 4, 3, 1, 6, 8)","(9, 15, 6, 18, 14, 15, 15, 6, 13, 16)"
4,5,"(6, 2, 5, 0, 7, 8, 9, 3, 4, 1)","(12, 20, 11, 2, 19, 1, 1, 17, 6, 7)"
4,6,"(8, 0, 1, 7, 3, 5, 6, 9)","(7, 6, 14, 9, 6, 13, 5, 20)"
4,7,"(3, 0, 8, 6, 4, 5)","(5, 6, 17, 3, 9, 9)"
4,8,"(4, 7, 6, 0, 5, 1, 9, 3)","(17, 7, 12, 16, 5, 13, 3, 3)"
4,9,"(9, 4, 2, 6, 5, 8)","(19, 11, 18, 15, 1, 13)"
5,0,"(3, 0, 6, 7, 4, 5, 2, 8, 9)","(6, 19, 14, 14, 13, 15, 1, 15, 20)"
5,1,"(0, 8, 6, 5, 2)","(19, 18, 2, 1, 5)"
5,2,"(1, 5)","(14, 7)"
5,3,"(3, 1, 2, 9, 6)","(7, 19, 19, 6, 8)"
5,4,"(3, 9, 7, 0, 5, 6, 2, 8)","(6, 17, 19, 6, 14, 16, 3, 10)"
5,5,"(2, 0, 8, 6, 4, 3, 7, 9, 5)","(4, 7, 7, 7, 8, 12, 1, 12, 11)"
6,0,"(9, 3, 5, 4, 7, 1, 8, 2)","(7, 20, 5, 6, 10, 17, 8, 14)"
6,1,"(7, 1, 0, 8, 6, 5, 9, 2, 4, 3)","(6, 12, 12, 11, 5, 12, 8, 18, 6, 16)"
6,2,"(9, 5, 1, 2, 3, 6, 4, 0, 7, 8)","(4, 15, 15, 14, 10, 16, 12, 6, 14, 15)"
6,3,"(5, 9, 4, 2, 6)","(19, 8, 3, 11, 19)"
