kind,task,machine_selectable,process_time
0,0,"(12, 8, 3, 6, 11, 5, 1, 9, 4, 14)","(10, 8, 10, 8, 20, 8, 12, 12, 17, 12)"
0,1,"(13, 4, 12, 1)","(8, 14, 16, 1)"
0,2,"(3, 13, 7, 8, 4, 10, 0, 14, 1, 2, 9, 11, 12)","(20, 15, 20, 11, 9, 14, 8, 4, 15, 6, 4, 18, 17)"
0,3,"(12, 7, 14, 0, 11, 3, 6, 5)","(10, 9, 14, 11, 19, 18, 20, 15)"
0,4,"(8, 4, 6, 10, 5, 0, 14, 3, 11, 9, 1, 2)","(20, 19, 19, 19, 1, 20, 8, 3, 19, 11, 15, 17)"
0,5,"(0, 5, 11, 2, 13, 3, 14, 10, 7, 12, 8, 4, 1)","(7, 10, 3, 3, 19, 9, 13, 2, 9, 5, 17, 3, 9)"
0,6,"(11, 1, 7, 14, 3, 4, 12, 2, 10, 0, 9, 6, 5)","(20, 1, 18, 5, 8, 11, 13, 14, 9, 5, 16, 20, 15)"
0,7,"(0, 9, 11, 14, 3, 5, 4, 1, 12, 2, 6, 7, 13, 8, 10)","(11, 5, 17, 7, 18, 5, 12, 5, 8, 20, 18, 19, 11, 2, 20)"
0,8,"(12, 14, 5, 13, 11, 9)","(6, 11, 20, 18, 14, 2)"
0,9,"(3, 7, 12, 8, 14)","(10, 10, 7, 10, 19)"
1,0,"(9, 4, 11, 2, 0, 12, 5, 8, 14, 3, 10)","(10, 9, 4, 18, 5, 6, 14, 3, 20, 10, 12)"
1,1,"(7, 13, 10, 5, 11, 0, 12, 14, 9, 6)","(7, 5, 11, 15, 4, 9, 18, 6, 6, 18)"
1,2,"(3, 13, 12, 4, 11, 8, 1, 14, 2, 5, 9)","(13, 1, 15, 1, 6, 12, 5, 8, 17, 19, 14)"
1,3,"(10, 9, 12, 4, 7, 11, 1, 8, 0, 14, 6, 2)","(5, 15, 18, 3, 7, 2, 3, 11, 17, 19, 11, 4)"
1,4,"(7, 10, 14, 4, 6, 1, 5, 3, 0, 8, 11)","(2, 17, 10, 9, 14, 20, 20, 12, 1, 3, 7)"
1,5,"(8, 2, 1, 0, 11, 7, 13, 10, 14, 4)","(4, 13, 11, 9, 15, 12, 8, 11, 3, 12)"
1,6,"(6, 14, 10, 8, 13)","(10, 4, 1, 8, 2)"
2,0,"(9, 12, 7, 14)","(3, 18, 4, 7)"
2,1,"(3, 5)","(2, 10)"
2,2,"(13, 2, 9, 6)","(10, 14, 8, 5)"
2,3,"(7, 14, 8, 13, 11, 1, 5, 6, 3, 10, 12, 0, 9, 2)","(12, 12, 17, 11, 7, 14, 19, 12, 12, 18, 14, 9, 14, 6)"
2,4,"(5, 0, 3, 8, 9, 10, 4, 2, 11, 7, 6)","(9, 15, 8, 19, 19, 19, 3, 3, 16, 18, 18)"
3,0,"(9, 7, 2, 5, 10, 4, 14, 1)","(20, 6, 12, 16, 7, 14, 1, 14)"
3,1,"(4, 8, 2, 12, 10, 11)","(8, 6, 14, 10, 1, 12)"
3,2,"(11, 3, 6, 14, 0, 12, 4, 2, 7, 5)","(2, 18, 2, 2, 3, 5, 17, 7, 10, 13)"
