kind,task,machine_selectable,process_time
0,0,"(0, 11, 7)","(7, 20, 19)"
0,1,"(0, 10, 14, 3, 11)","(17, 7, 20, 18, 16)"
0,2,"(13, 5, 7, 1, 0, 12, 8, 10)","(6, 4, 1, 17, 4, 3, 14, 15)"
0,3,"(13, 7, 11, 8, 5, 3, 6, 2, 9)","(2, 6, 13, 15, 8, 2, 13, 9, 19)"
0,4,"(8, 11, 4, 5, 7, 6, 3, 0, 2, 10, 1, 9, 13, 12)","(13, 1, 8, 8, 3, 18, 2, 14, 7, 8, 3, 19, 8, 14)"
0,5,"(0, 5, 11, 2, 6, 8, 1)","(15, 19, 6, 18, 6, 18, 14)"
0,6,"(9, 6, 10, 0, 3)","(2, 15, 16, 16, 2)"
1,0,"(10, 8, 12, 13, 5, 3, 7, 9, 11, 1, 4, 0, 6, 2)","(5, 17, 20, 3, 4, 9, 15, 17, 3, 16, 12, 10, 7, 10)"
1,1,"(1, 12, 9, 11, 4, 5, 13, 14, 3, 10, 8, 6, 0, 2, 7)","(7, 13, 18, 13, 12, 7, 10, 6, 16, 2, 4, 19, 19, 2, 18)"
1,2,"(3, 8, 14, 5, 10, 4, 13, 0, 2, 11, 9, 1, 7)","(12, 15, 3, 12, 17, 18, 18, 6, 4, 15, 8, 4, 1)"
1,3,"(8, 11, 5, 13, 10, 7, 2, 6, 1, 4, 3, 0, 14, 9, 12)","(9, 13, 19, 4, 10, 12, 12, 2, 7, 1, 20, 20, 20, 13, 4)"
1,4,"(3,)","(19,)"
1,5,"(3, 8, 2, 10, 5, 0, 14, 12, 13)","(9, 8, 4, 10, 6, 12, 3, 14, 1)"
1,6,"(12, 14, 5, 6, 11, 9, 2, 4, 7, 13, 1, 3, 8)","(13, 2, 2, 6, 8, 6, 4, 4, 13, 12, 14, 5, 9)"
2,0,"(10, 12, 5, 6, 4, 13, 2, 1, 7, 11, 3, 0, 8, 9, 14)","(19, 16, 6, 8, 14, 7, 1, 4, 3, 1, 14, 1, 19, 4, 2)"
2,1,"(2,)","(13,)"
2,2,"(1, 7, 14, 12, 9, 11, 2, 0, 4)","(17, 9, 3, 9, 7, 19, 6, 19, 6)"
2,3,"(2, 0, 10, 7, 13, 9, 3, 5, 1)","(18, 17, 8, 15, 7, 11, 6, 1, 3)"
2,4,"(14, 6)","(1, 10)"
2,5,"(9, 14, 3, 4, 8, 0, 13, 12)","(8, 13, 13, 3, 3, 9, 11, 15)"
2,6,"(2, 10, 8, 6)","(7, 10, 14, 14)"
3,0,"(11, 7, 5, 3, 4, 12, 14, 0)","(17, 16, 7, 11, 9, 20, 14, 14)"
3,1,"(4,)","(18,)"
3,2,"(14, 12, 13, 0, 5, 3, 11, 9)","(9, 2, 9, 8, 18, 8, 9, 10)"
3,3,"(11, 1, 5, 3, 12, 13, 4, 0, 6, 14, 9, 8, 7)","(18, 14, 9, 7, 18, 12, 3, 10, 19, 17, 14, 16, 20)"
3,4,"(3, 2, 9, 1, 8, 14, 4, 13, 11, 7, 10)","(20, 7, 3, 14, 17, 12, 2, 15, 10, 2, 8)"
3,5,"(12, 7, 4, 14, 3, 10, 2, 8, 13, 9, 0, 11, 5, 6, 1)","(7, 10, 8, 13, 11, 20, 13, 18, 12, 16, 4, 1, 17, 13, 11)"
3,6,"(9,)","(10,)"
3,7,"(6, 8, 2, 3, 0)","(18, 9, 5, 2, 13)"
3,8,"(1, 3, 13, 2, 6, 11, 0, 5, 14, 12, 10, 8)","(4, 20, 18, 2, 6, 15, 16, 20, 4, 14, 4, 18)"
4,0,"(1, 4, 5, 10, 6, 11, 2, 9, 13, 3, 7, 0, 8, 14)","(11, 4, 14, 13, 19, 9, 16, 13, 17, 5, 13, 19, 11, 14)"
4,1,"(1, 12, 5, 14, 11, 6)","(7, 15, 4, 2, 8, 20)"
4,2,"(12, 7, 0, 4, 3, 5, 1, 6, 8, 13, 9, 14, 11)","(7, 4, 6, 14, 14, 14, 15, 2, 20, 1, 14, 7, 1)"
4,3,"(2, 12, 14, 10, 3, 13, 1)","(9, 11, 11, 16, 13, 15, 1)"
4,4,"(1, 4, 6, 11)","(14, 5, 17, 8)"
