kind,task,machine_selectable,process_time
0,0,"(14,)","(14,)"
0,1,"(9, 16, 1, 7)","(12, 2, 7, 5)"
0,2,"(18, 4, 3, 5, 9, 1, 7, 19, 13, 16, 8, 17, 12, 11)","(18, 20, 13, 2, 2, 13, 13, 13, 17, 18, 10, 10, 8, 20)"
0,3,"(3, 8, 6, 2, 7, 15, 5, 17, 13, 0, 10)","(13, 13, 11, 15, 18, 18, 3, 14, 15, 9, 12)"
0,4,"(7, 11)","(4, 8)"
0,5,"(14, 12, 6, 2, 16, 10, 1, 17)","(11, 17, 3, 11, 20, 14, 6, 9)"
1,0,"(18, 19, 1, 3, 6, 16, 15, 8, 7, 17, 2, 11, 9, 5, 13)","(4, 16, 15, 1, 18, 7, 3, 13, 3, 8, 7, 19, 16, 15, 12)"
1,1,"(4, 12, 5, 7, 6, 2, 10, 15, 19, 8, 3, 13, 0)","(17, 19, 8, 1, 18, 20, 4, 5, 14, 11, 2, 1, 2)"
1,2,"(5, 10, 0, 19, 1)","(2, 17, 15, 19, 16)"
1,3,"(1,)","(5,)"
1,4,"(14, 11, 9, 10, 7, 2, 8, 13, 19, 17)","(9, 12, 3, 6, 5, 2, 2, 16, 13, 17)"
1,5,"(1, 4, 10, 16)","(10, 20, 17, 12)"
2,0,"(5, 14, 10, 11)","(7, 15, 6, 16)"
2,1,"(16, 19, 9, 4, 13, 5, 2, 0, 18, 10, 17, 8, 11, 15, 14, 7, 12, 1, 3)","(9, 18, 18, 3, 1, 18, 15, 13, 19, 2, 10, 6, 15, 20, 19, 17, 11, 18, 13)"
2,2,"(5, 19, 17, 1, 13, 4, 2, 14, 7, 10, 8, 12, 6, 15, 9)","(15, 9, 20, 12, 7, 12, 2, 15, 10, 9, 4, 11, 8, 9, 4)"
2,3,"(2,)","(15,)"
2,4,"(14,)","(13,)"
3,0,"(15, 8, 18, 4, 14, 13, 0, 6, 7)","(15, 14, 2, 8, 3, 15, 2, 18, 3)"
3,1,"(5, 12, 16, 6, 15, 4, 8, 18)","(1, 19, 13, 5, 17, 2, 6, 9)"
3,2,"(8, 9, 2, 1, 7, 15, 4)","(19, 2, 9, 2, 17, 4, 15)"
3,3,"(5, 7, 13, 19, 4, 16, 17, 9, 12, 8, 6, 2, 1, 18, 15, 11)","(9, 16, 2, 6, 17, 15, 18, 11, 7, 1, 1, 5, 18, 6, 16, 3)"
3,4,"(6, 9, 12, 7, 11, 16, 14, 15, 1, 0, 17, 18, 13)","(6, 5, 18, 14, 2, 3, 20, 10, 3, 6, 14, 16, 7)"
3,5,"(6, 16, 5, 11, 2)","(18, 5, 4, 7, 7)"
4,0,"(12, 17, 3, 0, 1)","(15, 13, 19, 4, 2)"
4,1,"(9, 16)","(2, 19)"
4,2,"(13, 18, 11, 19, 17, 3, 16, 2, 8, 7, 14, 12, 4, 6, 5, 10, 15, 0, 1)","(14, 4, 18, 1, 14, 18, 12, 3, 5, 19, 18, 3, 20, 11, 13, 18, 5, 16, 5)"
4,3,"(14, 8, 2, 0, 12, 1, 3, 11, 17, 4, 15, 9, 19, 5, 13)","(15, 11, 18, 14, 11, 17, 11, 18, 16, 4, 20, 14, 15, 15, 8)"
4,4,"(6, 7, 18, 1, 9, 10, 2, 14, 13, 16, 19, 12, 11, 5, 15, 17, 3, 4)","(15, 5, 3, 1, 18, 9, 15, 7, 14, 13, 3, 16, 4, 12, 4, 5, 4, 2)"
5,0,"(9, 2, 0, 6, 17, 18, 1, 11, 16, 14, 5, 12, 19, 3, 13, 7, 8, 10, 15, 4)","(6, 14, 4, 3, 6, 5, 20, 20, 14, 18, 9, 14, 16, 15, 16, 14, 13, 13, 7, 19)"
5,1,"(15, 16, 14)","(7, 20, 9)"
5,2,"(7, 6, 3, 14)","(2, 4, 13, 19)"
5,3,"(12, 14, 1, 11, 18, 19, 17, 9, 7, 16, 5, 0, 13, 4, 15, 8)","(10, 5, 7, 12, 11, 9, 14, 16, 5, 8, 9, 14, 14, 14, 1, 13)"
5,4,"(14, 18, 13, 0, 10, 16, 17, 8, 4, 12, 15, 5, 3, 6, 1, 7)","(12, 9, 14, 11, 16, 5, 4, 5, 5, 19, 8, 1, 13, 11, 9, 6)"
6,0,"(10, 15, 17, 9, 3, 19, 12, 11)","(1, 13, 5, 13, 18, 9, 2, 4)"
6,1,"(14, 7, 17, 3, 15, 1, 0, 13, 4, 9, 18, 8)","(1, 3, 9, 16, 20, 13, 2, 8, 7, 3, 2, 15)"
6,2,"(15, 10, 19)","(8, 19, 5)"
6,3,"(2, 11, 15, 19, 12, 0, 9, 4, 1, 6, 13)","(9, 13, 8, 16, 17, 9, 19, 9, 12, 3, 19)"
6,4,"(18, 12, 4, 2, 13, 0, 11, 3, 17, 16, 14, 5, 15, 9, 7, 19, 8)","(2, 16, 2, 9, 4, 8, 12, 5, 16, 10, 8, 12, 10, 17, 15, 7, 18)"
6,5,"(17, 12, 8, 4, 1, 10, 18, 11, 16, 5, 19, 13, 15)","(17, 2, 16, 15, 8, 5, 6, 1, 17, 16, 2, 12, 9)"
6,6,"(1, 4, 19, 11, 18, 12, 14, 17, 5, 15, 3, 6, 13, 7, 9, 8, 10, 0, 2, 16)","(19, 7, 8, 2, 11, 8, 3, 11, 4, 5, 20, 8, 15, 1, 10, 3, 1, 14, 18, 20)"
