kind,task,machine_selectable,process_time
0,0,"(16, 8, 5, 19, 14, 13, 6, 18, 0, 12, 4, 3, 7, 11, 17, 1, 15, 9)","(16, 11, 4, 4, 7, 10, 16, 1, 20, 20, 2, 19, 9, 4, 3, 17, 17, 6)"
0,1,"(19, 11, 10, 2, 7, 16, 14, 4, 1, 18, 15, 13)","(9, 18, 11, 5, 3, 5, 4, 4, 2, 15, 12, 2)"
0,2,"(5, 0, 14, 12, 11, 18, 13, 10, 3, 19, 4, 8)","(20, 3, 19, 9, 18, 6, 6, 13, 3, 13, 15, 12)"
0,3,"(8, 11, 13)","(7, 8, 17)"
0,4,"(12, 15, 4, 5, 8, 19, 6, 1, 14, 3, 0, 18)","(2, 16, 13, 14, 2, 16, 2, 6, 8, 16, 17, 16)"
1,0,"(5, 0, 2, 18, 1, 16, 9, 19)","(19, 19, 17, 15, 14, 18, 10, 9)"
1,1,"(2, 14, 1, 17)","(6, 9, 16, 8)"
1,2,"(15, 18, 10, 9, 7, 4, 8, 2)","(13, 11, 5, 5, 15, 17, 13, 6)"
1,3,"(1, 15, 5, 17, 18, 2, 12, 7, 14, 6, 4, 19, 0, 9)","(9, 20, 2, 5, 15, 19, 10, 16, 3, 3, 17, 3, 8, 11)"
1,4,"(4, 5, 0)","(6, 19, 10)"
1,5,"(15,)","(7,)"
1,6,"(2, 19, 17, 4, 18, 7, 3, 13, 6, 14, 15)","(18, 10, 12, 9, 5, 20, 12, 20, 10, 5, 19)"
1,7,"(15, 11, 5, 4, 12, 14, 0, 3, 8, 19, 7, 2, 18, 9, 10)","(8, 15, 6, 12, 11, 9, 4, 6, 6, 13, 6, 17, 2, 13, 1)"
2,0,"(12, 14, 1, 5, 18, 10, 11, 6, 0, 15)","(19, 9, 6, 10, 1, 1, 16, 17, 20, 1)"
2,1,"(14, 18, 7, 10, 11, 2, 9)","(8, 4, 15, 10, 3, 10, 7)"
2,2,"(12, 1, 7, 13, 18, 9, 17)","(17, 19, 17, 17, 16, 2, 8)"
2,3,"(9, 17, 16, 2, 8, 12, 18, 7, 14, 4)","(9, 5, 2, 18, 14, 18, 9, 6, 2, 11)"
2,4,"(6, 9, 15, 10, 12, 5, 19, 3, 7, 13, 2, 18, 11, 8, 4, 17, 0, 14, 16)","(9, 3, 15, 14, 19, 5, 1, 19, 11, 1, 15, 8, 16, 2, 12, 14, 13, 10, 11)"
2,5,"(9,)","(12,)"
2,6,"(13, 6, 3, 18, 4, 2, 8, 19, 10, 11, 0, 7, 1, 16)","(4, 20, 17, 20, 11, 6, 11, 3, 14, 19, 1, 11, 6, 17)"
2,7,"(17, 7, 4, 14, 19, 18, 5, 2, 15, 13, 0, 16, 11, 9, 1, 12, 8)","(9, 19, 3, 16, 13, 20, 7, 12, 7, 5, 12, 11, 10, 17, 6, 18, 5)"
2,8,"(12, 13, 1, 14, 18, 19, 9, 11, 8, 3, 2, 0, 5, 7, 6, 15)","(15, 3, 10, 9, 12, 13, 1, 6, 1, 16, 6, 17, 10, 7, 9, 13)"
2,9,"(17, 16, 1, 11, 10, 18, 8, 6, 15, 7, 4, 3, 2, 14, 5, 0, 19, 9, 13, 12)","(18, 1, 6, 2, 7, 2, 11, 5, 13, 4, 4, 3, 14, 18, 8, 1, 6, 2, 8, 10)"
3,0,"(19, 3)","(20, 15)"
3,1,"(8, 13, 16, 4, 19, 10)","(14, 10, 9, 7, 20, 2)"
3,2,"(10, 14, 8, 15, 18, 7, 6, 17, 5)","(15, 19, 13, 2, 7, 14, 13, 3, 15)"
3,3,"(2, 12, 19, 3, 10, 18, 17, 11, 7, 6, 4, 5, 13, 0)","(19, 2, 12, 11, 4, 19, 11, 12, 2, 2, 4, 11, 5, 20)"
3,4,"(11, 14, 6, 8, 15)","(15, 18, 14, 16, 10)"
3,5,"(4, 16, 11, 6, 15, 10, 18)","(15, 8, 4, 9, 12, 15, 9)"
