kind,task,machine_selectable,process_time
0,0,"(13, 5)","(2, 2)"
0,1,"(15, 14, 11, 7, 8, 4, 13, 17, 3, 16)","(3, 10, 4, 15, 1, 14, 2, 11, 11, 9)"
0,2,"(13, 9, 8, 12, 11, 7, 6, 2, 3, 17)","(12, 16, 7, 4, 13, 12, 2, 11, 11, 7)"
0,3,"(17, 18, 1, 12, 4, 8, 6, 0)","(14, 4, 4, 16, 10, 8, 3, 3)"
0,4,"(11, 16, 4, 6, 3, 0, 1, 18, 5, 7, 9, 10, 13, 2, 12, 15)","(18, 12, 11, 3, 15, 20, 2, 10, 6, 15, 13, 19, 20, 4, 14, 2)"
0,5,"(16, 0, 15, 3, 9, 4, 10, 5, 1, 19, 17, 14, 7, 12)","(2, 9, 3, 16, 17, 8, 6, 18, 8, 9, 4, 19, 4, 18)"
0,6,"(0, 18, 17, 14, 1, 2, 13, 7, 6)","(18, 8, 18, 3, 5, 13, 3, 2, 11)"
1,0,"(0, 19, 6, 8, 7, 1, 5, 4, 9, 14, 11, 12, 16, 17, 13, 15, 18, 10, 3, 2)","(20, 9, 11, 14, 19, 17, 17, 20, 8, 6, 7, 13, 7, 20, 14, 8, 14, 9, 7, 8)"
1,1,"(19, 1, 12, 5, 16, 0, 3, 11, 6, 15, 14, 9, 17, 10, 4, 2, 18, 13, 8, 7)","(17, 4, 2, 20, 5, 3, 7, 12, 2, 18, 17, 20, 16, 12, 20, 17, 18, 17, 18, 9)"
1,2,"(17, 8, 0, 1, 3, 15, 10, 18, 14, 13, 9, 12, 4, 7, 16, 11, 5)","(8, 20, 14, 16, 3, 16, 10, 3, 1, 8, 11, 1, 19, 3, 14, 10, 11)"
1,3,"(11, 1, 0, 19, 6)","(6, 8, 15, 4, 4)"
1,4,"(14, 19, 1, 2, 3, 17, 0, 16, 10, 7, 8, 11, 6)","(16, 18, 15, 12, 18, 14, 14, 8, 13, 18, 17, 6, 16)"
1,5,"(6, 5, 1, 15, 14, 18, 7, 8, 4, 16, 12, 17, 2, 19, 0, 11, 10)","(13, 9, 7, 4, 13, 4, 11, 12, 6, 16, 12, 9, 18, 5, 3, 16, 10)"
1,6,"(0, 2, 11, 9, 6)","(18, 9, 3, 20, 15)"
1,7,"(8,)","(12,)"
1,8,"(11, 17, 6, 9, 4, 3, 12, 13, 8, 16, 15, 14, 19, 1, 18, 10, 2)","(7, 10, 20, 11, 15, 3, 15, 16, 16, 18, 15, 5, 19, 6, 8, 9, 13)"
1,9,"(2, 7, 6, 0, 3, 11, 5, 1, 4, 10, 16, 19, 18)","(20, 9, 10, 17, 17, 14, 15, 18, 17, 18, 10, 1, 3)"
2,0,"(7, 17, 2, 12, 5, 1, 18, 11, 15, 8, 4, 14, 16, 9, 0, 10, 3)","(14, 10, 9, 11, 1, 18, 9, 17, 9, 17, 15, 13, 10, 4, 6, 6, 18)"
2,1,"(14, 16, 1, 5, 2, 9, 11, 12, 13, 19, 4, 7, 3)","(4, 8, 15, 9, 11, 2, 8, 11, 16, 10, 2, 3, 16)"
2,2,"(12, 9, 13, 17, 4, 16, 1, 18, 6, 10, 7, 19, 8, 3, 15, 2)","(7, 6, 12, 13, 3, 18, 17, 14, 7, 5, 5, 15, 13, 12, 8, 14)"
