kind,task,machine_selectable,process_time
0,0,"(1, 5, 13, 0, 4, 11, 10, 3, 12, 14, 6)","(12, 4, 14, 11, 18, 18, 13, 10, 2, 11, 1)"
0,1,"(8, 11, 6, 4, 12, 13, 14, 3, 7, 5, 9, 2, 1, 10, 0)","(13, 16, 10, 12, 19, 3, 4, 11, 7, 11, 11, 19, 8, 16, 15)"
0,2,"(14, 7)","(9, 19)"
0,3,"(2, 9, 10, 3, 11, 12, 5, 7, 1, 0, 14, 4)","(6, 10, 17, 15, 11, 19, 2, 12, 11, 4, 9, 8)"
0,4,"(5, 4, 6, 11, 3, 13, 1, 0, 9, 10, 12, 8)","(1, 15, 5, 8, 8, 4, 5, 14, 18, 10, 19, 4)"
1,0,"(6, 1, 7, 8, 4, 11, 5, 2, 10, 13, 3, 9, 12)","(11, 7, 3, 16, 19, 4, 9, 11, 13, 17, 20, 19, 9)"
1,1,"(9, 6, 1, 4, 12, 14, 13, 10)","(17, 11, 5, 2, 12, 15, 10, 19)"
1,2,"(7, 3, 4, 6, 11, 13, 8, 14, 10, 12, 2)","(16, 10, 7, 18, 2, 17, 10, 2, 17, 19, 8)"
1,3,"(11, 1, 0, 12, 13, 5, 14, 3, 4, 8, 9, 2)","(18, 9, 18, 8, 4, 13, 1, 15, 12, 14, 18, 15)"
1,4,"(2, 1)","(7, 14)"
1,5,"(9, 3, 11, 13, 0, 5, 2, 8, 4, 6)","(5, 12, 17, 9, 4, 18, 19, 17, 9, 18)"
2,0,"(12, 4, 9, 1, 14)","(17, 19, 8, 19, 11)"
2,1,"(4, 7, 0, 9, 1, 2)","(16, 3, 17, 11, 17, 15)"
2,2,"(14, 10, 0, 3, 13, 2, 7, 5, 4, 12, 6, 1)","(14, 13, 18, 7, 3, 12, 8, 9, 9, 16, 1, 15)"
2,3,"(10, 6, 5, 3, 2, 14)","(7, 17, 12, 10, 16, 3)"
2,4,"(2, 11, 10, 4, 5, 1, 13, 14)","(9, 3, 12, 6, 1, 9, 20, 1)"
2,5,"(11, 7)","(7, 1)"
3,0,"(3, 4, 2, 10, 11, 8)","(18, 16, 12, 16, 5, 10)"
3,1,"(11, 5, 1, 6, 0, 2, 3, 4, 9, 12)","(10, 4, 13, 1, 16, 4, 9, 16, 14, 9)"
3,2,"(11, 13, 5, 1)","(1, 12, 20, 19)"
3,3,"(8, 1, 4, 7, 3, 2, 5, 0, 9, 10, 6)","(17, 15, 16, 7, 19, 13, 16, 15, 5, 9, 12)"
3,4,"(10, 3, 9, 0, 14, 13)","(13, 14, 13, 4, 19, 15)"
3,5,"(8,)","(18,)"
3,6,"(8, 2, 4, 9, 13, 12, 1, 5, 6)","(1, 1, 1, 8, 10, 20, 3, 11, 10)"
4,0,"(5, 14, 13, 11, 1, 9, 4, 7, 0, 6, 8, 10, 2, 12, 3)","(1, 5, 5, 15, 20, 8, 6, 5, 12, 18, 5, 2, 5, 9, 19)"
4,1,"(4, 14, 13, 5, 1, 6, 9, 2, 8, 10, 11, 12, 0, 7)","(2, 13, 18, 2, 4, 10, 2, 19, 18, 18, 5, 20, 1, 14)"
4,2,"(10, 2)","(5, 10)"
4,3,"(0, 12, 7, 9, 8, 4, 3, 13, 14, 1, 10, 2, 5, 11, 6)","(9, 17, 11, 7, 18, 5, 9, 5, 6, 16, 16, 1, 5, 15, 3)"
4,4,"(12, 4, 14, 1, 13)","(15, 15, 20, 8, 18)"
4,5,"(0, 6, 5, 12, 8, 2, 14, 1, 3, 13, 7, 4, 10, 9)","(2, 18, 17, 18, 7, 9, 11, 14, 12, 19, 13, 4, 15, 18)"
4,6,"(7, 12, 3, 11, 5, 14, 6, 13, 2, 10)","(8, 18, 9, 7, 14, 18, 20, 11, 14, 16)"
4,7,"(1, 5, 8, 13, 7, 0, 14, 2, 11, 10, 9, 6, 3)","(16, 5, 17, 9, 9, 18, 7, 1, 17, 18, 19, 11, 4)"
4,8,"(11, 0, 1, 3, 9, 8, 6)","(19, 19, 10, 2, 14, 5, 5)"
4,9,"(11, 6, 12, 4)","(14, 14, 14, 12)"
