kind,task,machine_selectable,process_time,power
0,0,"(4, 8)","(13, 10)","(199, 63)"
0,1,"(3, 8, 0, 1, 7, 2, 5, 4, 6, 9)","(12, 1, 18, 5, 13, 4, 8, 2, 5, 18)","(62, 167, 113, 179, 17, 188, 200, 45, 172, 169)"
0,2,"(1,)","(10,)","(103,)"
0,3,"(9, 3, 5, 2, 4, 1, 7, 0)","(11, 4, 6, 15, 10, 16, 1, 18)","(197, 13, 178, 58, 93, 101, 43, 144)"
0,4,"(6,)","(9,)","(179,)"
1,0,"(6,)","(7,)","(146,)"
1,1,"(2, 7, 0, 8, 1)","(8, 18, 16, 6, 16)","(20, 62, 28, 103, 141)"
1,2,"(1,)","(5,)","(196,)"
1,3,"(3, 4, 7, 2, 1, 9, 5, 0)","(12, 5, 16, 15, 11, 12, 1, 3)","(199, 57, 131, 163, 91, 60, 184, 152)"
1,4,"(7, 0, 4, 2, 9)","(11, 14, 6, 16, 18)","(39, 99, 44, 190, 176)"
2,0,"(9, 5, 1, 6, 0, 3, 2, 7, 4, 8)","(20, 8, 16, 5, 7, 4, 1, 4, 12, 16)","(142, 96, 113, 170, 126, 192, 38, 14, 72, 58)"
2,1,"(7, 0, 8, 6, 5)","(3, 13, 20, 20, 8)","(114, 38, 11, 64, 40)"
2,2,"(2, 1, 6, 4, 3)","(17, 16, 10, 5, 14)","(89, 46, 122, 156, 115)"
2,3,"(7, 9, 2, 1)","(5, 20, 17, 17)","(20, 15, 141, 21)"
2,4,"(1, 0, 3, 8, 2, 9)","(3, 12, 3, 6, 11, 3)","(63, 108, 51, 76, 176, 78)"
2,5,"(9, 7, 0, 6, 8, 2, 1, 5)","(3, 6, 3, 4, 8, 12, 8, 1)","(95, 154, 143, 107, 22, 123, 106, 63)"
2,6,"(6, 5, 8, 9, 4, 1)","(13, 20, 11, 16, 2, 4)","(111, 24, 46, 107, 132, 66)"
2,7,"(3,)","(20,)","(67,)"
2,8,"(9, 6, 0, 7, 4, 3, 8)","(7, 5, 12, 19, 8, 20, 15)","(19, 62, 119, 182, 44, 193, 153)"
2,9,"(9, 2, 5, 4, 0, 1, 7, 6)","(13, 8, 9, 12, 20, 3, 17, 14)","(63, 188, 47, 155, 157, 30, 59, 90)"
3,0,"(9, 3, 7)","(4, 2, 9)","(60, 142, 185)"
3,1,"(1,)","(17,)","(37,)"
3,2,"(8, 1, 7, 3, 5, 4)","(7, 6, 5, 5, 9, 12)","(19, 117, 39, 161, 145, 114)"
3,3,"(0, 4, 7, 5, 9)","(14, 12, 17, 16, 10)","(40, 149, 133, 168, 36)"
3,4,"(1, 0, 8)","(20, 4, 19)","(108, 195, 60)"
3,5,"(8, 0, 9, 2, 5, 7, 3, 1, 6)","(12, 2, 18, 20, 3, 19, 6, 4, 1)","(55, 111, 188, 71, 110, 139, 118, 84, 42)"
3,6,"(5, 3, 6, 8, 4)","(16, 8, 3, 9, 19)","(182, 154, 156, 124, 24)"
4,0,"(4, 3, 2, 7, 8, 9, 0, 6)","(9, 20, 12, 4, 20, 8, 18, 10)","(155, 37, 55, 30, 55, 138, 123, 101)"
4,1,"(6, 0, 7, 3)","(19, 1, 2, 13)","(23, 163, 155, 119)"
4,2,"(1, 0, 2, 4, 3, 5, 8, 9)","(9, 9, 17, 19, 2, 8, 5, 14)","(126, 21, 183, 168, 184, 133, 178, 68)"
4,3,"(9, 4, 1, 2, 8, 0, 5, 7)","(17, 4, 19, 10, 2, 9, 11, 11)","(135, 10, 154, 13, 28, 170, 193, 134)"
4,4,"(6, 2, 1, 7, 3, 8)","(3, 10, 1, 12, 1, 18)","(81, 134, 108, 113, 112, 132)"
4,5,"(6, 3, 2)","(5, 2, 19)","(151, 17, 63)"
4,6,"(2, 8, 7, 0, 5, 4, 1)","(1, 3, 4, 4, 2, 11, 13)","(85, 84, 22, 149, 180, 49, 116)"
5,0,"(3, 5)","(3, 1)","(157, 179)"
5,1,"(6, 5, 2, 3)","(13, 18, 20, 11)","(49, 79, 64, 125)"
5,2,"(5, 9)","(15, 16)","(181, 76)"
5,3,"(3, 9, 2, 1, 7, 6, 8, 4, 0)","(14, 20, 9, 7, 5, 8, 20, 3, 10)","(92, 193, 60, 119, 137, 194, 121, 160, 171)"
5,4,"(7,)","(1,)","(25,)"
5,5,"(8, 5, 7, 2)","(19, 3, 5, 15)","(145, 66, 15, 122)"
6,0,"(3, 0, 2, 9, 5)","(2, 12, 11, 5, 4)","(116, 56, 38, 127, 158)"
6,1,"(9, 5, 7, 4, 3)","(17, 8, 6, 19, 18)","(139, 189, 10, 151, 84)"
6,2,"(0, 4, 8, 7, 2)","(17, 2, 5, 8, 1)","(49, 148, 67, 112, 63)"
6,3,"(9, 1, 0, 7, 8, 3, 4, 5, 2)","(8, 11, 10, 1, 5, 13, 10, 1, 17)","(20, 60, 105, 126, 163, 58, 110, 136, 176)"
6,4,"(7, 3, 4, 6, 9, 8, 1, 0)","(13, 17, 17, 10, 7, 11, 11, 9)","(59, 23, 68, 83, 75, 51, 37, 32)"
6,5,"(9, 6)","(13, 11)","(166, 157)"
6,6,"(0, 1, 8, 9, 2)","(7, 15, 1, 2, 14)","(184, 121, 62, 96, 45)"
