kind,task,machine_selectable,process_time,power
0,0,"(18, 3, 4, 0, 8, 6, 9, 1, 17, 15, 11, 2, 5, 7)","(4, 1, 20, 3, 20, 14, 10, 19, 16, 19, 2, 5, 7, 1)","(19, 118, 58, 62, 79, 196, 69, 27, 109, 176, 132, 37, 89, 164)"
0,1,"(12, 11, 3, 1, 19, 0, 8, 17, 10, 18, 7, 9, 16, 5, 4, 15, 6, 2, 13, 14)","(7, 1, 3, 15, 8, 8, 16, 5, 3, 17, 4, 8, 3, 3, 19, 15, 4, 12, 11, 17)","(34, 26, 137, 132, 173, 37, 162, 34, 190, 185, 109, 75, 34, 61, 120, 11, 160, 167, 195, 150)"
0,2,"(0, 6, 9)","(3, 5, 16)","(167, 178, 69)"
0,3,"(11, 8, 17, 2, 4, 6, 7)","(2, 13, 4, 15, 13, 11, 17)","(162, 129, 116, 63, 118, 130, 29)"
0,4,"(1, 12, 14, 13, 2, 4, 6, 3, 9, 18, 5, 8, 17)","(13, 20, 4, 3, 16, 10, 20, 4, 16, 18, 4, 9, 17)","(32, 161, 97, 144, 127, 41, 102, 134, 121, 153, 117, 180, 119)"
1,0,"(4, 11, 15, 13, 9, 18, 19, 2, 12, 14, 10, 3, 5, 17, 8, 6, 1)","(16, 6, 2, 18, 12, 18, 8, 14, 16, 10, 15, 7, 20, 7, 19, 3, 1)","(126, 134, 47, 64, 80, 45, 10, 146, 124, 123, 181, 119, 183, 164, 196, 142, 24)"
1,1,"(8, 17, 7, 1, 6, 18, 14, 12, 15, 13, 9, 2, 5, 3, 0)","(2, 18, 8, 2, 11, 7, 13, 12, 7, 20, 20, 19, 15, 6, 10)","(180, 86, 146, 173, 42, 149, 110, 120, 185, 70, 157, 126, 170, 59, 170)"
1,2,"(0, 9, 8)","(13, 9, 6)","(149, 182, 96)"
1,3,"(4, 18, 13, 8, 2, 10, 3, 19, 11, 0, 7, 16)","(13, 16, 3, 16, 3, 16, 3, 3, 20, 18, 15, 2)","(140, 79, 99, 37, 117, 73, 135, 110, 196, 119, 147, 28)"
1,4,"(0, 8, 7, 9, 6, 5, 15, 11, 18, 17, 13, 1, 2)","(1, 18, 14, 2, 7, 6, 1, 3, 10, 9, 8, 10, 20)","(96, 111, 159, 139, 43, 158, 142, 157, 131, 94, 152, 179, 15)"
1,5,"(4, 15, 3, 5, 11, 7, 2, 14, 0, 13, 18, 19, 8, 10, 6, 17)","(13, 2, 10, 12, 20, 16, 10, 3, 19, 11, 4, 4, 3, 4, 3, 17)","(137, 169, 13, 145, 103, 66, 194, 95, 140, 129, 53, 140, 131, 23, 30, 12)"
2,0,"(5, 4, 11, 15, 2, 0, 7, 9, 13, 19, 14, 10, 17, 18, 6, 1, 8, 3, 16)","(17, 13, 18, 15, 5, 15, 3, 1, 13, 10, 7, 8, 7, 8, 12, 1, 3, 14, 3)","(158, 171, 60, 55, 33, 167, 189, 120, 81, 48, 117, 97, 76, 160, 88, 155, 173, 111, 33)"
2,1,"(10, 1, 14, 6)","(18, 19, 20, 15)","(197, 83, 171, 168)"
2,2,"(16, 4, 13, 15, 17, 5, 12, 2, 14, 10, 6, 18, 11)","(11, 12, 9, 19, 15, 8, 1, 1, 19, 17, 13, 9, 18)","(35, 150, 79, 104, 154, 53, 84, 186, 176, 158, 40, 161, 81)"
2,3,"(1, 6, 10, 12, 17, 13, 16, 5, 8, 11, 4, 9, 19, 14, 3, 15, 2, 0, 7)","(15, 20, 11, 7, 6, 1, 19, 14, 9, 3, 4, 12, 4, 8, 20, 11, 16, 20, 8)","(47, 64, 135, 56, 143, 26, 29, 121, 162, 63, 94, 176, 118, 123, 80, 90, 133, 123, 118)"
2,4,"(12, 4, 9, 15, 3, 6, 8)","(19, 11, 3, 1, 15, 11, 18)","(52, 115, 80, 33, 61, 94, 64)"
2,5,"(2, 1, 14, 11, 9, 0, 15, 6, 7, 18, 8, 3, 13, 12)","(5, 1, 17, 8, 5, 19, 11, 1, 15, 12, 2, 5, 20, 10)","(108, 173, 133, 35, 82, 188, 50, 82, 145, 128, 49, 190, 113, 143)"
2,6,"(4, 5, 14, 2, 9, 12, 6, 11, 18, 1)","(20, 16, 9, 5, 3, 9, 4, 8, 19, 2)","(66, 95, 147, 176, 189, 113, 12, 107, 103, 77)"
3,0,"(11, 2)","(10, 4)","(177, 167)"
3,1,"(13, 5, 1, 16, 8, 7, 15, 18, 11, 2, 17, 9)","(19, 17, 18, 19, 15, 10, 6, 3, 20, 2, 4, 7)","(55, 10, 61, 22, 92, 161, 10, 73, 106, 59, 181, 64)"
3,2,"(12, 9, 7, 15, 17, 14, 6, 5, 4, 10, 0, 3, 2, 18, 8, 11, 19, 1, 16)","(4, 9, 4, 18, 18, 7, 7, 9, 6, 20, 17, 8, 3, 8, 14, 10, 9, 20, 19)","(127, 102, 61, 78, 14, 79, 84, 101, 14, 168, 174, 150, 176, 129, 198, 162, 105, 70, 131)"
3,3,"(16, 14, 3, 18, 0, 7, 12, 13, 9, 4, 19, 8, 5, 11, 17, 6, 10)","(7, 17, 19, 16, 18, 9, 10, 11, 15, 6, 20, 5, 16, 19, 10, 9, 7)","(141, 104, 62, 168, 70, 106, 86, 126, 37, 173, 150, 62, 47, 139, 77, 185, 145)"
3,4,"(0, 14, 3, 11, 13, 16, 18, 7, 8, 17, 19, 12, 4, 2, 5, 15, 10)","(3, 4, 6, 3, 7, 10, 13, 3, 1, 4, 19, 8, 17, 11, 9, 13, 1)","(125, 12, 80, 25, 62, 14, 193, 60, 172, 44, 159, 26, 129, 34, 145, 128, 52)"
4,0,"(9,)","(14,)","(121,)"
4,1,"(15, 6, 12, 10, 1, 5, 18, 0)","(6, 7, 17, 14, 7, 1, 19, 5)","(109, 199, 160, 180, 71, 171, 142, 159)"
4,2,"(11, 4, 13, 2, 8, 14, 12, 7, 19, 16, 5)","(2, 18, 19, 4, 7, 17, 1, 17, 12, 2, 4)","(65, 22, 120, 44, 108, 193, 33, 165, 53, 27, 21)"
4,3,"(10, 16, 15, 18)","(4, 7, 16, 15)","(124, 163, 84, 145)"
4,4,"(8,)","(11,)","(165,)"
