kind,task,machine_selectable,process_time
0,0,"(6, 4, 7, 3)","(11, 6, 19, 3)"
0,1,"(4, 6)","(4, 7)"
0,2,"(9, 2)","(14, 5)"
0,3,"(7, 9, 6, 1, 2)","(11, 2, 7, 7, 1)"
0,4,"(4, 2)","(8, 6)"
0,5,"(1, 7, 2, 5, 6)","(6, 16, 4, 5, 1)"
0,6,"(7, 3, 6, 9, 8, 0, 1)","(10, 15, 16, 20, 18, 3, 16)"
0,7,"(6, 5, 8)","(15, 15, 4)"
0,8,"(7, 4, 5, 8, 9, 0)","(5, 2, 11, 14, 1, 18)"
0,9,"(9,)","(2,)"
1,0,"(3, 6, 0, 7, 1)","(3, 8, 12, 10, 14)"
1,1,"(8, 7, 1, 4, 3, 2)","(12, 12, 2, 2, 20, 8)"
1,2,"(9, 0, 8, 2)","(15, 12, 2, 4)"
1,3,"(2, 1, 8, 6, 4, 3, 5)","(17, 14, 15, 15, 2, 20, 10)"
1,4,"(1, 5, 7, 8, 9)","(18, 4, 2, 5, 8)"
1,5,"(5, 0)","(20, 2)"
1,6,"(2, 3, 0, 7, 9, 1)","(14, 14, 20, 20, 13, 9)"
1,7,"(6, 2, 5, 8, 1, 4, 7, 3, 0)","(2, 14, 6, 20, 10, 18, 15, 3, 5)"
1,8,"(7, 8, 3, 0, 2, 1, 9, 6)","(3, 12, 12, 7, 17, 15, 15, 14)"
1,9,"(0, 8, 5, 7, 2)","(3, 1, 6, 3, 16)"
2,0,"(6,)","(8,)"
2,1,"(6, 3, 5, 2, 1, 7, 8, 4)","(4, 20, 1, 19, 5, 11, 20, 2)"
2,2,"(6, 1, 8, 2, 7)","(15, 14, 10, 7, 13)"
2,3,"(3, 6, 1, 9, 7, 0)","(5, 13, 11, 15, 11, 4)"
2,4,"(1, 5, 3)","(12, 19, 4)"
2,5,"(5, 1, 9, 3, 2, 6, 7, 0, 8, 4)","(3, 16, 5, 12, 14, 10, 16, 6, 10, 2)"
2,6,"(0, 1)","(2, 5)"
3,0,"(2, 1, 5, 8, 7, 3, 4)","(2, 17, 18, 14, 18, 7, 17)"
3,1,"(0, 6, 1)","(15, 2, 16)"
3,2,"(0, 1)","(7, 16)"
3,3,"(2, 1, 8, 5, 7, 6, 3, 9, 0, 4)","(10, 19, 11, 1, 12, 13, 2, 11, 18, 4)"
3,4,"(6, 3, 0, 2, 4)","(11, 8, 4, 2, 5)"
4,0,"(8, 6, 3, 2, 5, 9, 1)","(12, 10, 8, 4, 16, 11, 6)"
4,1,"(2, 0, 3, 5)","(8, 15, 14, 15)"
4,2,"(7, 0, 9, 3, 2, 1)","(16, 13, 9, 18, 16, 8)"
4,3,"(0, 8, 6, 7, 3, 4, 5, 1, 9)","(10, 14, 2, 13, 14, 5, 1, 14, 9)"
