kind,task,machine_selectable,process_time
0,0,"(6, 7, 1, 8, 2, 0, 5, 9)","(7, 8, 4, 14, 14, 2, 20, 11)"
0,1,"(9, 0, 2, 3, 4)","(15, 2, 13, 9, 3)"
0,2,"(2, 1, 0, 6, 4, 5)","(15, 2, 12, 20, 8, 9)"
0,3,"(0, 5, 6, 1)","(12, 2, 3, 3)"
0,4,"(7, 3, 1, 4, 8, 0, 9, 6, 2, 5)","(10, 10, 16, 16, 13, 20, 4, 7, 7, 9)"
0,5,"(6, 0, 1)","(15, 3, 20)"
0,6,"(2,)","(14,)"
0,7,"(5, 9, 0)","(10, 4, 18)"
0,8,"(0, 3, 5, 9, 2, 7)","(18, 11, 18, 13, 19, 17)"
0,9,"(4, 0, 3, 9)","(17, 15, 11, 14)"
1,0,"(4, 5, 1, 7, 8, 6, 2, 0, 3)","(14, 15, 11, 4, 14, 18, 7, 8, 1)"
1,1,"(2, 0, 6, 3, 4, 7, 1, 8)","(9, 8, 2, 16, 15, 7, 8, 1)"
1,2,"(4, 6, 8, 2, 1, 3, 0, 5, 9)","(7, 4, 15, 20, 4, 3, 16, 4, 4)"
1,3,"(8, 7, 4, 6, 3, 9, 2)","(8, 13, 1, 18, 8, 13, 1)"
1,4,"(1, 9, 5, 3, 2, 8, 4, 7, 6, 0)","(20, 2, 19, 12, 16, 9, 10, 7, 1, 6)"
2,0,"(1, 7)","(5, 14)"
2,1,"(4, 2, 1)","(8, 10, 14)"
2,2,"(2, 7, 5, 6, 4, 0)","(9, 7, 6, 12, 14, 1)"
2,3,"(4, 8, 6, 2, 3, 1, 9, 5)","(18, 4, 8, 10, 11, 4, 15, 16)"
2,4,"(8, 7, 3, 5, 9, 0)","(16, 18, 18, 5, 5, 14)"
2,5,"(4, 3, 7)","(20, 10, 16)"
2,6,"(7, 6, 4, 2, 3, 1, 5, 0)","(1, 13, 10, 16, 19, 9, 10, 7)"
3,0,"(5, 8, 6, 3, 1, 4, 9, 2)","(5, 2, 3, 3, 18, 8, 20, 5)"
3,1,"(1, 2, 0)","(5, 1, 4)"
3,2,"(2, 8, 4, 9, 0, 7, 6, 3, 1)","(2, 5, 10, 11, 7, 14, 11, 14, 3)"
3,3,"(0, 4, 9, 2, 7, 6, 8)","(13, 2, 12, 1, 1, 6, 17)"
3,4,"(0, 8, 9)","(17, 10, 2)"
3,5,"(4, 3, 9, 0, 8)","(13, 10, 4, 7, 9)"
3,6,"(7, 6, 4, 1, 9, 0)","(5, 15, 12, 12, 13, 13)"
3,7,"(8, 0, 3, 5, 9, 2, 7)","(12, 15, 7, 5, 17, 1, 6)"
3,8,"(0, 3, 1, 9, 2)","(10, 20, 10, 9, 14)"
3,9,"(0, 9, 6, 4)","(17, 2, 9, 12)"
4,0,"(5, 0, 1, 8, 6, 4, 3, 7)","(1, 5, 1, 4, 20, 10, 12, 15)"
4,1,"(9, 8, 4, 5, 7, 3, 0, 2)","(14, 8, 12, 19, 4, 16, 5, 3)"
4,2,"(6, 0, 7, 1, 4, 9, 3, 5)","(7, 10, 7, 4, 9, 11, 6, 18)"
4,3,"(2, 9, 8, 3, 7, 0, 1)","(9, 7, 4, 2, 20, 15, 16)"
4,4,"(0,)","(3,)"
4,5,"(5, 3, 1, 7, 4)","(5, 10, 19, 8, 20)"
4,6,"(1, 4, 0, 8, 5, 7, 2)","(6, 7, 4, 13, 11, 17, 3)"
4,7,"(4, 8, 3)","(14, 12, 4)"
4,8,"(4, 2, 0, 5, 8, 7, 6, 3, 9)","(13, 16, 14, 5, 18, 7, 3, 19, 4)"
