kind,task,machine_selectable,process_time
0,0,"(8, 10, 17, 14, 1, 16, 4, 18, 12, 9, 11, 6, 19, 2, 0, 13, 5)","(7, 6, 1, 13, 12, 14, 3, 11, 11, 2, 8, 3, 9, 15, 20, 2, 16)"
0,1,"(14, 11, 0, 13, 17, 18)","(18, 8, 10, 16, 8, 3)"
0,2,"(9, 14, 6, 0, 2, 17, 18, 16, 4, 1, 19)","(13, 3, 1, 19, 6, 4, 4, 10, 10, 11, 16)"
0,3,"(4, 0, 19)","(5, 20, 3)"
0,4,"(9, 12, 18, 0, 2, 13, 5)","(20, 18, 14, 18, 20, 11, 12)"
0,5,"(2, 18, 11, 13, 4, 10, 1, 12, 6, 14, 8)","(18, 18, 11, 7, 17, 13, 14, 20, 20, 2, 16)"
0,6,"(11, 4, 12, 14, 15, 1, 16, 10, 3, 9, 0, 6, 19, 7, 17)","(15, 12, 6, 3, 3, 7, 2, 17, 16, 6, 20, 11, 14, 12, 8)"
0,7,"(1, 17, 12, 7, 19, 0, 10, 9, 14, 16, 15, 4, 2, 11)","(16, 17, 14, 3, 4, 7, 13, 19, 5, 6, 16, 10, 5, 11)"
0,8,"(7, 18, 14, 17, 10, 16, 3, 0, 5, 4, 9, 15)","(2, 3, 4, 10, 4, 6, 8, 15, 13, 8, 2, 2)"
1,0,"(11, 7, 10, 0)","(11, 1, 12, 11)"
1,1,"(7, 6, 14, 19, 13, 3, 18, 17, 15, 8, 10)","(17, 15, 19, 12, 1, 10, 17, 8, 14, 19, 19)"
1,2,"(4, 10, 18, 11, 1, 12)","(16, 9, 1, 19, 1, 13)"
1,3,"(9, 17, 11, 7, 12, 1, 15, 13, 4, 19, 3, 6, 2)","(2, 10, 1, 19, 3, 3, 19, 7, 3, 7, 12, 8, 6)"
1,4,"(19, 13, 10, 5, 1, 9, 14, 0, 7, 6, 12, 16, 8, 18, 11)","(11, 6, 2, 3, 14, 5, 9, 6, 5, 18, 12, 20, 10, 13, 20)"
1,5,"(9, 3, 18, 2, 14, 15, 17)","(11, 7, 19, 12, 9, 4, 20)"
1,6,"(4, 0, 8, 5, 12, 17, 7, 3)","(5, 20, 13, 20, 3, 16, 5, 2)"
2,0,"(0, 8, 11, 3, 4, 17, 1, 7, 6, 13, 5, 12, 9, 10, 14, 15, 16, 2, 18, 19)","(3, 13, 19, 9, 8, 10, 13, 11, 20, 2, 5, 16, 6, 2, 13, 9, 7, 2, 3, 15)"
2,1,"(16, 13, 6, 2, 3, 12, 10, 1, 11, 5, 15, 8, 7, 4, 9, 14)","(16, 19, 5, 11, 18, 7, 5, 8, 1, 11, 16, 5, 17, 6, 13, 4)"
2,2,"(12, 13, 1, 11, 5, 0, 9, 2, 4, 17, 16, 3, 18, 10, 7, 14, 15, 8)","(20, 19, 15, 10, 20, 1, 1, 4, 17, 3, 12, 3, 16, 4, 8, 18, 10, 2)"
2,3,"(2, 19, 13, 6, 14, 12, 15, 9, 17, 3, 0)","(16, 3, 17, 13, 7, 3, 9, 12, 19, 8, 13)"
2,4,"(4, 2, 8, 9, 5)","(16, 17, 11, 1, 1)"
2,5,"(4, 5, 0, 13)","(7, 14, 11, 18)"
2,6,"(18,)","(17,)"
2,7,"(13,)","(16,)"
3,0,"(18, 13, 1, 5, 12, 7, 4, 0, 15, 14, 10, 11, 17, 6, 3, 16, 9, 19, 2)","(3, 15, 16, 9, 8, 4, 9, 8, 17, 18, 13, 13, 2, 17, 8, 15, 11, 4, 12)"
3,1,"(2, 10, 9, 1, 13, 17, 7, 19)","(6, 16, 12, 5, 18, 4, 12, 8)"
3,2,"(11, 12, 10, 0, 8, 1, 16, 2, 7, 3)","(4, 17, 19, 6, 15, 1, 1, 18, 16, 6)"
3,3,"(16, 5, 4, 3, 14, 17, 6, 8, 7, 18, 10, 0, 2, 11)","(9, 9, 16, 20, 11, 9, 2, 15, 3, 10, 17, 11, 4, 19)"
3,4,"(15, 12, 7, 11, 18, 17, 1, 16, 3, 10, 13, 4, 5, 6, 8, 0, 2)","(19, 2, 11, 16, 3, 18, 15, 12, 8, 11, 14, 20, 4, 6, 6, 8, 15)"
3,5,"(3, 2, 1, 16, 17, 11, 8, 15)","(4, 18, 8, 11, 17, 1, 18, 7)"
3,6,"(1, 14, 6, 10, 7, 0, 18, 12, 17, 15, 16, 8, 11, 13, 4, 2, 19, 5, 9)","(13, 13, 6, 12, 17, 20, 8, 17, 19, 20, 12, 16, 4, 4, 3, 4, 5, 11, 18)"
3,7,"(2, 14, 3, 9, 8, 12, 1, 5, 6, 4, 15, 10, 0, 17, 18, 11)","(10, 3, 5, 12, 7, 14, 5, 6, 14, 4, 7, 20, 16, 5, 5, 6)"
3,8,"(0, 12, 14, 13, 8, 19, 2, 15, 10, 1, 6, 11, 16, 5, 4)","(15, 18, 9, 12, 5, 20, 18, 14, 6, 15, 17, 9, 4, 4, 11)"
3,9,"(7, 11, 5, 0, 19)","(18, 12, 4, 2, 10)"
4,0,"(4, 12, 19, 3, 13)","(7, 14, 2, 11, 8)"
4,1,"(6, 13, 16, 5, 0, 10, 3, 7, 9, 17, 1, 12)","(14, 3, 1, 8, 3, 16, 18, 2, 20, 12, 8, 15)"
4,2,"(13,)","(10,)"
4,3,"(11, 14, 2)","(4, 8, 15)"
4,4,"(10, 18, 17, 5, 11, 0, 4, 2, 19, 13, 16, 6, 14, 7, 8)","(19, 16, 15, 3, 8, 18, 16, 16, 2, 8, 9, 10, 15, 10, 15)"
