kind,task,machine_selectable,process_time,power
0,0,"(9, 4, 7, 3)","(7, 11, 13, 8)","(161, 141, 34, 138)"
0,1,"(5, 8, 1)","(5, 19, 19)","(147, 13, 15)"
0,2,"(6, 8, 2, 0, 1, 5)","(3, 9, 8, 12, 3, 4)","(58, 153, 67, 48, 185, 198)"
0,3,"(1, 7, 4, 6, 5, 8, 2, 0, 9, 3)","(4, 7, 13, 4, 19, 19, 18, 12, 19, 1)","(94, 127, 154, 140, 169, 85, 177, 178, 116, 64)"
0,4,"(9, 4, 5, 8)","(5, 14, 3, 9)","(104, 161, 166, 48)"
0,5,"(2, 5, 1, 9, 3, 4, 8, 6, 0)","(12, 9, 9, 6, 11, 6, 7, 19, 16)","(78, 108, 192, 112, 123, 155, 68, 128, 69)"
0,6,"(4, 8, 1, 0, 5, 2, 3, 6, 9)","(14, 12, 1, 11, 4, 6, 7, 5, 18)","(20, 56, 123, 44, 162, 112, 70, 146, 66)"
0,7,"(2, 3, 0, 6, 9, 8, 7, 1, 4, 5)","(18, 7, 10, 9, 7, 16, 20, 18, 8, 8)","(160, 46, 173, 88, 147, 45, 70, 16, 64, 56)"
0,8,"(8, 1, 3)","(16, 11, 8)","(193, 113, 179)"
0,9,"(2, 5, 9, 8, 1, 3, 4)","(17, 5, 17, 3, 20, 7, 8)","(65, 11, 47, 39, 81, 146, 89)"
1,0,"(1, 7, 6, 4, 0, 2, 8, 5)","(11, 17, 17, 5, 4, 13, 1, 8)","(69, 14, 97, 79, 121, 14, 103, 191)"
1,1,"(2, 4)","(15, 1)","(146, 153)"
1,2,"(6, 5, 1, 3, 0, 8)","(19, 1, 15, 3, 19, 1)","(65, 91, 186, 117, 162, 175)"
1,3,"(9, 5, 7, 2, 0, 1, 3, 8, 6)","(7, 9, 14, 18, 11, 11, 9, 2, 5)","(111, 97, 35, 91, 38, 150, 189, 147, 87)"
1,4,"(9, 3, 8, 1, 6, 4, 7, 2)","(2, 18, 11, 11, 8, 12, 2, 17)","(170, 122, 62, 44, 183, 16, 148, 102)"
1,5,"(9, 1, 8, 6, 7, 4, 3, 0)","(14, 9, 1, 10, 13, 11, 20, 1)","(61, 50, 110, 68, 40, 17, 79, 150)"
1,6,"(4, 3)","(14, 15)","(158, 116)"
1,7,"(3, 4)","(19, 5)","(199, 103)"
2,0,"(5, 7, 8)","(18, 19, 17)","(84, 19, 188)"
2,1,"(0, 3, 1, 7, 5, 2, 9)","(11, 9, 20, 4, 16, 15, 18)","(157, 34, 129, 26, 103, 200, 106)"
2,2,"(4,)","(10,)","(145,)"
2,3,"(1, 8)","(19, 2)","(29, 115)"
2,4,"(6, 4, 0)","(6, 15, 11)","(120, 126, 35)"
2,5,"(8, 6, 2, 7, 0, 5, 4, 1)","(2, 1, 14, 2, 9, 13, 15, 11)","(172, 128, 149, 19, 17, 44, 72, 39)"
2,6,"(9, 6, 7)","(6, 3, 8)","(144, 89, 40)"
2,7,"(5, 1, 2, 3, 4, 7, 8, 9, 6)","(11, 20, 12, 7, 17, 3, 18, 2, 4)","(44, 35, 29, 116, 66, 42, 37, 199, 85)"
2,8,"(7, 6, 4, 3, 2, 8, 1)","(18, 18, 12, 20, 3, 15, 3)","(178, 24, 78, 136, 159, 176, 197)"
3,0,"(3, 5)","(8, 4)","(28, 36)"
3,1,"(5, 0, 6, 8, 9, 2, 7)","(18, 7, 11, 9, 9, 1, 13)","(33, 145, 94, 66, 63, 104, 191)"
3,2,"(0, 2, 5, 8, 6, 3, 7)","(12, 18, 3, 18, 16, 15, 5)","(107, 80, 61, 188, 149, 177, 164)"
3,3,"(7, 6, 2)","(7, 13, 8)","(74, 87, 40)"
3,4,"(7, 2, 6, 5)","(6, 1, 8, 15)","(144, 135, 54, 41)"
3,5,"(8, 0, 9, 5, 6, 3, 4, 1, 7)","(14, 16, 2, 19, 11, 5, 12, 10, 18)","(25, 131, 62, 110, 99, 167, 51, 19, 183)"
3,6,"(7, 4)","(1, 9)","(126, 156)"
3,7,"(8, 9, 0, 2, 4, 6, 1, 7, 5, 3)","(14, 9, 16, 5, 11, 9, 7, 13, 18, 14)","(126, 38, 200, 59, 13, 21, 199, 30, 151, 143)"
4,0,"(3, 7, 2, 8, 5)","(1, 7, 4, 2, 10)","(163, 104, 47, 72, 188)"
