kind,task,machine_selectable,process_time
0,0,"(17, 7)","(10, 18)"
0,1,"(6, 7, 16, 18, 14, 9, 11, 19, 4, 13, 8, 1, 0, 10, 5, 17, 15)","(13, 17, 16, 8, 7, 8, 19, 11, 3, 6, 20, 5, 3, 7, 9, 11, 1)"
0,2,"(10, 15, 7, 14, 18, 5, 8, 3, 16, 2, 4, 0, 13, 17, 6, 19, 1, 11, 12)","(18, 6, 18, 17, 20, 9, 19, 8, 12, 19, 17, 3, 14, 18, 7, 3, 15, 5, 5)"
0,3,"(13, 3, 2, 4, 12, 9, 19, 14, 18, 8, 0, 17, 5, 7, 11, 16, 10, 6)","(4, 20, 1, 8, 12, 19, 9, 11, 7, 3, 17, 5, 14, 13, 7, 1, 2, 15)"
0,4,"(8, 5, 4, 16, 6, 15, 13, 19, 1, 14, 18, 3, 11)","(18, 12, 4, 3, 10, 2, 5, 11, 10, 12, 7, 17, 10)"
0,5,"(1, 3, 0, 13)","(6, 7, 8, 16)"
1,0,"(2, 11, 8, 4, 14, 1, 13)","(2, 1, 15, 13, 4, 5, 1)"
1,1,"(6, 0, 10, 2, 16, 14, 11)","(13, 7, 19, 6, 14, 10, 12)"
1,2,"(2, 18, 12, 6, 15, 17, 10, 8, 5, 4, 1, 16, 3, 11, 7, 14, 9, 0, 19)","(9, 5, 12, 10, 18, 10, 3, 9, 13, 20, 11, 7, 20, 18, 15, 8, 11, 13, 17)"
1,3,"(13, 12, 15, 11, 3, 18, 0, 10, 4, 17, 8, 1)","(9, 9, 4, 6, 12, 12, 1, 3, 5, 17, 16, 14)"
1,4,"(4, 14, 16, 15, 5, 19, 9, 18, 10, 12)","(19, 8, 11, 2, 11, 19, 7, 8, 13, 19)"
2,0,"(19, 14, 12, 7, 8, 2, 10, 15, 3, 6, 13, 9, 5, 17, 16, 4, 11)","(17, 10, 13, 7, 3, 14, 1, 11, 18, 4, 14, 2, 15, 8, 18, 13, 9)"
2,1,"(17, 13, 6, 7, 2, 3, 18, 0)","(2, 1, 11, 10, 4, 16, 11, 8)"
2,2,"(14, 9, 0, 6, 8, 4, 13, 11, 15, 17, 19, 7, 3, 12, 1, 16, 18, 5, 10)","(5, 8, 12, 18, 10, 1, 10, 16, 2, 6, 18, 19, 5, 8, 4, 10, 1, 6, 20)"
2,3,"(8, 11)","(16, 19)"
2,4,"(9, 12, 5, 8, 3, 10, 11, 18, 13, 19, 15, 16, 6, 0, 1, 14)","(6, 12, 1, 14, 16, 10, 11, 13, 19, 1, 18, 14, 17, 16, 5, 17)"
2,5,"(11, 15, 6, 18, 3, 8, 7, 13, 10)","(4, 5, 18, 11, 1, 2, 14, 4, 18)"
3,0,"(8, 18, 14, 2, 12, 19, 17)","(2, 11, 2, 8, 13, 14, 9)"
3,1,"(4, 6)","(18, 15)"
3,2,"(4,)","(11,)"
3,3,"(4, 8, 6, 10, 17, 15, 7, 1, 3, 19, 2, 18, 16, 11)","(3, 17, 9, 8, 7, 1, 18, 16, 19, 15, 4, 19, 16, 20)"
3,4,"(3, 1, 10, 15, 16, 19, 4, 17, 18, 7, 6, 13, 5, 12, 14, 0, 9, 2, 11)","(6, 13, 8, 18, 14, 3, 5, 1, 14, 7, 16, 6, 11, 14, 19, 8, 18, 5, 9)"
3,5,"(1, 13, 8, 7, 17, 2, 11, 10, 0, 6, 9, 5, 18, 16, 19, 14, 12, 3, 15)","(8, 16, 18, 17, 7, 15, 20, 15, 18, 19, 8, 6, 7, 4, 6, 11, 8, 11, 13)"
4,0,"(17,)","(16,)"
4,1,"(11, 19, 14, 3, 9, 0)","(10, 14, 12, 7, 19, 6)"
4,2,"(3, 19, 0, 8, 17, 18, 6, 10, 4, 1, 11, 14, 2, 5, 13, 15)","(7, 9, 2, 3, 11, 4, 13, 15, 10, 18, 7, 15, 19, 4, 3, 5)"
4,3,"(1, 12, 3, 8, 14, 15, 16, 0, 10, 17, 19, 4)","(2, 14, 5, 10, 15, 6, 5, 13, 9, 9, 3, 5)"
4,4,"(12, 10, 9, 7, 4, 17, 19)","(2, 8, 7, 18, 9, 11, 7)"
4,5,"(10, 18, 17, 15)","(13, 19, 12, 14)"
5,0,"(10, 19, 13, 16, 14, 2, 9, 5)","(6, 14, 1, 18, 1, 6, 11, 2)"
5,1,"(15,)","(19,)"
5,2,"(5, 11, 15, 3, 16, 4, 9, 0, 12, 19, 2, 18)","(4, 13, 9, 4, 15, 6, 6, 17, 20, 14, 14, 20)"
5,3,"(13, 6, 17, 4, 12, 15)","(10, 2, 12, 6, 18, 20)"
5,4,"(3,)","(20,)"
5,5,"(1, 2, 17, 19, 14, 12, 9, 16, 10, 8)","(11, 11, 16, 3, 9, 10, 5, 8, 15, 10)"
5,6,"(8, 6, 1, 19, 0, 10, 15, 4, 17, 12, 7, 13, 18)","(11, 1, 13, 4, 12, 5, 3, 14, 8, 15, 9, 17, 3)"
6,0,"(9, 12, 11, 7, 10, 14, 2, 19, 17, 5, 0, 16, 8, 15, 13, 3)","(5, 12, 20, 6, 1, 12, 11, 9, 5, 2, 11, 11, 1, 19, 1, 4)"
6,1,"(2, 14, 1, 9, 0, 3, 18, 16, 15, 10, 7, 11, 6, 8, 5, 12, 13, 4, 17, 19)","(18, 20, 16, 19, 15, 17, 3, 19, 3, 3, 11, 14, 4, 19, 9, 14, 1, 6, 16, 18)"
6,2,"(2, 8, 17, 15, 4, 1, 6, 0, 13, 10, 16, 12)","(16, 16, 16, 11, 3, 15, 19, 20, 17, 13, 8, 10)"
6,3,"(12, 0, 16, 3, 2, 11, 15)","(12, 18, 3, 4, 7, 19, 2)"
6,4,"(8, 3, 6, 7)","(9, 6, 5, 10)"
6,5,"(5, 1, 17, 4, 2, 7, 16, 3, 14, 0, 10)","(5, 8, 16, 8, 10, 13, 15, 20, 1, 2, 17)"
6,6,"(9, 17, 4, 8, 16, 10, 13, 1, 18, 19, 15, 14, 7)","(8, 14, 12, 6, 8, 18, 20, 18, 15, 16, 6, 5, 19)"
6,7,"(0, 19, 13, 18, 15, 8, 1, 5, 10, 6)","(3, 12, 11, 11, 14, 10, 18, 7, 14, 16)"
7,0,"(7, 17)","(16, 14)"
7,1,"(10, 1, 18, 3, 7, 12, 4, 5, 6, 17, 8, 9)","(9, 9, 14, 9, 7, 11, 18, 16, 6, 15, 18, 14)"
7,2,"(14, 0, 12, 17, 1, 11)","(6, 1, 20, 13, 15, 13)"
7,3,"(10,)","(11,)"
7,4,"(13, 7, 15, 18, 12, 5, 6, 8)","(19, 14, 5, 16, 3, 8, 8, 13)"
7,5,"(18, 0)","(18, 2)"
7,6,"(13, 5, 17, 1, 3, 7, 6, 12, 8, 0, 11, 18, 15)","(4, 3, 16, 16, 17, 12, 11, 16, 1, 2, 12, 18, 3)"
7,7,"(9, 3, 5, 19, 1, 12, 15, 7)","(4, 14, 11, 18, 14, 19, 13, 15)"
8,0,"(19,)","(19,)"
8,1,"(3, 9, 1, 4, 18, 2, 13, 8)","(6, 13, 15, 16, 17, 18, 14, 14)"
8,2,"(18,)","(16,)"
8,3,"(2, 7, 18, 17, 3, 14, 11, 0, 4, 13, 5, 12, 15, 6, 8)","(2, 16, 17, 15, 14, 11, 12, 7, 18, 2, 14, 2, 10, 5, 13)"
8,4,"(12, 18, 5, 14, 19, 6, 17)","(5, 14, 18, 10, 10, 5, 20)"
8,5,"(10, 17, 15, 8, 16, 1, 2, 3, 13, 19, 5, 12, 4, 14, 6, 7, 0)","(19, 16, 5, 9, 1, 1, 3, 9, 4, 17, 1, 15, 1, 3, 7, 1, 18)"
8,6,"(15, 12, 0, 9, 11, 19, 8, 13, 14, 16, 4, 7, 5, 18, 3)","(2, 12, 12, 14, 8, 13, 19, 12, 9, 3, 11, 13, 10, 5, 5)"
8,7,"(5, 2, 11, 10, 7, 17, 8, 14, 4)","(1, 12, 4, 4, 3, 6, 12, 18, 20)"
9,0,"(1, 13, 10, 3)","(9, 19, 12, 18)"
9,1,"(7, 13)","(18, 1)"
9,2,"(15, 12, 16, 6)","(4, 6, 17, 13)"
9,3,"(3, 19, 0)","(12, 7, 6)"
9,4,"(19, 11, 18, 8, 14, 17, 3, 6, 13, 9, 4, 5, 1, 7, 0, 2)","(4, 15, 9, 14, 9, 5, 4, 19, 9, 7, 13, 13, 13, 7, 19, 2)"
9,5,"(9, 6, 17)","(19, 16, 9)"
9,6,"(0, 14, 11, 8, 10, 1, 17, 4, 12, 15, 7, 19, 16, 18, 13, 5, 2, 9, 6)","(18, 6, 7, 1, 6, 6, 15, 5, 9, 12, 5, 10, 19, 8, 19, 16, 3, 13, 15)"
10,0,"(5, 2, 13, 9, 10)","(19, 11, 4, 19, 2)"
10,1,"(1, 7, 8, 11, 15)","(17, 9, 1, 4, 13)"
10,2,"(1, 11, 7)","(6, 3, 10)"
10,3,"(4, 1, 6, 9, 14, 16, 15, 3, 17, 19, 18, 2, 7, 5, 10, 13, 0, 12)","(9, 11, 14, 7, 6, 9, 3, 11, 17, 6, 17, 10, 17, 6, 14, 2, 11, 15)"
10,4,"(12, 0, 6, 4, 2, 8, 16, 14, 9, 18)","(12, 4, 2, 17, 7, 7, 8, 13, 7, 18)"
10,5,"(15, 11, 16, 8, 3)","(3, 19, 8, 16, 19)"
