kind,task,machine_selectable,process_time
0,0,"(5, 7, 3, 13, 1, 11, 8, 2, 4, 14, 0, 10, 12, 9)","(10, 6, 9, 7, 3, 8, 14, 4, 15, 17, 6, 9, 19, 8)"
0,1,"(14, 9, 0, 10, 7, 12, 3, 6, 5, 8)","(4, 7, 16, 5, 12, 7, 19, 5, 11, 18)"
0,2,"(8, 9)","(4, 12)"
0,3,"(7, 9, 2, 3, 14, 0, 11, 1, 10, 6, 5, 12, 4)","(18, 19, 12, 20, 3, 13, 20, 16, 7, 8, 6, 4, 19)"
0,4,"(4, 6, 5, 2, 14, 1, 9, 7, 3)","(19, 2, 1, 18, 16, 5, 9, 17, 20)"
0,5,"(5, 14, 8, 3)","(17, 4, 13, 3)"
0,6,"(13, 10, 9, 5, 14, 0, 2, 6, 4, 7)","(6, 1, 8, 10, 19, 16, 16, 11, 17, 20)"
0,7,"(6, 4, 12, 5, 9, 13, 7, 3)","(18, 10, 9, 10, 16, 16, 13, 2)"
0,8,"(11, 13, 2, 4, 14, 3, 0, 7)","(14, 9, 14, 4, 13, 8, 6, 5)"
0,9,"(1, 3, 2, 0, 6, 12, 9, 13, 8, 10, 7, 11, 14)","(10, 7, 8, 1, 6, 1, 4, 6, 19, 12, 15, 19, 6)"
1,0,"(5, 13, 2, 0)","(20, 4, 16, 11)"
1,1,"(8,)","(13,)"
1,2,"(8, 13, 10, 6)","(2, 17, 3, 1)"
1,3,"(4, 6, 2, 9, 3, 13, 8, 7)","(18, 19, 14, 19, 8, 9, 11, 3)"
1,4,"(9, 8, 6, 2, 4)","(18, 1, 13, 14, 15)"
1,5,"(1, 8, 11, 7, 0, 14)","(10, 17, 9, 12, 5, 18)"
1,6,"(9, 5, 2, 14, 0, 13, 4, 10, 8)","(12, 14, 2, 12, 13, 19, 1, 16, 5)"
1,7,"(5, 4, 13, 2, 1, 0, 3, 14)","(7, 6, 6, 11, 20, 14, 18, 12)"
2,0,"(2, 8, 1)","(18, 2, 3)"
2,1,"(4, 1, 5, 9)","(10, 19, 3, 9)"
2,2,"(8, 1, 4, 2, 14)","(11, 11, 4, 13, 7)"
2,3,"(13, 12, 3, 14, 0, 10)","(11, 5, 13, 20, 8, 4)"
2,4,"(12, 9, 14)","(16, 9, 8)"
2,5,"(8, 14, 2, 1, 12, 7, 4, 10, 9, 3, 11)","(14, 4, 19, 3, 15, 18, 19, 5, 2, 14, 16)"
2,6,"(10, 2, 1, 0, 3, 4, 9, 7, 12, 13)","(9, 2, 14, 16, 12, 1, 7, 5, 19, 16)"
2,7,"(0, 3)","(5, 3)"
3,0,"(8, 5, 2, 12, 14, 3, 1)","(11, 12, 17, 13, 12, 4, 12)"
3,1,"(10, 3, 2, 13, 9, 0)","(3, 14, 16, 12, 11, 7)"
3,2,"(3, 2, 14, 8, 1, 4, 11)","(8, 18, 16, 15, 19, 9, 2)"
3,3,"(2, 13)","(18, 6)"
3,4,"(1, 13, 2, 7, 11, 4, 6)","(12, 16, 1, 13, 13, 4, 15)"
3,5,"(6, 2, 3, 13, 14, 9, 7, 0, 1)","(7, 9, 13, 7, 9, 2, 19, 20, 10)"
3,6,"(8, 12, 7, 11, 2, 13, 6)","(17, 8, 16, 17, 3, 14, 12)"
3,7,"(12, 5, 4, 3, 7, 10, 8, 2, 13, 1)","(3, 17, 6, 1, 18, 19, 17, 9, 11, 4)"
3,8,"(8, 12, 7, 14, 1, 0, 3, 11)","(13, 16, 19, 7, 3, 10, 8, 8)"
3,9,"(1, 10, 3, 7, 0, 13, 2, 5, 11, 14, 8, 12, 6, 4, 9)","(12, 6, 16, 8, 13, 10, 18, 9, 8, 4, 10, 10, 15, 8, 12)"
4,0,"(8, 2, 5)","(19, 5, 4)"
4,1,"(12,)","(9,)"
4,2,"(8, 1, 9)","(14, 17, 16)"
4,3,"(1, 2, 11, 3, 14, 6, 5, 4)","(11, 15, 7, 9, 8, 7, 11, 14)"
4,4,"(8, 5, 1, 0, 9, 7)","(2, 18, 10, 9, 17, 3)"
5,0,"(4, 5, 14, 3, 13, 12, 10, 11, 2, 1, 6, 8)","(3, 8, 4, 6, 10, 17, 20, 18, 1, 3, 7, 7)"
5,1,"(8, 11, 3, 9, 1, 6, 10, 13, 14, 2, 7, 4, 0, 12, 5)","(6, 10, 16, 10, 10, 14, 7, 4, 9, 12, 12, 11, 19, 2, 6)"
5,2,"(5, 7, 10, 2, 6, 13, 1, 4, 11, 8, 3, 12, 9, 14, 0)","(2, 4, 17, 20, 1, 1, 19, 9, 14, 14, 10, 5, 18, 4, 12)"
5,3,"(13, 3, 12, 4, 14, 8, 0, 11, 2, 10, 1, 6, 5, 9)","(10, 11, 18, 1, 14, 18, 2, 8, 1, 5, 12, 8, 11, 2)"
5,4,"(1, 11, 0, 7, 5, 2, 14, 4, 13)","(16, 3, 7, 13, 8, 20, 11, 17, 19)"
5,5,"(2, 4, 12, 1, 9)","(20, 19, 17, 8, 18)"
