kind,task,machine_selectable,process_time
0,0,"(10, 2, 7, 5)","(10, 16, 19, 9)"
0,1,"(3, 6, 4, 9, 13, 8, 2, 1, 12)","(3, 6, 2, 4, 7, 11, 6, 12, 7)"
0,2,"(3, 10, 6, 9, 1, 11, 7, 2, 8, 0, 4, 13)","(5, 7, 8, 11, 3, 11, 5, 4, 17, 8, 9, 8)"
0,3,"(14, 1, 7, 8, 9, 4, 0, 5, 6, 12)","(15, 20, 3, 1, 18, 9, 10, 19, 4, 15)"
0,4,"(9, 2, 12, 10, 1, 0, 5, 13, 8, 11, 14, 6, 3, 4, 7)","(4, 16, 8, 5, 16, 15, 19, 12, 5, 1, 9, 1, 14, 17, 2)"
0,5,"(11, 6, 12, 8, 4, 3, 14, 10, 2)","(11, 7, 4, 15, 7, 7, 10, 4, 1)"
0,6,"(13, 9, 8, 4, 3)","(16, 10, 19, 15, 1)"
0,7,"(8, 11, 5, 1, 4)","(6, 8, 9, 18, 17)"
0,8,"(2, 6, 10, 7, 12, 4, 14, 0, 5, 8, 13, 3, 1, 11)","(20, 17, 5, 19, 8, 18, 14, 11, 10, 12, 18, 8, 4, 11)"
1,0,"(4, 13, 7, 1, 11, 10)","(20, 3, 9, 9, 16, 15)"
1,1,"(7, 3, 2, 13, 10, 5, 9, 8, 11, 12, 1, 4, 6)","(13, 11, 11, 7, 6, 10, 8, 19, 16, 1, 11, 19, 12)"
1,2,"(2, 6, 5)","(17, 16, 20)"
1,3,"(12, 2, 13, 10, 8)","(3, 19, 12, 10, 19)"
1,4,"(8, 0)","(2, 11)"
1,5,"(10, 12, 8, 9, 4, 0, 11, 13, 6)","(1, 16, 12, 1, 3, 14, 4, 16, 10)"
1,6,"(11, 13, 10, 6, 8, 7, 5)","(3, 3, 17, 9, 20, 20, 10)"
1,7,"(10, 1)","(5, 17)"
2,0,"(12, 9, 4, 13, 0, 3, 1, 8, 14, 2)","(7, 10, 10, 1, 4, 7, 20, 17, 19, 19)"
2,1,"(12, 4, 7, 0, 14, 2, 11, 13, 9, 10, 3, 5)","(8, 16, 7, 9, 1, 16, 9, 2, 15, 8, 9, 18)"
2,2,"(13, 14, 8, 10, 2)","(6, 4, 17, 16, 14)"
2,3,"(2, 1, 0, 11, 14, 3, 5, 6, 9, 4, 10, 13, 12, 8, 7)","(6, 9, 11, 18, 12, 15, 20, 2, 3, 5, 10, 16, 10, 10, 1)"
2,4,"(6, 9, 7)","(14, 3, 2)"
2,5,"(2, 1, 11, 13, 8, 12, 5, 3, 9, 6, 0, 10)","(19, 13, 5, 11, 16, 3, 12, 8, 7, 5, 17, 19)"
2,6,"(10, 14, 2, 5, 13, 1, 0, 8, 6, 9, 11, 12, 4, 3)","(5, 10, 3, 14, 14, 10, 7, 5, 20, 5, 3, 19, 17, 9)"
2,7,"(8, 5, 12, 9, 7, 6, 10)","(16, 19, 16, 2, 15, 10, 2)"
2,8,"(1, 12, 9, 14, 10, 13, 5)","(7, 17, 9, 4, 3, 11, 4)"
3,0,"(1, 0, 9, 2, 11, 7, 10)","(9, 11, 3, 10, 17, 4, 11)"
3,1,"(5, 14, 6, 7, 8, 13, 9, 2, 1, 10, 4, 11)","(3, 9, 17, 6, 7, 18, 12, 4, 1, 14, 13, 5)"
3,2,"(2, 1, 0, 7, 4, 9, 11, 3, 10, 6, 8, 14, 13)","(13, 13, 19, 4, 5, 19, 4, 10, 17, 5, 2, 20, 2)"
3,3,"(7, 13)","(12, 12)"
3,4,"(12, 8, 0, 14, 3, 1, 7, 13, 4, 2, 6)","(19, 3, 8, 16, 5, 18, 13, 3, 12, 13, 7)"
3,5,"(4, 5, 9, 2, 8, 3, 14, 0, 12, 11, 13)","(10, 15, 17, 11, 20, 10, 9, 4, 4, 7, 14)"
3,6,"(13, 5)","(6, 6)"
3,7,"(0, 2, 14, 3, 12, 8, 10, 11, 13, 5, 4, 7, 1, 6, 9)","(10, 15, 7, 4, 15, 14, 10, 8, 11, 8, 8, 16, 5, 18, 6)"
4,0,"(4, 8, 7, 5, 12, 11, 1, 6, 2, 14, 10)","(20, 7, 12, 13, 10, 18, 17, 6, 7, 8, 16)"
4,1,"(3, 9, 10, 0, 1, 14, 7, 11, 5, 2, 12, 8, 13)","(7, 8, 20, 3, 18, 19, 16, 13, 16, 15, 8, 1, 19)"
4,2,"(10, 8, 9, 12, 3, 7, 4, 5, 11, 0)","(12, 9, 6, 9, 20, 13, 4, 9, 8, 14)"
4,3,"(7, 9, 11, 14, 6, 2, 8, 0, 12, 1, 4, 3, 5)","(10, 17, 9, 19, 1, 9, 12, 12, 2, 4, 13, 13, 12)"
4,4,"(4,)","(9,)"
4,5,"(2, 9, 10, 5, 3, 4, 0, 12, 13, 6)","(6, 1, 7, 14, 8, 11, 3, 3, 8, 12)"
4,6,"(1, 8, 4, 13, 3, 14, 11, 10, 5, 7, 2, 6)","(4, 17, 6, 15, 15, 12, 13, 2, 6, 10, 2, 5)"
4,7,"(2, 1, 0, 13, 7, 12, 3, 4, 5, 11, 8, 14, 10)","(15, 14, 18, 6, 8, 18, 14, 13, 2, 6, 1, 19, 9)"
4,8,"(4, 5)","(4, 17)"
5,0,"(8, 6, 9)","(14, 3, 9)"
5,1,"(7, 11, 13, 12, 8, 5, 10, 1, 6, 3, 0, 9, 4, 2)","(18, 17, 8, 14, 1, 4, 19, 11, 4, 10, 12, 4, 4, 12)"
5,2,"(2, 5, 13, 9, 6, 10, 11, 12, 14, 1, 3, 8, 0, 7, 4)","(1, 9, 3, 20, 3, 8, 13, 7, 6, 19, 8, 11, 3, 6, 10)"
5,3,"(13, 10, 8, 1, 4, 12, 3, 0, 2, 5, 6, 7, 11, 14)","(20, 1, 2, 16, 5, 5, 3, 12, 6, 4, 5, 19, 12, 7)"
5,4,"(3, 0, 2, 7, 11, 4)","(19, 2, 2, 10, 3, 11)"
5,5,"(9, 2, 0, 11, 10, 1, 13)","(6, 16, 14, 10, 9, 10, 3)"
5,6,"(6, 9, 5, 10, 7, 11, 2, 1, 0)","(16, 12, 17, 11, 10, 1, 4, 2, 20)"
5,7,"(3, 5, 11, 4, 10, 6, 14, 2, 8)","(15, 14, 20, 16, 12, 5, 20, 10, 15)"
6,0,"(13, 1, 7, 11, 14, 5, 0, 8, 3)","(4, 17, 19, 13, 12, 9, 19, 18, 17)"
6,1,"(8, 1)","(18, 13)"
6,2,"(7, 0, 14, 1, 8, 6, 3, 2, 13, 9, 5, 10, 12, 11)","(11, 18, 15, 6, 17, 4, 18, 1, 4, 5, 3, 13, 7, 6)"
6,3,"(14, 6)","(18, 1)"
6,4,"(5, 8, 9, 4, 7, 0, 13, 3, 1)","(10, 6, 11, 11, 18, 8, 9, 13, 9)"
6,5,"(14, 2, 10, 13, 4, 5, 0, 6, 9, 11, 8, 3, 12, 1)","(9, 12, 6, 10, 9, 2, 11, 14, 1, 1, 20, 3, 4, 13)"
6,6,"(1, 5, 8)","(9, 20, 12)"
6,7,"(6, 12, 7, 5, 11, 14, 10, 0, 9, 2, 1, 8)","(20, 7, 14, 18, 11, 19, 1, 5, 14, 12, 14, 7)"
6,8,"(1, 7, 4, 3, 14, 10, 9, 12, 5, 2, 0, 6, 11)","(2, 3, 11, 13, 16, 16, 20, 16, 5, 7, 6, 17, 8)"
7,0,"(0, 7, 1, 13, 11, 9)","(13, 18, 2, 20, 7, 12)"
7,1,"(5, 7)","(4, 6)"
7,2,"(1, 13, 5, 3, 11, 2, 0, 4, 6, 8, 12, 14, 10, 7, 9)","(5, 16, 2, 10, 17, 13, 19, 8, 20, 7, 16, 5, 18, 8, 19)"
7,3,"(10,)","(7,)"
7,4,"(6, 8, 5, 1, 2, 14, 12, 7, 10, 3, 9)","(8, 6, 13, 13, 17, 11, 19, 7, 19, 1, 9)"
8,0,"(9, 8, 11, 3, 4, 10, 12, 6, 0, 2, 1, 13)","(11, 20, 4, 13, 18, 20, 3, 17, 9, 4, 9, 19)"
8,1,"(2, 1, 6, 4, 9, 12, 11, 8, 13, 3, 0, 14, 7, 5, 10)","(18, 18, 7, 14, 9, 8, 3, 5, 19, 3, 11, 20, 12, 4, 16)"
8,2,"(8, 10, 5, 11, 7)","(11, 9, 19, 14, 10)"
8,3,"(8, 5)","(12, 13)"
8,4,"(6, 7, 4, 11, 2, 9, 13, 5, 1)","(5, 6, 20, 13, 5, 10, 13, 1, 7)"
9,0,"(1, 3, 13, 10, 8, 0, 14, 7, 12, 11)","(7, 8, 17, 18, 14, 9, 9, 13, 13, 17)"
9,1,"(5, 0, 13, 11, 4)","(9, 14, 4, 10, 4)"
9,2,"(10, 8, 0, 1, 12, 13, 2, 14, 5, 9, 3)","(19, 1, 15, 3, 16, 13, 19, 20, 1, 16, 17)"
9,3,"(6, 2, 14)","(1, 13, 13)"
9,4,"(9, 6, 7, 12, 11, 2, 4, 3, 8, 14)","(1, 8, 14, 15, 19, 20, 8, 16, 5, 3)"
10,0,"(3, 6, 13, 8)","(19, 4, 20, 5)"
10,1,"(6,)","(20,)"
10,2,"(9, 11, 4, 8, 10, 5, 2, 14, 7, 0, 12)","(20, 20, 14, 8, 10, 12, 1, 2, 8, 9, 5)"
10,3,"(5, 0, 12, 13, 14, 2, 7)","(2, 4, 6, 15, 12, 16, 15)"
10,4,"(2, 12, 3, 9, 13, 4, 11, 7, 5, 6)","(12, 3, 16, 3, 1, 11, 18, 4, 20, 10)"
10,5,"(2, 13, 7)","(9, 6, 14)"
10,6,"(8, 14, 10, 5, 0, 4, 9, 6, 3)","(2, 11, 20, 17, 12, 10, 7, 14, 20)"
10,7,"(12,)","(5,)"
10,8,"(7, 11, 12, 10, 4, 1, 5, 9, 14, 2, 8, 3, 13, 6, 0)","(13, 12, 15, 5, 5, 3, 16, 11, 9, 13, 18, 16, 2, 4, 9)"
10,9,"(0,)","(13,)"
