kind,task,machine_selectable,process_time
0,0,"(5, 1, 0, 8, 7, 9)","(17, 10, 12, 9, 14, 7)"
0,1,"(0, 1, 7)","(10, 8, 3)"
0,2,"(8, 3, 0, 2, 5, 7)","(5, 11, 17, 8, 10, 12)"
0,3,"(3, 7, 0, 6)","(6, 3, 12, 14)"
0,4,"(4, 0, 5, 6, 8, 1, 3, 7, 9)","(15, 8, 2, 3, 15, 5, 1, 1, 3)"
0,5,"(6, 5, 0, 7, 8)","(6, 1, 13, 17, 14)"
1,0,"(6, 3, 0, 5, 8, 1)","(20, 20, 3, 18, 5, 4)"
1,1,"(1, 7, 9)","(20, 19, 4)"
1,2,"(2, 0, 3, 9, 1)","(2, 17, 18, 16, 8)"
1,3,"(5, 2, 6)","(5, 13, 8)"
1,4,"(9, 6, 8, 3, 5, 1, 7, 2)","(18, 17, 2, 9, 9, 20, 2, 9)"
1,5,"(5, 8)","(6, 13)"
1,6,"(3, 4, 2, 0, 8)","(7, 16, 3, 1, 17)"
1,7,"(8, 3, 5, 0, 6, 1, 9, 7, 2, 4)","(14, 2, 9, 15, 17, 12, 15, 3, 11, 12)"
2,0,"(4, 5, 3)","(5, 14, 8)"
2,1,"(2, 5, 9, 0, 1, 8)","(8, 20, 11, 16, 3, 8)"
2,2,"(4, 3, 9, 8)","(16, 7, 4, 12)"
2,3,"(3, 8, 4, 6, 5, 2, 1, 9, 7)","(7, 2, 15, 10, 4, 5, 17, 3, 5)"
2,4,"(4,)","(2,)"
2,5,"(1, 8)","(13, 18)"
2,6,"(4, 3, 0, 5, 8, 2, 1, 7, 9, 6)","(18, 17, 4, 3, 12, 4, 20, 12, 5, 17)"
2,7,"(2, 6, 8, 7, 1, 9, 4)","(18, 1, 3, 20, 4, 5, 15)"
3,0,"(2, 0, 6, 7)","(8, 10, 14, 18)"
3,1,"(7, 5, 0, 2, 9, 6, 8, 3)","(14, 16, 1, 1, 4, 1, 4, 12)"
3,2,"(4, 5, 3, 9, 6, 2)","(6, 1, 20, 3, 7, 5)"
3,3,"(6, 3, 5)","(12, 4, 18)"
3,4,"(8, 2, 5, 6)","(8, 20, 10, 4)"
3,5,"(0, 6, 9, 8, 2, 1, 5, 3, 7, 4)","(17, 17, 7, 5, 2, 17, 5, 13, 13, 7)"
3,6,"(6, 0, 8, 9, 7, 3, 2, 4)","(1, 1, 6, 16, 2, 17, 17, 16)"
3,7,"(6, 2, 5, 4)","(1, 8, 17, 8)"
3,8,"(7, 2, 5, 3, 0, 9, 6, 8, 4)","(6, 16, 10, 19, 5, 15, 5, 1, 16)"
3,9,"(7, 5, 8, 1, 6, 3, 2, 4, 0, 9)","(6, 13, 2, 20, 13, 5, 13, 10, 2, 6)"
4,0,"(9, 2, 8, 4, 6, 5, 7, 0)","(17, 9, 6, 10, 6, 5, 12, 6)"
4,1,"(4, 5, 7, 1)","(17, 16, 15, 17)"
4,2,"(7, 0, 5)","(1, 1, 16)"
4,3,"(1, 3, 5, 2, 0, 8, 9)","(6, 14, 8, 1, 17, 20, 14)"
4,4,"(3, 1, 4, 9, 6)","(8, 18, 1, 10, 5)"
4,5,"(3, 0)","(9, 16)"
4,6,"(1, 3, 0)","(15, 10, 19)"
4,7,"(2, 8)","(16, 18)"
4,8,"(5, 0, 6, 8)","(13, 7, 17, 10)"
