kind,task,machine_selectable,process_time
0,0,"(3, 0, 2, 5, 8, 1)","(15, 17, 1, 15, 16, 10)"
0,1,"(7, 3, 9, 1, 0, 8)","(6, 16, 17, 6, 17, 3)"
0,2,"(0, 14, 8, 11)","(11, 20, 20, 3)"
0,3,"(7, 4, 13, 1, 10, 9, 6)","(1, 12, 10, 8, 10, 20, 9)"
0,4,"(14, 8, 3)","(20, 18, 7)"
0,5,"(10, 7, 5, 8, 12, 6, 14, 2, 0, 9, 11, 3, 1)","(15, 3, 15, 19, 19, 1, 20, 3, 13, 7, 6, 13, 16)"
0,6,"(3, 9, 14, 13, 2, 11, 12, 6, 5, 8, 10, 4, 0)","(6, 18, 16, 17, 18, 18, 10, 9, 13, 14, 9, 16, 9)"
0,7,"(6, 4, 9, 11, 0, 10, 8, 1, 12, 3, 2, 5, 13, 14)","(9, 2, 6, 8, 20, 2, 18, 20, 15, 15, 17, 18, 19, 16)"
0,8,"(1, 12, 11, 6, 7, 0, 2, 4)","(15, 5, 7, 8, 17, 13, 19, 17)"
0,9,"(3, 10, 4, 8, 13, 11, 6, 12, 0, 1, 7)","(9, 13, 4, 9, 10, 12, 5, 5, 8, 4, 19)"
1,0,"(9, 12, 3)","(14, 12, 13)"
1,1,"(13, 6, 7, 2, 4, 11, 10, 8)","(9, 8, 6, 14, 20, 8, 12, 2)"
1,2,"(10, 14, 3, 4, 9, 1, 7)","(14, 6, 9, 17, 20, 9, 11)"
1,3,"(11, 14, 7, 10, 6)","(12, 3, 1, 2, 11)"
1,4,"(8, 1, 11, 6, 12, 7, 13, 2, 4, 3, 0, 10)","(14, 4, 13, 2, 12, 1, 2, 3, 16, 20, 9, 15)"
1,5,"(8, 7, 1)","(11, 18, 18)"
1,6,"(8, 5, 13, 1, 9, 3, 14, 10)","(20, 7, 14, 20, 12, 16, 13, 10)"
1,7,"(4, 8, 6, 1, 10, 11, 3, 7, 12)","(4, 15, 10, 20, 5, 6, 5, 10, 12)"
1,8,"(2, 7)","(13, 1)"
1,9,"(3, 2, 5, 10, 1, 6)","(19, 3, 8, 4, 10, 7)"
2,0,"(0, 7, 8, 1, 12, 6, 10, 13, 4, 14, 9, 5, 3)","(3, 1, 3, 3, 13, 13, 3, 16, 14, 3, 6, 4, 9)"
2,1,"(13, 8, 12)","(17, 4, 3)"
2,2,"(4, 3, 0, 2, 6, 9, 14, 1, 11, 5, 12, 7, 10, 8, 13)","(20, 20, 20, 16, 19, 7, 9, 13, 19, 5, 7, 20, 12, 5, 8)"
2,3,"(2, 13, 10, 5, 7, 14, 11, 0, 8, 9)","(6, 3, 14, 15, 15, 16, 10, 2, 1, 3)"
2,4,"(12, 4, 0)","(9, 11, 17)"
