kind,task,machine_selectable,process_time,power
0,0,"(2,)","(11,)","(86,)"
0,1,"(7, 8, 0)","(14, 5, 5)","(82, 153, 39)"
0,2,"(2,)","(3,)","(60,)"
0,3,"(6, 1, 0, 5, 2, 9, 8, 3, 4, 7)","(13, 11, 3, 13, 7, 19, 15, 3, 8, 15)","(38, 160, 171, 178, 172, 84, 53, 94, 158, 82)"
0,4,"(4, 0, 5, 3, 2)","(13, 14, 14, 8, 13)","(182, 67, 178, 126, 199)"
0,5,"(8, 7)","(11, 17)","(169, 54)"
0,6,"(7, 5, 9, 1, 2)","(14, 18, 20, 3, 17)","(182, 59, 97, 109, 196)"
1,0,"(2, 3, 6, 1, 5)","(17, 15, 8, 11, 7)","(145, 89, 125, 177, 119)"
1,1,"(8,)","(10,)","(191,)"
1,2,"(4, 1, 8, 6, 9, 2)","(5, 4, 2, 8, 13, 11)","(144, 144, 189, 166, 48, 113)"
1,3,"(6, 4)","(14, 7)","(156, 116)"
1,4,"(0, 1, 9, 3)","(12, 7, 6, 7)","(47, 119, 153, 178)"
1,5,"(3, 2, 1, 5, 6, 4, 0, 7)","(1, 10, 3, 12, 15, 7, 3, 8)","(132, 85, 188, 11, 113, 44, 188, 35)"
2,0,"(9, 4, 8, 0)","(9, 6, 16, 17)","(74, 130, 88, 187)"
2,1,"(9, 2, 3)","(17, 9, 12)","(68, 93, 164)"
2,2,"(3, 1)","(12, 16)","(79, 171)"
2,3,"(0, 5, 6, 2, 4, 3, 9, 7, 8)","(18, 6, 8, 10, 19, 6, 5, 1, 7)","(82, 68, 132, 196, 146, 144, 19, 64, 153)"
2,4,"(6, 9, 5, 8, 1, 4, 7)","(13, 18, 2, 20, 18, 3, 3)","(126, 174, 10, 121, 150, 23, 30)"
2,5,"(5, 9, 0, 4, 6)","(9, 14, 16, 14, 11)","(104, 152, 140, 139, 12)"
2,6,"(0, 8, 5, 2, 9, 7, 3, 6, 1, 4)","(7, 7, 6, 5, 5, 14, 14, 9, 15, 15)","(160, 45, 180, 156, 36, 10, 111, 18, 99, 121)"
2,7,"(5,)","(18,)","(51,)"
2,8,"(2, 5, 4, 8, 3)","(9, 5, 4, 10, 6)","(24, 178, 161, 57, 142)"
2,9,"(1, 9)","(8, 13)","(114, 104)"
3,0,"(8, 2, 6, 4, 1, 3)","(11, 1, 2, 1, 2, 12)","(51, 120, 98, 46, 109, 44)"
3,1,"(2, 6, 0, 5, 9, 4, 7)","(3, 3, 12, 18, 19, 18, 12)","(187, 147, 122, 71, 169, 179, 57)"
3,2,"(1, 4, 5, 3, 7, 9, 0, 8, 6)","(8, 14, 16, 13, 13, 12, 18, 15, 9)","(104, 80, 95, 163, 37, 91, 196, 151, 22)"
3,3,"(3, 4)","(3, 12)","(72, 55)"
3,4,"(9, 4, 5, 6, 1)","(20, 8, 16, 20, 12)","(10, 107, 176, 38, 57)"
3,5,"(3, 0, 4, 6, 7, 8, 9, 2)","(7, 9, 14, 19, 4, 17, 12, 20)","(39, 68, 191, 87, 29, 62, 93, 16)"
3,6,"(2, 9, 5, 8, 7, 1, 0)","(16, 10, 1, 14, 15, 20, 4)","(143, 120, 116, 42, 115, 36, 98)"
3,7,"(1, 3, 9, 6, 4, 2, 5, 8, 0, 7)","(16, 13, 3, 6, 1, 13, 14, 7, 11, 9)","(26, 23, 30, 178, 120, 103, 11, 190, 105, 72)"
3,8,"(6, 0, 4)","(4, 9, 3)","(48, 104, 156)"
3,9,"(3, 0, 1, 2, 4, 8, 7, 9, 5, 6)","(14, 17, 8, 20, 3, 20, 3, 18, 11, 3)","(40, 57, 101, 42, 71, 144, 31, 164, 45, 166)"
4,0,"(1, 5, 2, 6, 8, 7, 4)","(4, 12, 18, 8, 1, 16, 14)","(178, 99, 178, 99, 72, 95, 200)"
4,1,"(5, 1)","(14, 9)","(138, 102)"
4,2,"(2, 6)","(20, 20)","(53, 155)"
4,3,"(8,)","(13,)","(149,)"
4,4,"(5,)","(17,)","(185,)"
5,0,"(0, 5, 2, 4)","(9, 4, 13, 19)","(153, 133, 42, 150)"
5,1,"(5, 1, 4, 9, 8, 6, 7, 2, 3)","(12, 13, 2, 7, 20, 8, 10, 14, 13)","(38, 187, 82, 20, 114, 142, 23, 46, 56)"
5,2,"(4, 0, 3)","(1, 11, 8)","(50, 13, 185)"
5,3,"(5, 0, 9, 4, 8, 3, 7, 2, 6, 1)","(9, 10, 6, 5, 6, 7, 6, 4, 15, 2)","(50, 27, 126, 117, 101, 119, 24, 90, 149, 39)"
5,4,"(0, 4, 9, 7, 3)","(5, 13, 1, 19, 12)","(35, 51, 24, 149, 117)"
5,5,"(6, 2, 8, 7, 0, 5, 1)","(17, 8, 5, 2, 13, 20, 3)","(97, 34, 132, 196, 170, 17, 78)"
5,6,"(0, 8, 4)","(9, 17, 1)","(40, 66, 92)"
5,7,"(1, 4, 2, 8, 5, 7, 3, 9)","(8, 13, 5, 15, 6, 17, 8, 12)","(120, 89, 35, 194, 94, 17, 176, 83)"
5,8,"(8,)","(5,)","(95,)"
6,0,"(1, 2, 0)","(14, 20, 17)","(109, 72, 49)"
6,1,"(5, 1, 9, 4)","(19, 2, 8, 1)","(141, 132, 132, 143)"
6,2,"(9, 2, 1)","(13, 20, 6)","(137, 137, 133)"
6,3,"(8, 1)","(5, 14)","(66, 137)"
6,4,"(2, 1)","(1, 6)","(185, 47)"
6,5,"(3, 0, 8, 9, 2, 1, 7, 4)","(1, 17, 10, 2, 4, 13, 1, 4)","(185, 24, 74, 190, 53, 148, 30, 173)"
6,6,"(7, 8, 0, 3, 6, 9)","(3, 6, 15, 13, 16, 10)","(121, 43, 116, 119, 13, 66)"
6,7,"(6, 5, 8, 7, 1)","(14, 16, 4, 16, 12)","(108, 29, 22, 194, 110)"
6,8,"(6, 7, 8, 5, 4, 2, 3, 9)","(8, 3, 16, 12, 13, 5, 16, 3)","(190, 76, 113, 137, 105, 53, 18, 56)"
6,9,"(3, 4, 7)","(10, 8, 18)","(39, 112, 23)"
