kind,task,machine_selectable,process_time,power
0,0,"(3, 2, 6, 12, 1, 5, 13, 7, 4)","(20, 8, 18, 15, 19, 10, 15, 15, 17)","(139, 116, 100, 154, 154, 107, 47, 174, 77)"
0,1,"(11, 7, 5, 12, 3, 13, 14, 4, 9, 2, 8, 0, 6, 1)","(13, 13, 11, 17, 19, 14, 2, 15, 19, 9, 5, 5, 3, 20)","(108, 197, 194, 106, 180, 81, 101, 125, 50, 140, 92, 15, 154, 189)"
0,2,"(7, 8, 4, 10, 0, 2, 14, 5, 13, 11, 9, 6, 12, 3)","(15, 14, 15, 16, 19, 13, 5, 17, 20, 14, 19, 12, 13, 18)","(39, 195, 20, 104, 193, 121, 25, 117, 109, 38, 173, 97, 107, 27)"
0,3,"(11, 9)","(7, 7)","(136, 81)"
0,4,"(11, 7, 6, 14, 12, 4, 2, 0)","(6, 10, 14, 16, 17, 14, 15, 5)","(41, 56, 122, 53, 90, 116, 78, 19)"
1,0,"(5, 14, 6, 13, 11, 1)","(20, 9, 3, 19, 18, 16)","(24, 177, 39, 28, 192, 140)"
1,1,"(14, 13, 1, 8, 9, 5, 0, 12, 6, 4, 3, 2, 10)","(8, 12, 19, 15, 7, 11, 12, 13, 18, 3, 4, 4, 19)","(160, 188, 172, 78, 26, 39, 44, 83, 143, 100, 53, 74, 162)"
1,2,"(12, 2, 7)","(11, 14, 4)","(157, 91, 39)"
1,3,"(12, 14, 4, 13, 8, 0, 6, 2, 3, 10, 1, 5, 11, 7)","(7, 18, 19, 11, 20, 10, 17, 14, 20, 19, 2, 13, 9, 13)","(58, 158, 110, 54, 26, 42, 95, 77, 14, 16, 22, 79, 132, 160)"
1,4,"(13, 12, 2, 10, 1, 6)","(18, 2, 8, 15, 15, 16)","(167, 21, 191, 60, 84, 54)"
1,5,"(13, 6, 5, 1, 8, 9, 12, 2, 4)","(17, 10, 8, 18, 13, 19, 17, 12, 19)","(70, 124, 172, 109, 94, 165, 33, 12, 39)"
1,6,"(6, 0, 3, 9, 8, 7, 10, 4, 12, 2, 1, 5)","(8, 14, 9, 14, 6, 17, 6, 10, 13, 6, 19, 19)","(147, 18, 131, 101, 20, 139, 51, 21, 176, 72, 185, 114)"
1,7,"(5, 6, 9, 2)","(2, 13, 4, 2)","(86, 155, 106, 29)"
2,0,"(4, 11, 8, 2, 12, 1, 10)","(11, 2, 9, 10, 2, 8, 10)","(120, 91, 42, 102, 90, 170, 186)"
2,1,"(7, 1, 6, 11, 4, 13, 12, 2, 3, 10, 0, 8, 5)","(2, 17, 6, 9, 13, 16, 1, 10, 12, 15, 3, 1, 16)","(132, 155, 145, 33, 30, 182, 132, 107, 165, 161, 135, 140, 117)"
