kind,task,machine_selectable,process_time,power
0,0,"(3, 15, 14, 6, 7, 11, 17, 12, 2, 8)","(18, 1, 12, 6, 4, 8, 16, 13, 3, 8)","(101, 55, 80, 192, 176, 193, 90, 73, 132, 33)"
0,1,"(10, 4, 12, 8, 18, 16, 15, 13, 6, 5, 1, 3, 19, 14, 9, 0)","(7, 10, 20, 6, 19, 7, 3, 1, 12, 12, 6, 8, 16, 12, 11, 20)","(19, 146, 105, 114, 155, 185, 172, 141, 112, 200, 74, 66, 16, 64, 100, 23)"
0,2,"(1, 18, 13, 19)","(9, 9, 15, 14)","(77, 72, 27, 186)"
0,3,"(18, 17, 6, 0, 1, 9, 13, 10, 14, 7, 12, 4, 11, 8, 3, 16, 15)","(12, 19, 2, 2, 5, 10, 14, 12, 5, 15, 9, 19, 13, 10, 6, 13, 18)","(100, 74, 36, 66, 35, 193, 137, 19, 186, 193, 60, 161, 47, 82, 132, 194, 86)"
0,4,"(16, 0, 11, 10, 18, 4, 9, 7, 17, 1)","(4, 7, 12, 20, 6, 12, 18, 10, 17, 8)","(44, 125, 88, 174, 118, 193, 78, 55, 86, 86)"
0,5,"(17, 8, 14, 13, 0, 1, 11, 5, 18, 7, 19, 16, 2, 6, 12, 10, 3, 4, 9, 15)","(6, 16, 8, 16, 19, 20, 9, 5, 2, 20, 1, 10, 12, 20, 14, 9, 16, 3, 6, 1)","(185, 98, 174, 56, 151, 107, 139, 158, 110, 70, 171, 52, 183, 151, 148, 142, 172, 136, 170, 188)"
0,6,"(11, 4, 8, 7, 16, 9, 10, 12, 14, 15, 0, 6)","(9, 1, 20, 5, 4, 3, 18, 7, 16, 16, 1, 17)","(53, 116, 196, 200, 15, 198, 189, 67, 147, 86, 85, 148)"
0,7,"(7, 6)","(12, 18)","(97, 178)"
1,0,"(11, 0, 18, 7, 2, 19, 8, 17, 12, 3, 6)","(19, 10, 3, 13, 14, 3, 17, 2, 11, 20, 7)","(182, 80, 64, 153, 109, 38, 80, 158, 93, 31, 139)"
1,1,"(3, 11, 8, 15, 17)","(14, 18, 7, 19, 14)","(148, 136, 59, 109, 18)"
1,2,"(8, 0, 12, 9, 1, 17, 7, 15, 4, 16)","(15, 13, 4, 2, 19, 12, 15, 12, 7, 5)","(173, 165, 112, 120, 27, 71, 86, 58, 64, 153)"
1,3,"(1, 13, 15, 18, 11, 10, 6, 3, 9, 16, 17, 8, 0, 5, 12, 4, 7)","(5, 11, 2, 7, 20, 17, 18, 6, 18, 6, 9, 1, 2, 11, 14, 6, 8)","(51, 162, 164, 182, 78, 13, 184, 85, 136, 18, 197, 104, 187, 45, 130, 13, 118)"
1,4,"(7, 0, 6, 1, 12, 5, 2, 17, 11, 13, 10, 19, 14, 16, 15, 18)","(3, 10, 2, 15, 7, 6, 4, 17, 1, 6, 5, 10, 18, 18, 10, 13)","(187, 164, 124, 178, 13, 186, 77, 159, 144, 196, 89, 119, 102, 126, 182, 193)"
1,5,"(3, 16, 9, 6, 8, 18, 7, 1, 13)","(15, 18, 15, 4, 14, 8, 6, 10, 1)","(192, 10, 192, 150, 50, 73, 55, 110, 93)"
2,0,"(10, 11, 4, 5, 1, 7, 13, 3, 16, 14, 6)","(8, 17, 7, 4, 7, 7, 16, 16, 11, 7, 2)","(185, 90, 195, 101, 152, 133, 64, 161, 84, 55, 56)"
2,1,"(6, 0, 12, 7, 14, 3, 8)","(4, 13, 20, 1, 15, 12, 18)","(43, 113, 34, 125, 79, 166, 193)"
2,2,"(16, 18, 12, 17, 11, 10, 13, 19)","(9, 10, 10, 3, 1, 2, 17, 16)","(81, 60, 130, 154, 125, 93, 65, 48)"
2,3,"(14, 15, 16, 12, 5, 6, 11, 18, 10, 17, 19, 9, 1)","(4, 11, 7, 12, 17, 14, 4, 6, 15, 19, 5, 15, 11)","(97, 109, 163, 171, 181, 101, 154, 186, 149, 152, 185, 28, 177)"
2,4,"(0, 18, 19, 12, 5, 3, 15, 7, 10, 17, 4, 8, 11, 16)","(20, 6, 4, 18, 11, 5, 17, 12, 8, 15, 3, 18, 8, 20)","(129, 191, 21, 48, 82, 134, 131, 59, 88, 178, 174, 168, 109, 80)"
2,5,"(9, 11, 4, 5, 19, 15, 18, 12, 1)","(15, 4, 9, 3, 11, 10, 3, 10, 1)","(190, 151, 98, 28, 181, 159, 116, 132, 73)"
2,6,"(0, 10, 1, 14, 19, 11, 18, 7, 12, 17)","(6, 9, 1, 14, 6, 10, 2, 8, 11, 4)","(197, 199, 64, 102, 183, 119, 131, 104, 111, 94)"
2,7,"(8, 1, 17, 7, 3)","(9, 19, 12, 6, 11)","(46, 181, 150, 89, 55)"
2,8,"(12, 10, 16, 19, 3, 15, 6, 2, 17, 5, 1, 11, 13, 4, 9, 14, 7, 18, 0, 8)","(2, 8, 11, 7, 19, 8, 5, 10, 3, 17, 17, 20, 3, 10, 19, 1, 3, 12, 1, 20)","(50, 34, 71, 22, 110, 96, 37, 112, 149, 56, 49, 125, 31, 166, 188, 44, 27, 199, 90, 53)"
3,0,"(15, 19, 12, 11, 3, 0, 13, 4, 18, 6, 9, 16, 14, 5)","(14, 3, 11, 16, 6, 9, 14, 16, 18, 13, 14, 16, 13, 4)","(132, 180, 141, 95, 165, 144, 97, 10, 28, 55, 169, 44, 161, 91)"
