kind,task,machine_selectable,process_time,power
0,0,"(0, 11, 10, 14, 8)","(8, 4, 19, 13, 17)","(144, 28, 181, 46, 34)"
0,1,"(8, 7, 2, 14, 0, 9, 1, 3, 12, 11, 10, 13)","(19, 8, 20, 12, 3, 9, 13, 3, 12, 6, 4, 3)","(180, 172, 27, 82, 86, 119, 123, 138, 185, 156, 47, 187)"
0,2,"(5, 6, 14)","(16, 11, 6)","(93, 172, 136)"
0,3,"(1, 11)","(20, 12)","(182, 110)"
0,4,"(2, 8, 6, 9, 11, 0, 7, 1, 12, 13, 3, 10, 4, 5)","(9, 11, 13, 2, 20, 3, 7, 5, 8, 20, 9, 13, 15, 20)","(105, 185, 118, 116, 151, 132, 84, 19, 173, 128, 153, 197, 55, 198)"
0,5,"(13, 10, 4, 1, 7, 8, 14, 2, 0)","(14, 20, 4, 1, 13, 1, 13, 9, 3)","(88, 73, 13, 133, 99, 12, 70, 56, 181)"
0,6,"(11, 12, 2, 7, 10, 3)","(13, 9, 19, 2, 9, 18)","(30, 122, 73, 154, 14, 81)"
0,7,"(4, 2, 0, 1, 3, 14, 10, 8, 5, 12, 13, 6, 11)","(17, 1, 18, 9, 16, 1, 8, 14, 20, 19, 11, 15, 13)","(156, 15, 68, 81, 16, 74, 62, 47, 110, 153, 78, 191, 191)"
1,0,"(12,)","(6,)","(60,)"
1,1,"(6, 10, 2, 7, 0, 9)","(2, 13, 16, 14, 17, 6)","(159, 162, 112, 72, 110, 82)"
1,2,"(2, 8, 5)","(18, 11, 4)","(76, 181, 50)"
1,3,"(5, 8, 10)","(6, 12, 1)","(184, 98, 42)"
1,4,"(14, 12, 3, 10, 5, 13, 7, 11)","(6, 7, 10, 7, 2, 15, 3, 5)","(81, 53, 198, 108, 181, 81, 76, 133)"
1,5,"(5, 7, 12, 11, 13, 1, 0, 6, 2, 8, 9, 14, 3, 4)","(3, 7, 11, 6, 14, 15, 11, 16, 15, 4, 14, 10, 12, 20)","(11, 23, 185, 139, 54, 152, 69, 87, 56, 78, 158, 92, 155, 138)"
1,6,"(5, 14, 10, 0, 6, 3)","(3, 12, 6, 9, 8, 3)","(193, 18, 126, 88, 44, 67)"
2,0,"(6, 11, 13, 5, 8, 9, 14)","(20, 4, 10, 9, 10, 14, 17)","(62, 183, 48, 34, 90, 140, 14)"
2,1,"(12, 1, 9, 8, 7, 3, 14, 5)","(15, 11, 4, 1, 8, 12, 1, 5)","(82, 195, 133, 180, 49, 90, 192, 19)"
2,2,"(13, 4, 1, 12, 6, 11, 3, 10, 7, 5, 14, 2, 9)","(11, 8, 7, 5, 17, 2, 18, 8, 3, 5, 18, 5, 3)","(169, 126, 190, 146, 190, 106, 92, 64, 118, 16, 113, 112, 101)"
2,3,"(11, 9, 6, 10, 5, 8)","(8, 3, 19, 9, 2, 19)","(162, 148, 18, 178, 107, 23)"
2,4,"(1, 14, 2, 12, 8, 13, 10, 9, 5, 6)","(9, 19, 2, 17, 1, 13, 19, 18, 16, 3)","(49, 149, 61, 50, 48, 68, 107, 160, 126, 83)"
3,0,"(6, 10, 3, 5, 13, 2, 1, 7, 0, 12, 11, 4, 14, 9, 8)","(12, 3, 10, 13, 20, 18, 11, 17, 16, 17, 15, 15, 19, 19, 3)","(10, 39, 94, 97, 123, 55, 200, 34, 57, 56, 143, 136, 93, 21, 11)"
3,1,"(9, 10, 13, 5, 11, 12)","(17, 16, 5, 10, 5, 10)","(98, 173, 51, 57, 105, 152)"
3,2,"(6, 4, 9, 13, 0, 7, 14, 2)","(1, 16, 4, 14, 19, 20, 17, 16)","(138, 39, 114, 133, 129, 26, 178, 197)"
3,3,"(6, 0, 2, 7, 5, 14, 9, 12, 4, 8, 11, 13)","(20, 13, 9, 11, 7, 10, 20, 16, 4, 7, 11, 4)","(79, 153, 23, 176, 104, 27, 54, 104, 58, 37, 154, 88)"
3,4,"(14, 9, 5, 7, 12, 10, 6, 1, 4, 13, 2, 0)","(2, 8, 17, 18, 3, 4, 16, 7, 17, 4, 5, 6)","(101, 162, 144, 46, 196, 182, 149, 165, 30, 23, 64, 148)"
3,5,"(2, 3, 11, 13, 7, 0, 4, 10)","(16, 7, 14, 18, 17, 11, 5, 16)","(53, 27, 73, 194, 46, 136, 146, 162)"
3,6,"(6,)","(3,)","(73,)"
4,0,"(7, 8, 5)","(8, 11, 14)","(90, 193, 24)"
4,1,"(13,)","(18,)","(35,)"
4,2,"(0, 4, 10, 5, 6, 11, 2)","(5, 7, 17, 20, 10, 1, 17)","(188, 123, 47, 98, 19, 136, 137)"
4,3,"(8, 5, 4, 0, 2, 14, 11, 12, 6, 10, 3, 1, 9, 7)","(2, 17, 11, 6, 12, 3, 15, 14, 14, 11, 10, 13, 12, 4)","(136, 145, 24, 16, 162, 99, 152, 15, 50, 59, 33, 50, 50, 46)"
4,4,"(3, 2, 13, 0)","(18, 12, 7, 16)","(96, 26, 169, 66)"
4,5,"(6, 14, 9, 8)","(14, 19, 14, 9)","(14, 139, 89, 189)"
4,6,"(11, 7, 1, 2, 10, 12, 6, 4, 5)","(11, 9, 20, 11, 4, 2, 17, 10, 15)","(129, 56, 181, 33, 128, 175, 182, 176, 136)"
4,7,"(5, 12, 3, 2, 4, 14, 7, 1, 0, 13, 11, 8)","(18, 10, 19, 17, 18, 11, 6, 4, 12, 7, 20, 11)","(157, 45, 162, 170, 27, 183, 91, 161, 121, 72, 17, 52)"
5,0,"(3, 2, 4)","(16, 19, 1)","(37, 134, 124)"
5,1,"(1, 13, 12, 9, 3, 4, 14, 0, 2, 8)","(7, 9, 18, 15, 11, 19, 8, 15, 6, 10)","(94, 180, 176, 168, 151, 45, 194, 37, 89, 118)"
5,2,"(5, 0, 2, 8, 3, 7, 13, 14, 6, 9)","(5, 14, 8, 7, 20, 20, 15, 5, 18, 15)","(13, 178, 190, 39, 119, 120, 98, 123, 157, 188)"
5,3,"(6, 8, 12, 7, 14, 0, 2)","(9, 13, 17, 2, 20, 6, 17)","(157, 128, 142, 158, 150, 177, 197)"
5,4,"(2, 4, 12, 8, 13, 7, 14, 0, 11, 6)","(12, 15, 16, 7, 18, 6, 3, 8, 15, 15)","(84, 12, 90, 121, 151, 185, 115, 143, 115, 144)"
6,0,"(1, 7)","(7, 8)","(118, 180)"
6,1,"(5,)","(13,)","(119,)"
6,2,"(4, 3, 10)","(16, 20, 13)","(27, 183, 118)"
6,3,"(4, 2, 9, 3, 7, 1, 6, 11, 8)","(16, 18, 4, 8, 15, 7, 5, 20, 8)","(76, 143, 143, 58, 86, 143, 24, 163, 106)"
6,4,"(4, 9, 5, 6, 8, 14)","(19, 17, 19, 5, 3, 15)","(94, 152, 89, 106, 105, 88)"
6,5,"(9, 11, 3, 8, 12, 1, 5, 13, 7, 10, 2, 0)","(3, 3, 9, 19, 20, 7, 13, 17, 5, 10, 15, 14)","(182, 15, 168, 165, 182, 102, 147, 86, 152, 62, 149, 115)"
6,6,"(13, 0, 12, 8, 7, 1, 6, 10, 4, 14, 9, 11, 5, 3)","(1, 7, 6, 15, 4, 20, 19, 14, 19, 4, 14, 7, 20, 15)","(131, 178, 110, 46, 86, 139, 193, 151, 26, 153, 116, 100, 26, 125)"
6,7,"(8, 11, 10, 1, 7, 4, 12, 5, 13, 3, 6)","(14, 16, 16, 17, 13, 12, 12, 9, 2, 4, 8)","(18, 85, 160, 96, 49, 23, 16, 19, 182, 34, 138)"
6,8,"(13, 3, 14, 2, 5, 11, 10, 8, 4, 0, 9, 12, 7, 6, 1)","(7, 16, 17, 15, 5, 15, 19, 9, 5, 3, 3, 19, 6, 2, 18)","(33, 90, 86, 191, 118, 91, 156, 100, 136, 166, 45, 63, 116, 70, 193)"
7,0,"(4, 5, 13, 7, 9, 2, 12, 6, 0, 3, 8)","(7, 5, 14, 15, 10, 11, 12, 2, 13, 15, 9)","(100, 92, 44, 14, 132, 182, 191, 31, 146, 12, 165)"
7,1,"(10, 13, 1, 14, 6, 7, 3, 11, 0, 5, 4, 12, 9, 2)","(5, 13, 9, 2, 19, 1, 8, 10, 1, 6, 18, 10, 1, 5)","(22, 122, 169, 80, 176, 190, 113, 70, 76, 77, 107, 104, 99, 121)"
7,2,"(8, 3, 13, 6, 11, 2, 4, 10, 12)","(11, 15, 20, 12, 7, 7, 5, 1, 18)","(76, 54, 105, 121, 195, 50, 64, 169, 71)"
7,3,"(8, 9, 4, 13, 6, 12, 5, 1, 14, 11, 3, 10, 7)","(12, 7, 4, 2, 7, 12, 2, 17, 7, 18, 5, 9, 19)","(90, 182, 27, 50, 187, 106, 65, 197, 198, 125, 61, 166, 110)"
7,4,"(7, 13, 4, 2, 5, 9, 8, 10, 11, 3, 14, 12)","(16, 3, 13, 17, 12, 13, 12, 13, 15, 7, 20, 8)","(135, 99, 111, 187, 188, 40, 141, 137, 20, 186, 40, 93)"
7,5,"(11, 4, 0, 10, 5)","(15, 11, 20, 9, 11)","(192, 80, 19, 107, 200)"
7,6,"(3, 6, 7, 9, 5, 0, 1, 8)","(4, 16, 6, 2, 15, 11, 13, 17)","(98, 150, 63, 70, 113, 31, 165, 168)"
8,0,"(11, 9, 13, 3, 12, 14, 8, 4)","(1, 16, 11, 3, 17, 19, 6, 15)","(134, 173, 141, 196, 169, 37, 120, 69)"
8,1,"(12, 11, 1, 6)","(15, 17, 13, 10)","(141, 163, 186, 103)"
