kind,task,machine_selectable,process_time
0,0,"(4, 14, 2, 18, 15, 11, 8)","(11, 6, 16, 5, 17, 7, 6)"
0,1,"(5, 0, 6, 7, 12, 18, 8, 1, 3, 10, 19, 15, 13, 17, 9, 16)","(5, 20, 17, 2, 11, 2, 20, 13, 12, 4, 13, 11, 13, 16, 7, 15)"
0,2,"(19, 4, 1, 11)","(7, 5, 18, 16)"
0,3,"(16, 14, 1, 11, 5, 12, 6, 4, 19, 8, 2)","(12, 4, 14, 7, 1, 4, 3, 2, 6, 8, 5)"
0,4,"(12, 1, 4, 15)","(19, 13, 1, 20)"
1,0,"(5, 15, 13, 4, 11)","(6, 12, 5, 8, 11)"
1,1,"(7, 0, 15, 19, 8, 13, 17, 11, 18, 5, 6, 16, 3, 10)","(11, 1, 10, 9, 13, 4, 10, 18, 5, 3, 13, 1, 19, 17)"
1,2,"(13, 18, 8, 14, 7, 1, 10, 3, 19, 12, 16, 15)","(15, 2, 14, 6, 9, 12, 5, 19, 10, 13, 18, 14)"
1,3,"(8, 9, 3, 14, 12, 19)","(11, 10, 16, 6, 18, 18)"
1,4,"(7, 11, 15, 13, 9, 3, 6, 14, 4, 19, 18, 16, 0, 8, 12, 17)","(8, 14, 10, 16, 1, 16, 3, 11, 11, 5, 10, 14, 4, 16, 10, 3)"
1,5,"(9, 5)","(5, 3)"
1,6,"(2, 6, 10, 14, 12, 18, 9, 5, 4, 19, 7, 17)","(7, 3, 11, 7, 5, 5, 3, 18, 8, 6, 8, 10)"
1,7,"(14, 3, 2, 4, 12, 10, 17, 19, 18, 6, 9, 13, 15, 1, 16, 11, 8)","(11, 19, 16, 16, 15, 2, 9, 11, 16, 4, 9, 3, 11, 20, 5, 20, 4)"
1,8,"(5, 14, 15, 3, 18, 2, 10, 4, 1, 8, 13, 12, 0, 17, 9, 7, 11, 16)","(2, 8, 14, 7, 11, 13, 19, 19, 13, 8, 19, 17, 4, 4, 10, 8, 9, 10)"
2,0,"(9,)","(13,)"
2,1,"(15, 0, 14, 13, 10, 18, 7, 5, 11, 19, 12, 4)","(17, 15, 12, 20, 18, 7, 5, 11, 10, 3, 16, 18)"
2,2,"(11, 7, 13, 9, 15, 5, 4, 1)","(14, 15, 14, 15, 19, 5, 11, 1)"
2,3,"(11, 17, 15, 5, 3, 1, 13)","(17, 18, 16, 8, 1, 18, 2)"
2,4,"(12, 3, 18, 13, 11, 15, 4, 5, 8, 19, 9, 14, 6, 10, 7, 2)","(4, 17, 19, 8, 5, 20, 9, 16, 1, 20, 8, 8, 11, 3, 3, 8)"
3,0,"(1, 3, 19, 8, 18, 7, 16, 0, 11, 15, 10, 6, 5, 12, 13, 17)","(2, 4, 8, 16, 9, 4, 3, 15, 12, 17, 19, 8, 8, 13, 20, 19)"
3,1,"(2, 15, 16, 12, 14, 7, 3, 8, 0, 5, 4, 18, 9, 1)","(4, 12, 6, 10, 14, 17, 7, 1, 12, 4, 20, 17, 15, 5)"
3,2,"(11, 7)","(9, 14)"
3,3,"(10, 5, 16, 7, 17, 15, 14, 3, 1, 8, 13, 19, 12, 6, 4, 18, 11, 9, 0, 2)","(9, 13, 10, 9, 6, 1, 18, 10, 4, 15, 20, 8, 14, 15, 10, 20, 19, 20, 9, 4)"
3,4,"(16, 5, 2, 13, 6, 10, 12, 11, 17, 19, 7, 15, 4, 18, 0, 3)","(12, 14, 4, 12, 5, 6, 16, 6, 9, 20, 12, 12, 14, 19, 16, 3)"
3,5,"(17, 6, 18)","(1, 16, 6)"
4,0,"(0, 17, 1, 4, 13, 11, 3, 18)","(11, 6, 2, 17, 3, 2, 7, 17)"
4,1,"(19, 0, 16, 9, 10, 12)","(19, 16, 9, 13, 19, 17)"
4,2,"(6, 13, 5)","(3, 9, 20)"
4,3,"(11, 5, 8, 14, 13, 16, 0, 18, 12, 4, 10, 1, 9, 15, 17, 3)","(11, 10, 2, 17, 6, 1, 7, 19, 19, 6, 8, 15, 19, 11, 16, 4)"
4,4,"(3, 1, 16, 15)","(4, 2, 2, 8)"
4,5,"(3, 11, 16, 15, 4)","(11, 2, 5, 18, 3)"
4,6,"(7, 16, 4, 14)","(6, 15, 20, 9)"
4,7,"(2, 9, 7, 13, 11, 4, 18, 17, 5, 12, 15, 16, 0, 14, 6, 10, 1, 19, 8)","(6, 7, 16, 12, 13, 13, 4, 9, 9, 9, 16, 1, 10, 12, 20, 18, 8, 12, 8)"
