kind,task,machine_selectable,process_time,power
0,0,"(6, 1, 8, 19, 17, 4, 11, 16, 18, 0, 14, 10)","(9, 11, 11, 16, 3, 3, 1, 8, 16, 14, 12, 3)","(82, 70, 72, 62, 169, 68, 87, 21, 56, 20, 160, 114)"
0,1,"(6, 10, 2, 12, 16, 7, 1, 3, 14, 18, 0, 9, 8, 5, 17)","(7, 3, 15, 14, 17, 13, 10, 5, 10, 6, 18, 7, 10, 1, 2)","(37, 162, 30, 90, 81, 101, 144, 90, 180, 193, 80, 58, 163, 196, 35)"
0,2,"(11, 10, 18, 12)","(19, 16, 11, 15)","(51, 166, 161, 67)"
0,3,"(3, 2, 16)","(10, 9, 15)","(99, 70, 198)"
0,4,"(14, 6, 15, 8, 3, 12, 16, 5, 10)","(7, 17, 8, 7, 19, 19, 14, 5, 5)","(142, 150, 126, 181, 89, 185, 63, 193, 122)"
1,0,"(8, 15, 19, 13, 5, 7, 4, 12, 2, 6, 9, 0, 14, 18, 10, 1, 17, 11, 3)","(13, 8, 3, 3, 7, 1, 17, 15, 4, 5, 20, 11, 18, 9, 9, 16, 5, 19, 2)","(102, 104, 110, 85, 11, 65, 77, 58, 32, 154, 82, 176, 145, 131, 124, 192, 63, 34, 157)"
1,1,"(2, 0, 4, 17, 1, 16, 7, 18, 19)","(16, 12, 19, 15, 15, 17, 7, 17, 19)","(125, 181, 117, 53, 16, 177, 130, 158, 154)"
1,2,"(11, 15, 2, 14, 6, 16, 5, 17, 8, 12, 19, 18, 10, 9, 3, 0, 1)","(3, 7, 18, 17, 8, 3, 5, 7, 10, 3, 6, 15, 16, 12, 2, 6, 9)","(123, 94, 78, 199, 77, 89, 125, 188, 25, 45, 79, 160, 65, 14, 83, 173, 200)"
1,3,"(13, 18, 17, 6, 9, 1, 15, 4, 16, 5, 14, 0, 19, 10, 2, 3, 7)","(17, 6, 12, 18, 4, 18, 12, 2, 2, 20, 20, 16, 11, 5, 20, 7, 11)","(73, 130, 157, 135, 100, 43, 115, 29, 152, 69, 133, 190, 102, 181, 175, 108, 72)"
1,4,"(2, 12, 19, 16, 8, 3, 10, 6, 13, 4, 11, 5, 14, 18, 0, 7)","(9, 8, 1, 3, 3, 11, 19, 3, 2, 5, 2, 14, 6, 4, 12, 16)","(195, 133, 196, 79, 152, 167, 158, 95, 176, 150, 106, 103, 194, 158, 27, 186)"
1,5,"(6, 11, 7, 13, 15, 4, 18, 17, 2, 9, 1)","(19, 14, 13, 16, 20, 4, 19, 14, 5, 12, 2)","(179, 91, 38, 40, 84, 83, 182, 48, 78, 172, 167)"
1,6,"(4, 6, 1, 0, 7, 17)","(8, 17, 15, 6, 9, 18)","(82, 139, 147, 64, 90, 83)"
1,7,"(4, 6, 19, 9, 13, 5, 14, 8, 11, 7, 10, 2)","(6, 5, 4, 2, 8, 4, 9, 20, 11, 19, 4, 4)","(55, 57, 88, 191, 23, 162, 66, 105, 74, 185, 193, 98)"
2,0,"(10, 12, 14, 0, 3, 8, 5, 1, 6, 15, 7, 11, 18, 19, 2, 17, 13)","(3, 13, 4, 8, 8, 14, 16, 1, 5, 3, 18, 5, 10, 12, 10, 19, 1)","(181, 113, 155, 71, 36, 178, 66, 110, 104, 82, 96, 32, 23, 92, 116, 39, 86)"
2,1,"(17, 14, 5, 7)","(1, 4, 2, 9)","(193, 70, 196, 95)"
2,2,"(6, 14, 7, 9, 0, 17, 5, 11, 2, 13, 12, 15, 3, 18, 8, 4, 1, 19)","(9, 5, 6, 17, 18, 16, 1, 18, 7, 20, 6, 12, 16, 16, 18, 17, 4, 4)","(44, 94, 161, 138, 148, 37, 87, 146, 62, 117, 154, 120, 183, 100, 74, 195, 78, 110)"
2,3,"(7, 4, 5, 15, 18, 16)","(14, 2, 1, 4, 6, 6)","(108, 28, 178, 142, 22, 134)"
2,4,"(4, 10, 16, 14, 6)","(7, 1, 11, 12, 8)","(147, 167, 160, 82, 104)"
2,5,"(17, 6, 2, 11, 7, 5, 4, 19, 12, 15, 0, 10, 9, 8, 14, 13)","(12, 12, 8, 16, 7, 15, 7, 5, 8, 18, 20, 6, 7, 2, 11, 9)","(143, 163, 62, 127, 103, 118, 161, 42, 173, 29, 115, 163, 138, 124, 98, 12)"
2,6,"(14, 15, 18, 13, 19, 12, 3, 5, 17, 8, 7, 10, 1)","(12, 3, 3, 16, 8, 12, 6, 17, 15, 6, 16, 3, 13)","(13, 182, 11, 116, 147, 146, 70, 43, 43, 111, 58, 94, 24)"
2,7,"(4, 19, 6, 10, 8, 14, 18, 2, 13)","(2, 8, 4, 12, 17, 12, 17, 9, 16)","(97, 154, 142, 63, 141, 158, 152, 74, 126)"
2,8,"(10, 5, 2, 0, 18, 11, 13, 15, 7, 16, 19, 4)","(2, 15, 2, 5, 14, 3, 19, 19, 2, 3, 17, 7)","(158, 86, 131, 12, 52, 117, 97, 15, 73, 181, 200, 146)"
3,0,"(12, 0, 1, 6, 5, 16, 14, 2)","(2, 20, 11, 11, 13, 18, 6, 9)","(180, 25, 37, 155, 164, 59, 46, 114)"
3,1,"(11, 13, 14, 6, 1, 4, 7, 12)","(9, 12, 13, 15, 15, 15, 20, 2)","(190, 194, 197, 99, 177, 11, 130, 127)"
3,2,"(3, 1, 18, 8, 4, 14, 12, 17)","(8, 19, 19, 12, 15, 4, 12, 9)","(51, 106, 54, 41, 117, 23, 132, 107)"
3,3,"(6, 1, 16, 10, 2, 8, 3, 17)","(6, 7, 13, 14, 6, 11, 16, 5)","(176, 40, 59, 43, 177, 151, 121, 145)"
3,4,"(10, 12, 9, 16, 3, 1)","(9, 6, 20, 1, 4, 18)","(67, 188, 113, 76, 150, 52)"
3,5,"(6, 4, 12, 11, 8, 9, 13, 18, 15)","(5, 2, 13, 10, 5, 1, 11, 15, 14)","(91, 178, 185, 152, 100, 92, 93, 24, 66)"
3,6,"(19, 1, 3, 11)","(17, 1, 12, 13)","(39, 176, 83, 79)"
4,0,"(6, 2, 4, 13, 9, 17, 10, 3)","(3, 14, 4, 15, 11, 16, 20, 12)","(96, 102, 99, 104, 140, 66, 120, 156)"
4,1,"(2, 0, 16, 12, 15, 14)","(16, 15, 17, 17, 12, 20)","(166, 107, 88, 37, 22, 58)"
4,2,"(14, 5, 8, 0, 1, 16, 2, 9, 13, 17, 3, 6)","(15, 12, 17, 18, 15, 11, 8, 8, 19, 6, 1, 11)","(21, 29, 194, 27, 42, 85, 66, 183, 46, 181, 60, 49)"
4,3,"(4, 19, 17, 5, 16, 1, 18, 0, 11, 12)","(19, 4, 6, 3, 8, 14, 16, 3, 16, 13)","(166, 140, 108, 185, 118, 196, 200, 115, 116, 60)"
4,4,"(7, 13, 17, 15, 0, 11, 3, 8, 12, 19, 16, 4, 14, 10)","(7, 11, 11, 1, 18, 18, 3, 11, 12, 13, 6, 3, 16, 17)","(84, 139, 189, 166, 36, 114, 155, 49, 90, 95, 15, 81, 160, 45)"
4,5,"(5, 2, 9, 12, 11, 4, 10, 0, 19, 17, 14, 15, 13, 3, 8, 6)","(14, 6, 13, 3, 8, 10, 15, 8, 18, 18, 20, 7, 9, 10, 9, 4)","(166, 59, 112, 33, 110, 176, 78, 163, 178, 54, 52, 154, 87, 141, 71, 150)"
5,0,"(5, 16)","(9, 2)","(165, 33)"
5,1,"(15, 7, 8, 14, 5, 0, 19, 13, 10, 9, 2, 16, 3, 11, 17)","(15, 1, 16, 11, 15, 14, 5, 18, 20, 13, 19, 2, 17, 2, 20)","(69, 75, 79, 23, 55, 44, 29, 144, 124, 44, 180, 44, 29, 47, 113)"
5,2,"(18, 2, 4, 19, 11, 0, 16, 1, 7, 14, 5, 6, 9, 10, 12, 13, 3, 15, 17)","(8, 8, 12, 2, 5, 5, 7, 13, 20, 1, 20, 7, 6, 16, 12, 6, 4, 10, 3)","(110, 81, 30, 94, 125, 46, 139, 19, 92, 172, 15, 107, 139, 28, 175, 141, 152, 106, 195)"
5,3,"(12, 18, 1, 7, 0, 13, 16, 17)","(5, 13, 6, 4, 9, 14, 3, 19)","(14, 83, 166, 33, 128, 42, 55, 57)"
5,4,"(14, 2, 10, 7, 13, 16)","(5, 12, 10, 18, 12, 9)","(132, 19, 77, 42, 94, 83)"
6,0,"(12, 13, 0)","(9, 18, 15)","(133, 139, 132)"
6,1,"(10, 1, 8, 2, 7, 5, 0, 11, 16, 13, 19, 9)","(10, 4, 5, 1, 3, 2, 20, 3, 3, 5, 1, 13)","(166, 178, 136, 101, 22, 96, 170, 112, 172, 183, 133, 155)"
6,2,"(6,)","(16,)","(62,)"
6,3,"(7, 15, 2, 14, 13, 4, 8, 10, 3, 9, 16, 18, 17, 12, 1, 0, 6)","(17, 13, 13, 4, 4, 15, 19, 14, 8, 8, 2, 10, 18, 20, 17, 1, 6)","(100, 12, 25, 84, 78, 111, 132, 70, 113, 189, 28, 93, 112, 97, 103, 74, 42)"
6,4,"(16, 14, 15, 17, 2, 9, 7)","(11, 4, 16, 16, 1, 18, 16)","(174, 91, 43, 167, 30, 187, 35)"
7,0,"(15,)","(13,)","(55,)"
7,1,"(9, 17, 18, 5, 2, 10, 14, 8, 16, 12)","(5, 2, 18, 1, 3, 9, 12, 16, 1, 6)","(90, 12, 31, 172, 106, 27, 188, 134, 11, 192)"
7,2,"(6, 5, 12, 4, 19)","(8, 16, 5, 7, 17)","(58, 193, 194, 122, 113)"
7,3,"(19, 3, 17, 7, 6, 12, 13, 9, 4)","(17, 8, 13, 7, 11, 10, 3, 16, 17)","(75, 196, 101, 76, 77, 103, 133, 195, 105)"
7,4,"(3, 15, 8, 16, 12, 6, 2, 11, 7, 0, 18, 10, 17, 13, 4, 1, 5)","(12, 11, 5, 20, 20, 5, 18, 1, 4, 10, 1, 19, 15, 18, 18, 8, 12)","(178, 180, 39, 184, 75, 61, 200, 120, 146, 100, 105, 161, 190, 41, 78, 51, 117)"
7,5,"(12, 13, 16, 0, 11, 7, 4, 14, 17, 8, 5, 3)","(19, 10, 10, 6, 13, 9, 3, 13, 19, 18, 11, 9)","(88, 87, 96, 35, 177, 168, 23, 29, 35, 168, 129, 106)"
7,6,"(2, 5, 7)","(3, 17, 12)","(56, 18, 160)"
7,7,"(11, 8, 14, 4, 9, 0, 6, 18, 16, 3, 10, 2, 13, 12, 5)","(17, 15, 6, 13, 13, 11, 7, 1, 7, 14, 10, 18, 4, 7, 2)","(62, 50, 89, 13, 75, 81, 160, 42, 23, 120, 119, 176, 182, 75, 170)"
8,0,"(8, 17, 7, 16, 18, 12, 9, 2, 11, 3, 14, 4, 19, 0, 5, 10, 13)","(8, 9, 17, 7, 5, 8, 1, 6, 1, 5, 7, 8, 17, 10, 10, 8, 12)","(80, 97, 119, 142, 120, 159, 128, 123, 78, 182, 65, 150, 87, 20, 122, 11, 131)"
8,1,"(9, 19, 3, 1, 13, 16, 17, 10, 7, 2, 8, 18, 15, 11, 6, 4, 12, 14, 0)","(3, 5, 1, 8, 16, 9, 10, 15, 5, 1, 16, 1, 7, 7, 16, 4, 13, 1, 15)","(188, 128, 39, 131, 22, 52, 178, 117, 154, 87, 114, 58, 115, 45, 112, 36, 63, 142, 59)"
8,2,"(18, 11, 8, 6, 0, 5, 15, 13, 12, 9, 14, 10, 7, 19, 2, 17)","(17, 11, 9, 9, 7, 18, 9, 2, 9, 18, 20, 13, 10, 17, 10, 19)","(174, 12, 94, 166, 41, 47, 22, 54, 163, 194, 70, 50, 102, 78, 194, 25)"
8,3,"(0, 14, 15)","(9, 7, 8)","(17, 12, 169)"
8,4,"(11, 4, 12, 1, 18, 15, 13, 0, 8, 5, 19)","(1, 20, 6, 10, 14, 14, 20, 13, 17, 19, 19)","(19, 73, 73, 80, 63, 13, 106, 44, 83, 123, 36)"
8,5,"(1, 8, 19, 17, 3, 7, 0, 18, 4, 13, 14, 12, 11, 5)","(17, 11, 20, 1, 10, 11, 8, 14, 9, 1, 3, 15, 16, 4)","(121, 21, 94, 149, 188, 155, 56, 36, 69, 33, 157, 157, 160, 117)"
8,6,"(4, 10, 15, 9, 7, 17, 8)","(7, 13, 5, 15, 7, 19, 4)","(86, 193, 172, 98, 78, 165, 132)"
8,7,"(18, 5, 9, 8, 3, 14, 16, 19, 7, 13, 6, 4, 10, 2, 0, 17, 1, 15, 11)","(10, 15, 11, 16, 12, 17, 3, 2, 19, 16, 10, 1, 10, 1, 7, 4, 2, 20, 2)","(167, 88, 126, 168, 58, 163, 32, 124, 115, 190, 177, 194, 38, 195, 152, 132, 116, 166, 186)"
8,8,"(2, 5, 17, 1, 15, 18, 4)","(17, 10, 6, 19, 2, 11, 16)","(30, 60, 23, 19, 194, 163, 52)"
9,0,"(7, 0, 5, 17, 8)","(20, 20, 18, 2, 17)","(54, 37, 14, 196, 184)"
9,1,"(8, 13, 7, 5, 12)","(10, 20, 7, 2, 12)","(160, 134, 21, 176, 91)"
9,2,"(2, 16, 6, 11, 4, 13, 7, 17, 19, 14, 18, 3)","(10, 7, 8, 2, 20, 1, 5, 16, 15, 20, 8, 16)","(46, 34, 15, 61, 200, 18, 103, 16, 182, 111, 27, 126)"
9,3,"(7, 2, 0, 13, 17, 14, 4, 8, 19, 5, 15, 9, 6, 1, 11, 3, 12)","(10, 14, 10, 9, 8, 16, 20, 18, 1, 6, 13, 5, 19, 9, 19, 19, 17)","(159, 199, 176, 40, 75, 142, 111, 23, 118, 152, 14, 134, 16, 170, 195, 188, 39)"
