kind,task,machine_selectable,process_time
0,0,"(6, 5, 12, 19, 2, 18, 14, 17, 3, 0, 7, 11, 4, 9, 13, 1, 8, 15, 10)","(4, 6, 16, 5, 13, 3, 2, 6, 19, 12, 12, 1, 20, 15, 12, 14, 14, 4, 6)"
0,1,"(12, 16, 3, 18, 10, 8)","(1, 1, 4, 14, 14, 6)"
0,2,"(12, 13, 16, 19, 6, 18, 10, 1, 5, 9, 4, 14, 17, 11, 15, 2, 0, 7)","(5, 20, 4, 12, 4, 9, 15, 10, 3, 19, 9, 16, 4, 11, 8, 9, 12, 20)"
0,3,"(3, 9, 7, 13, 8, 19)","(16, 17, 8, 1, 7, 1)"
0,4,"(13, 18, 8, 1, 17, 2, 5)","(10, 15, 8, 9, 20, 18, 9)"
0,5,"(5, 4, 10, 12, 11, 2)","(11, 4, 12, 11, 5, 16)"
0,6,"(15, 2, 4, 13, 0, 5, 11, 10, 12, 19, 8, 7, 6, 18)","(17, 3, 19, 3, 8, 16, 14, 19, 2, 13, 8, 1, 15, 3)"
0,7,"(5, 2, 0, 6, 12, 7)","(3, 16, 6, 10, 19, 8)"
0,8,"(12, 14, 19, 3, 6, 2)","(8, 4, 3, 8, 19, 3)"
0,9,"(1, 4, 2, 7)","(5, 4, 12, 19)"
1,0,"(4, 8, 10, 18, 0, 7, 13, 16, 5, 1, 9, 17, 19, 12, 6, 3)","(6, 3, 2, 9, 3, 16, 20, 3, 20, 8, 7, 3, 14, 6, 2, 10)"
1,1,"(13, 5, 2, 1, 11, 19)","(16, 18, 12, 4, 7, 1)"
1,2,"(12, 8, 7, 4)","(20, 2, 16, 15)"
1,3,"(3, 6, 17, 2, 4)","(4, 9, 6, 11, 13)"
1,4,"(3, 16, 17, 6, 2, 19, 5, 7, 4, 12, 14)","(7, 12, 19, 12, 1, 3, 16, 11, 19, 3, 12)"
1,5,"(8, 7, 6, 2, 11, 15)","(3, 16, 3, 10, 1, 13)"
1,6,"(16, 1)","(2, 13)"
1,7,"(2, 7, 1, 5, 9, 18, 10, 16)","(5, 7, 3, 2, 18, 9, 3, 16)"
2,0,"(7, 13, 8, 14, 17, 19, 2, 12, 4, 0, 18, 1, 3, 9, 5, 15, 10, 16, 11, 6)","(18, 8, 10, 14, 8, 3, 13, 13, 14, 6, 3, 12, 2, 16, 6, 2, 2, 15, 16, 19)"
2,1,"(10, 17, 12)","(18, 10, 2)"
2,2,"(6, 17, 2, 7, 16, 1)","(8, 19, 14, 20, 7, 14)"
2,3,"(4, 6, 3)","(12, 19, 3)"
2,4,"(4, 17, 19, 5, 13, 1, 7, 15, 8, 3, 11, 0, 16, 18, 12)","(6, 14, 2, 2, 19, 6, 19, 5, 19, 3, 19, 13, 12, 8, 13)"
2,5,"(3, 9, 2, 12, 18, 14, 1, 11, 0, 16, 17)","(2, 5, 13, 18, 2, 1, 1, 5, 20, 14, 9)"
2,6,"(16, 15, 17, 19)","(13, 14, 1, 10)"
3,0,"(9, 1, 4, 14, 6, 7, 13, 15, 10, 8, 16, 19, 0, 5, 2, 17, 3, 18, 11, 12)","(2, 7, 10, 3, 12, 9, 17, 20, 14, 6, 2, 6, 16, 13, 5, 10, 1, 16, 12, 19)"
3,1,"(14,)","(9,)"
3,2,"(19,)","(5,)"
