kind,task,machine_selectable,process_time
0,0,"(9, 7, 8)","(18, 12, 6)"
0,1,"(0,)","(17,)"
0,2,"(2, 5)","(19, 2)"
0,3,"(3,)","(12,)"
0,4,"(9, 5, 6, 8, 1, 4, 2)","(7, 15, 14, 1, 19, 3, 18)"
0,5,"(5, 8, 4, 6)","(19, 17, 15, 9)"
1,0,"(3, 4, 7, 5, 2, 8, 6)","(4, 11, 9, 14, 13, 18, 3)"
1,1,"(6, 8, 7, 0, 2, 4, 9)","(15, 8, 18, 14, 10, 2, 16)"
1,2,"(0, 3, 2, 6, 1, 9)","(8, 5, 11, 7, 1, 5)"
1,3,"(6, 8)","(13, 16)"
1,4,"(2, 7)","(16, 15)"
1,5,"(2, 1, 7, 5, 4, 8, 6)","(3, 16, 14, 10, 6, 10, 18)"
1,6,"(2, 6, 8, 3, 5)","(16, 20, 5, 1, 3)"
2,0,"(3,)","(5,)"
2,1,"(0, 9)","(1, 11)"
2,2,"(2, 4, 7, 6, 0, 8, 1, 9, 5, 3)","(15, 16, 16, 8, 5, 6, 14, 20, 17, 19)"
2,3,"(3, 2, 5, 9, 0, 1, 7)","(1, 16, 20, 15, 15, 4, 18)"
2,4,"(7, 0, 5, 3, 4)","(20, 8, 6, 1, 9)"
3,0,"(3, 6, 1)","(19, 3, 19)"
3,1,"(7, 6, 9, 5, 0, 3, 4, 8, 1)","(20, 13, 7, 7, 9, 7, 20, 5, 18)"
3,2,"(3, 8, 1)","(3, 11, 3)"
3,3,"(3, 9)","(17, 17)"
3,4,"(7, 6, 8, 4, 1)","(6, 14, 20, 1, 8)"
3,5,"(1, 0, 3, 9, 4)","(17, 8, 11, 6, 4)"
3,6,"(9, 8, 6, 7, 3, 5, 0, 2, 1, 4)","(3, 20, 13, 7, 16, 6, 19, 14, 18, 13)"
3,7,"(6, 3, 9, 7, 5, 8, 0)","(10, 14, 14, 17, 2, 13, 7)"
3,8,"(9, 3, 4)","(4, 15, 14)"
4,0,"(6, 9, 8, 3, 0, 7, 2)","(6, 3, 15, 11, 2, 10, 8)"
4,1,"(0, 2, 1, 6, 9, 3)","(19, 6, 5, 18, 5, 2)"
4,2,"(8, 3, 7, 0, 5, 6)","(10, 9, 5, 8, 5, 3)"
4,3,"(7, 1, 0, 5, 8, 2)","(18, 7, 12, 8, 10, 2)"
4,4,"(3, 8, 4, 6, 2, 7)","(2, 19, 2, 15, 10, 9)"
4,5,"(5, 6, 8, 9, 0, 4)","(10, 11, 12, 15, 13, 6)"
4,6,"(2, 8, 5, 0, 7)","(4, 9, 16, 5, 1)"
4,7,"(8, 2, 4, 7, 5)","(13, 17, 14, 7, 19)"
5,0,"(0,)","(7,)"
5,1,"(4,)","(2,)"
5,2,"(8, 9, 0, 6, 5)","(6, 5, 11, 20, 16)"
5,3,"(3, 5, 6, 8)","(20, 4, 15, 11)"
5,4,"(4, 8, 3, 1, 7, 2)","(11, 12, 13, 16, 18, 4)"
5,5,"(5, 7, 1)","(7, 18, 1)"
5,6,"(9, 8, 7, 2, 1, 4, 5, 0, 6, 3)","(8, 7, 13, 10, 2, 2, 20, 20, 3, 19)"
5,7,"(3, 4, 0, 5, 7, 2, 6, 1, 9, 8)","(20, 5, 8, 1, 2, 17, 2, 4, 11, 11)"
5,8,"(5, 3, 4, 9, 8, 1, 6, 0, 7, 2)","(12, 17, 19, 4, 11, 19, 7, 5, 7, 18)"
6,0,"(9, 1, 8, 6)","(1, 14, 16, 11)"
6,1,"(9, 8)","(4, 13)"
6,2,"(3, 1, 7)","(7, 6, 15)"
6,3,"(1, 4, 5, 7, 8, 0)","(10, 7, 1, 1, 14, 7)"
6,4,"(2,)","(6,)"
6,5,"(3, 7, 5)","(15, 8, 14)"
7,0,"(7, 2, 5)","(12, 16, 12)"
7,1,"(1, 6, 2, 7, 3, 5, 9, 4, 8)","(1, 13, 4, 17, 19, 8, 4, 14, 2)"
7,2,"(1, 4, 6, 2, 3, 5, 8, 9, 0, 7)","(1, 7, 19, 9, 8, 10, 5, 13, 1, 19)"
7,3,"(8, 0, 9, 5, 1)","(10, 7, 12, 8, 6)"
7,4,"(0, 8, 9, 3)","(15, 6, 4, 3)"
7,5,"(6, 1, 2, 5, 8, 7, 3, 4)","(11, 4, 19, 19, 14, 13, 13, 18)"
7,6,"(5,)","(17,)"
7,7,"(5, 3, 1, 2, 7, 0, 8)","(15, 16, 17, 1, 13, 3, 6)"
8,0,"(9, 7, 6, 3, 5, 1, 2)","(12, 17, 8, 9, 15, 5, 2)"
8,1,"(2, 8)","(11, 1)"
8,2,"(1, 6, 0, 4, 9, 3, 5)","(14, 13, 1, 17, 19, 8, 16)"
8,3,"(4, 7, 9, 5, 8, 0, 6, 3)","(16, 8, 13, 10, 4, 2, 17, 3)"
8,4,"(7,)","(7,)"
