kind,task,machine_selectable,process_time
0,0,"(1,)","(4,)"
0,1,"(9, 0, 4, 7, 1)","(17, 2, 5, 7, 16)"
0,2,"(8, 1, 7, 4, 2, 0, 9, 6, 5, 3)","(11, 9, 12, 9, 11, 4, 9, 1, 15, 12)"
0,3,"(1, 5, 2, 9, 7, 0, 6, 8)","(3, 20, 15, 17, 1, 10, 13, 15)"
0,4,"(6, 7, 1, 9, 2, 5, 3, 4, 0)","(6, 3, 5, 9, 2, 19, 17, 17, 20)"
0,5,"(0, 5, 3)","(12, 2, 5)"
0,6,"(2, 4)","(12, 13)"
0,7,"(8, 6, 2)","(19, 3, 3)"
0,8,"(4, 1, 8)","(16, 10, 2)"
0,9,"(5, 6, 7, 4, 2, 3, 9, 0, 8, 1)","(17, 9, 13, 20, 14, 13, 11, 16, 13, 18)"
1,0,"(8, 0, 3, 9, 6, 2, 1, 7)","(6, 6, 12, 16, 1, 13, 5, 20)"
1,1,"(1, 6, 5, 4, 0, 8, 2)","(6, 12, 12, 7, 7, 10, 4)"
1,2,"(2, 4, 7, 5, 0, 1)","(16, 9, 13, 5, 13, 8)"
1,3,"(3, 1, 9, 2, 0, 6, 8, 4, 5, 7)","(9, 13, 17, 8, 4, 19, 11, 14, 7, 11)"
1,4,"(8, 1, 2, 0)","(17, 5, 16, 20)"
1,5,"(9, 6, 7, 0, 8, 2)","(6, 4, 19, 5, 4, 5)"
1,6,"(2, 8, 6, 4, 0, 9, 1, 3, 5)","(18, 6, 10, 8, 18, 2, 15, 4, 17)"
1,7,"(2, 5, 8, 3, 6)","(8, 13, 1, 5, 16)"
1,8,"(3, 5, 2, 9)","(12, 4, 7, 10)"
2,0,"(1,)","(11,)"
2,1,"(9, 4, 8, 1)","(11, 15, 18, 14)"
2,2,"(9,)","(8,)"
2,3,"(0, 5, 6, 8, 9, 7, 4, 3)","(12, 4, 8, 19, 10, 18, 4, 12)"
2,4,"(1, 2, 8, 0, 9, 4, 6)","(9, 7, 11, 20, 8, 3, 13)"
2,5,"(2, 5, 3, 8, 4, 0, 7, 9, 6, 1)","(14, 2, 15, 10, 16, 4, 8, 13, 9, 13)"
3,0,"(3, 8, 4)","(20, 4, 4)"
3,1,"(1, 6, 7, 8, 4, 3, 5, 2)","(16, 5, 16, 8, 8, 16, 1, 6)"
3,2,"(8, 7, 4, 3, 6, 9)","(6, 15, 19, 10, 9, 18)"
3,3,"(2, 9, 7, 8, 6, 0, 1, 3, 5)","(2, 16, 12, 18, 3, 16, 6, 15, 8)"
3,4,"(3, 0, 1, 4, 5, 2, 7, 8)","(4, 10, 12, 10, 7, 3, 2, 1)"
3,5,"(6, 1, 4)","(18, 6, 5)"
3,6,"(9, 8, 7, 5, 0, 2, 1, 4, 3)","(2, 18, 9, 17, 10, 18, 12, 12, 11)"
3,7,"(9, 5, 3, 0, 7, 2, 1, 4)","(6, 3, 11, 4, 12, 14, 5, 7)"
3,8,"(6, 2, 5, 0, 3, 7, 8)","(9, 20, 7, 11, 15, 12, 10)"
4,0,"(6, 4, 8, 3)","(1, 2, 9, 8)"
4,1,"(0, 5, 1)","(6, 7, 7)"
4,2,"(0, 8, 9, 2, 5, 3, 1, 4)","(14, 17, 15, 9, 10, 3, 10, 10)"
4,3,"(8, 0, 2, 5, 9, 3, 1, 7, 4, 6)","(19, 1, 18, 6, 13, 3, 2, 11, 11, 15)"
4,4,"(6, 2, 8, 4, 1, 7)","(7, 14, 6, 5, 9, 11)"
4,5,"(1, 6, 8, 9, 2, 7, 4)","(14, 2, 20, 16, 1, 8, 14)"
5,0,"(5, 3, 9, 2, 1, 6, 4, 7, 8)","(6, 12, 18, 3, 4, 18, 9, 6, 20)"
5,1,"(5, 7, 2, 3, 9, 1, 4, 6, 8)","(12, 8, 13, 18, 9, 4, 1, 19, 14)"
5,2,"(2, 9, 0, 6, 8, 5, 7, 1, 4)","(4, 7, 6, 12, 17, 13, 4, 16, 1)"
5,3,"(5, 4, 2, 1)","(10, 8, 13, 9)"
