kind,task,machine_selectable,process_time,power
0,0,"(6, 8, 0)","(8, 14, 19)","(20, 148, 162)"
0,1,"(6, 3, 5, 1, 4)","(10, 2, 20, 19, 5)","(81, 137, 173, 182, 61)"
0,2,"(1, 8, 5, 0, 6)","(12, 13, 8, 5, 15)","(144, 49, 196, 144, 56)"
0,3,"(8, 4, 6, 0, 2, 7, 3, 1)","(11, 19, 3, 8, 13, 17, 3, 4)","(105, 115, 134, 17, 170, 176, 39, 60)"
0,4,"(8, 0, 2, 5, 9, 7, 4, 3)","(18, 12, 5, 13, 9, 14, 14, 16)","(63, 133, 199, 121, 82, 124, 69, 145)"
0,5,"(0,)","(20,)","(172,)"
0,6,"(9, 3, 7, 1, 5, 4, 6, 2)","(18, 15, 16, 17, 6, 9, 20, 11)","(44, 44, 129, 130, 134, 107, 176, 148)"
0,7,"(6, 1, 0, 2, 9, 3, 4, 8, 7, 5)","(18, 14, 12, 12, 10, 9, 2, 3, 20, 20)","(93, 151, 86, 121, 147, 36, 17, 106, 18, 154)"
0,8,"(7, 6, 1, 9, 0, 4, 5)","(19, 11, 2, 17, 18, 6, 5)","(107, 11, 81, 97, 44, 146, 80)"
1,0,"(0, 2, 8, 7, 3, 9, 4)","(8, 5, 7, 13, 12, 9, 11)","(174, 104, 87, 198, 40, 159, 60)"
1,1,"(7, 1, 6, 4, 3, 0, 5, 9, 8)","(17, 14, 19, 8, 16, 20, 16, 2, 7)","(199, 161, 74, 28, 28, 66, 71, 81, 160)"
1,2,"(0, 4, 5, 8, 3, 6, 2)","(2, 17, 18, 7, 2, 14, 18)","(137, 183, 52, 75, 134, 89, 92)"
1,3,"(6, 7)","(12, 3)","(109, 93)"
1,4,"(7, 4, 5, 8, 1, 3, 9)","(12, 14, 14, 19, 18, 8, 4)","(69, 116, 157, 172, 16, 104, 13)"
1,5,"(1, 0, 2, 7, 8, 5, 4)","(8, 2, 4, 3, 19, 5, 11)","(123, 81, 126, 172, 56, 190, 73)"
1,6,"(3, 7, 8, 1, 9, 5, 2, 4)","(6, 4, 16, 7, 10, 14, 5, 5)","(121, 174, 75, 159, 157, 70, 111, 22)"
2,0,"(1, 8, 3, 2, 0, 6, 5)","(11, 9, 20, 15, 1, 12, 17)","(142, 87, 34, 162, 141, 117, 62)"
2,1,"(9, 4, 8, 2, 0, 6, 1, 3, 5)","(12, 20, 7, 20, 16, 20, 4, 15, 8)","(129, 198, 155, 46, 200, 18, 141, 153, 90)"
2,2,"(9, 5, 2)","(15, 10, 13)","(155, 82, 45)"
2,3,"(2, 8, 3, 0, 1)","(8, 19, 15, 11, 15)","(26, 162, 115, 167, 125)"
2,4,"(2, 6)","(4, 4)","(173, 131)"
2,5,"(2, 0, 9)","(9, 20, 12)","(107, 101, 59)"
2,6,"(7, 5, 6, 8)","(11, 6, 19, 15)","(97, 189, 83, 153)"
2,7,"(0,)","(7,)","(23,)"
3,0,"(8, 1, 2)","(6, 20, 11)","(124, 143, 24)"
3,1,"(6, 0, 4, 9, 3)","(19, 9, 9, 19, 6)","(97, 149, 143, 159, 127)"
3,2,"(4,)","(11,)","(92,)"
3,3,"(6, 0, 3, 4)","(11, 11, 6, 9)","(72, 177, 191, 192)"
3,4,"(3, 7)","(2, 9)","(80, 72)"
3,5,"(5, 3, 0)","(14, 17, 2)","(173, 38, 88)"
3,6,"(9,)","(8,)","(115,)"
4,0,"(6, 4, 1, 0, 9, 2)","(11, 8, 14, 20, 2, 16)","(126, 178, 33, 40, 141, 23)"
4,1,"(4, 9, 3, 5, 7, 6, 2, 8, 1)","(8, 17, 13, 8, 4, 6, 1, 17, 15)","(110, 105, 93, 155, 140, 194, 173, 177, 80)"
4,2,"(0, 8, 3, 9, 2, 4)","(4, 2, 8, 10, 9, 9)","(101, 200, 136, 100, 138, 178)"
4,3,"(2, 7, 4, 3, 8, 9, 5, 1)","(1, 20, 3, 19, 11, 11, 6, 6)","(50, 74, 87, 77, 123, 192, 181, 89)"
4,4,"(3, 1, 4)","(18, 16, 8)","(74, 117, 130)"
4,5,"(1, 6, 5, 2, 8, 3, 4, 9, 0)","(6, 11, 9, 6, 6, 15, 7, 5, 14)","(51, 108, 94, 133, 156, 182, 21, 144, 126)"
4,6,"(3,)","(2,)","(166,)"
4,7,"(9, 2, 6, 3, 0, 8)","(2, 6, 6, 18, 5, 20)","(159, 26, 30, 33, 162, 79)"
5,0,"(8,)","(2,)","(181,)"
5,1,"(4, 8)","(14, 17)","(11, 167)"
5,2,"(0, 7, 1, 4, 8)","(5, 11, 19, 8, 6)","(57, 166, 27, 126, 71)"
5,3,"(2,)","(10,)","(64,)"
5,4,"(0, 3, 1, 5, 7, 6, 8, 4, 9)","(2, 16, 15, 19, 7, 19, 10, 17, 17)","(25, 37, 185, 131, 27, 35, 88, 124, 97)"
5,5,"(6, 5, 0, 2)","(16, 4, 1, 8)","(87, 153, 181, 143)"
5,6,"(2, 1, 8, 5, 6)","(13, 19, 5, 18, 18)","(106, 155, 118, 137, 99)"
6,0,"(0, 3, 4)","(9, 11, 15)","(119, 131, 173)"
6,1,"(8, 2, 4, 5, 6, 0)","(1, 7, 8, 4, 5, 7)","(160, 18, 81, 195, 132, 46)"
6,2,"(9, 0, 3, 6, 5, 2, 4, 1, 8)","(11, 12, 4, 4, 12, 1, 16, 3, 16)","(177, 105, 48, 81, 16, 99, 41, 140, 173)"
6,3,"(7, 8, 2, 3, 4, 0, 1)","(17, 11, 5, 7, 12, 16, 10)","(126, 101, 58, 119, 20, 35, 44)"
6,4,"(0, 2, 8, 9, 6, 4, 3, 7, 1)","(19, 10, 14, 5, 16, 7, 6, 15, 6)","(75, 59, 175, 141, 187, 38, 95, 173, 136)"
6,5,"(7, 2, 3, 8, 5, 0)","(7, 17, 12, 16, 19, 10)","(62, 153, 131, 47, 88, 95)"
6,6,"(2, 6, 5, 3)","(10, 15, 8, 8)","(59, 102, 144, 133)"
