kind,task,machine_selectable,process_time
0,0,"(1, 13, 10, 7, 2, 16, 6, 12, 18)","(16, 11, 13, 9, 16, 20, 8, 9, 10)"
0,1,"(5, 12, 2, 14, 3, 1, 16, 10, 7, 18, 13)","(11, 3, 17, 1, 6, 19, 1, 18, 13, 20, 7)"
0,2,"(16, 15, 18, 11, 6, 7, 19, 5, 9, 8, 4)","(16, 1, 13, 20, 18, 2, 5, 13, 19, 16, 8)"
0,3,"(13, 10, 0, 14, 3, 7, 1, 12, 19, 17)","(5, 16, 1, 8, 6, 12, 2, 16, 6, 13)"
0,4,"(6, 12)","(8, 12)"
0,5,"(13, 11, 12, 2, 17, 3, 16, 7, 9, 19, 6, 0, 18, 1, 14, 15)","(14, 20, 4, 3, 14, 12, 3, 17, 9, 12, 6, 5, 1, 20, 8, 10)"
1,0,"(18, 19, 12, 2, 1, 11, 7, 16, 3, 8, 17, 13, 5, 0, 10, 14, 15, 4, 9, 6)","(4, 8, 11, 13, 9, 11, 9, 4, 4, 18, 3, 4, 11, 18, 14, 5, 5, 9, 11, 6)"
1,1,"(16, 12, 11, 15, 3, 13, 19, 14, 6, 10, 2, 7, 5, 9, 0, 18, 17, 1, 4)","(12, 2, 13, 17, 4, 15, 18, 10, 14, 3, 4, 15, 20, 19, 3, 2, 19, 19, 5)"
1,2,"(19, 16, 3, 4, 12, 0, 9, 11, 5, 2, 18, 10, 1)","(6, 3, 18, 18, 12, 18, 6, 2, 11, 5, 6, 11, 7)"
1,3,"(13, 5, 15, 11, 4, 0, 17, 9, 8, 12, 7)","(4, 13, 15, 9, 17, 2, 16, 14, 17, 12, 19)"
1,4,"(17, 19, 15, 0, 13, 10, 2, 12, 8, 5, 11, 3, 14, 9, 7)","(16, 17, 7, 11, 19, 10, 2, 12, 14, 7, 9, 4, 5, 13, 14)"
1,5,"(16, 10, 6, 4, 3, 1, 15, 17, 8, 13, 0, 12, 11, 9)","(10, 4, 3, 5, 5, 12, 16, 2, 19, 6, 7, 9, 12, 12)"
1,6,"(19, 1, 7, 12, 17, 13, 15, 10, 18, 2, 8, 9, 5, 3, 4)","(15, 19, 20, 11, 8, 3, 1, 14, 7, 7, 12, 11, 6, 15, 20)"
1,7,"(5, 15, 18, 12, 0, 14, 2, 1)","(14, 9, 15, 12, 8, 16, 6, 18)"
1,8,"(5, 0, 15, 17)","(7, 18, 17, 17)"
1,9,"(12, 14)","(17, 7)"
2,0,"(8, 14, 0, 7, 11, 19, 18)","(19, 18, 19, 9, 5, 4, 2)"
2,1,"(4, 19, 10, 17, 18, 8)","(14, 18, 18, 8, 3, 5)"
2,2,"(13, 4, 8, 6, 16, 19, 3, 0, 18, 12, 7, 17, 1, 2)","(12, 20, 4, 12, 16, 2, 2, 16, 18, 5, 13, 11, 11, 13)"
2,3,"(17, 6, 4, 14)","(18, 7, 18, 8)"
2,4,"(5, 6, 7, 3, 16, 9, 4, 13, 11, 14, 1, 17, 10)","(13, 1, 14, 13, 13, 3, 6, 5, 19, 1, 4, 4, 16)"
3,0,"(3, 13, 5)","(17, 16, 6)"
3,1,"(3, 19)","(3, 11)"
3,2,"(19, 12, 9, 17, 8, 16, 0, 14, 5, 15, 3, 7, 11, 10, 2, 6, 1, 18, 4)","(4, 3, 13, 14, 15, 4, 17, 17, 6, 10, 10, 13, 9, 4, 6, 3, 14, 12, 1)"
