kind,task,machine_selectable,process_time
0,0,"(16, 4, 8, 10, 15, 6, 2, 1, 9)","(6, 9, 13, 2, 7, 16, 10, 13, 10)"
0,1,"(5, 10, 3, 2, 4, 15, 12, 11, 16, 9, 6, 18, 19, 7, 0, 17, 8, 14, 13, 1)","(15, 2, 12, 17, 18, 14, 20, 16, 3, 15, 17, 8, 5, 7, 11, 15, 15, 20, 3, 12)"
0,2,"(16, 17, 11, 15, 8, 18, 3, 13, 2, 7, 1, 5, 9, 6, 19, 14, 0, 12, 10)","(12, 16, 18, 2, 19, 14, 17, 3, 15, 17, 9, 2, 1, 15, 2, 1, 9, 5, 8)"
0,3,"(9, 3, 7, 4, 14, 11, 19, 1, 6, 5, 10)","(1, 15, 15, 12, 6, 20, 18, 7, 7, 17, 11)"
0,4,"(6, 19, 2, 5, 10, 4)","(10, 4, 20, 19, 4, 17)"
0,5,"(14, 11, 12, 19, 6)","(4, 10, 18, 13, 17)"
1,0,"(16, 2)","(1, 15)"
1,1,"(7, 15)","(7, 8)"
1,2,"(0, 5, 4, 6, 7, 12, 19, 16, 17, 3, 11, 1, 13, 8, 14, 15, 10)","(10, 6, 14, 18, 20, 17, 9, 11, 19, 3, 4, 9, 19, 15, 15, 19, 5)"
1,3,"(14, 15, 17, 1, 0)","(13, 20, 8, 2, 14)"
1,4,"(3, 1, 16, 5, 15, 0, 14)","(12, 3, 5, 16, 20, 3, 2)"
1,5,"(10, 6, 3, 8, 19, 4, 1, 12, 11, 13, 18, 5, 0, 17, 9, 2)","(18, 15, 10, 2, 17, 5, 9, 16, 16, 13, 3, 9, 11, 6, 4, 13)"
1,6,"(9, 10, 11, 0, 1, 3, 7, 15, 18, 4)","(11, 5, 13, 3, 5, 3, 1, 9, 16, 5)"
1,7,"(3, 17, 0, 19, 2, 8, 4, 9)","(8, 2, 14, 8, 7, 15, 4, 3)"
1,8,"(0, 17, 13, 8, 19, 2, 15, 16, 6, 10, 1, 7, 14)","(7, 6, 1, 8, 20, 20, 18, 9, 18, 18, 9, 13, 2)"
2,0,"(18, 6, 8, 13, 10, 12)","(5, 3, 13, 12, 3, 9)"
2,1,"(0, 15, 4, 9, 14, 7, 5, 18, 2, 1, 19, 10, 12, 3, 16, 6, 11, 17, 13)","(10, 18, 2, 18, 5, 8, 15, 18, 17, 15, 12, 12, 15, 5, 2, 18, 9, 17, 4)"
2,2,"(11, 10, 18, 2, 9, 12, 6, 7, 17, 16)","(20, 11, 19, 11, 16, 17, 20, 11, 7, 12)"
2,3,"(18, 14, 0, 10, 12, 13, 19, 11, 3, 15, 8, 7, 6, 16)","(17, 10, 19, 2, 16, 18, 16, 3, 1, 20, 16, 9, 9, 2)"
2,4,"(1, 7, 14, 17, 4, 2, 0, 3, 16, 13, 19, 10, 9)","(20, 13, 6, 16, 16, 17, 16, 7, 1, 14, 14, 7, 8)"
2,5,"(17, 6, 10, 9, 19, 13, 5, 12, 1, 15, 7, 8, 18)","(15, 10, 6, 16, 7, 9, 7, 11, 14, 15, 9, 6, 20)"
2,6,"(2, 19, 5, 17, 14, 8, 3, 10, 1)","(8, 7, 2, 12, 11, 13, 4, 13, 5)"
2,7,"(17, 14, 2, 5, 1, 11, 9, 0, 12, 3, 4, 8, 18, 16, 7, 13)","(12, 11, 10, 10, 4, 1, 1, 10, 10, 10, 9, 6, 10, 2, 5, 8)"
2,8,"(17, 19, 4, 16, 12, 10, 1, 0, 7, 18, 13, 8, 9, 2, 14, 6, 5, 11, 15)","(19, 13, 2, 20, 14, 16, 13, 12, 8, 20, 13, 10, 15, 2, 8, 4, 9, 6, 20)"
3,0,"(16, 3, 18, 19, 12, 0, 13, 2, 15, 1, 11, 5, 4, 17, 8, 6)","(19, 14, 5, 13, 13, 13, 13, 14, 10, 10, 6, 11, 6, 12, 8, 20)"
3,1,"(8, 7, 4, 19, 0, 12, 17, 11)","(10, 6, 9, 16, 5, 4, 18, 20)"
3,2,"(1, 7, 15, 5, 19, 18, 2, 17, 3, 11, 13, 16, 0, 8, 6, 9, 4, 10, 14)","(2, 6, 14, 2, 13, 17, 18, 6, 13, 8, 20, 3, 7, 18, 10, 18, 2, 6, 6)"
3,3,"(3, 13, 2, 9, 10, 16, 18, 0, 17, 15, 6, 12, 14)","(13, 18, 17, 4, 15, 4, 4, 4, 17, 19, 1, 18, 11)"
3,4,"(8, 14, 4, 1, 2, 19, 17, 16, 11, 15, 10, 13, 0, 7)","(17, 20, 12, 15, 17, 5, 10, 16, 14, 11, 17, 17, 8, 8)"
3,5,"(10, 4, 17, 8, 13, 0, 3, 1, 16, 5, 18, 12, 15, 11, 14, 6)","(12, 8, 13, 13, 19, 16, 2, 12, 5, 9, 9, 15, 10, 2, 5, 19)"
4,0,"(9, 8, 11)","(11, 6, 9)"
4,1,"(11, 14, 0, 7, 2, 8, 1, 19, 17, 10, 3, 12, 6, 13, 4, 18, 16, 5, 9)","(12, 3, 11, 9, 16, 5, 6, 18, 5, 14, 10, 4, 12, 9, 20, 16, 10, 8, 15)"
4,2,"(12, 17, 0, 2, 5, 10, 18, 14)","(12, 5, 6, 10, 12, 3, 2, 14)"
4,3,"(12, 14, 8)","(18, 7, 4)"
4,4,"(13, 8, 2)","(20, 5, 6)"
4,5,"(15, 16, 7, 13, 0, 4, 14, 8, 10, 18, 6, 17, 12, 11, 19, 5)","(2, 15, 17, 5, 17, 14, 1, 10, 1, 1, 5, 20, 10, 10, 15, 17)"
4,6,"(11, 6, 16, 14, 19, 15, 10, 4, 0, 1)","(14, 11, 18, 6, 16, 13, 5, 15, 14, 20)"
4,7,"(16, 8, 10, 4, 7, 2, 19, 18, 17, 15, 11)","(7, 18, 14, 17, 5, 1, 1, 2, 13, 8, 10)"
