kind,task,machine_selectable,process_time
0,0,"(14, 8, 11, 2, 13, 18, 10, 16, 12, 7, 5, 4, 9, 0)","(13, 18, 18, 18, 6, 6, 17, 3, 3, 16, 2, 9, 19, 14)"
0,1,"(0, 8, 16, 17, 5, 7, 6, 18, 1, 19, 13, 9, 10, 3)","(15, 8, 4, 15, 6, 4, 15, 1, 19, 19, 6, 14, 8, 8)"
0,2,"(12, 3, 16, 9, 1, 19, 5, 0, 7, 2, 10, 6, 15, 14)","(2, 3, 1, 20, 12, 10, 16, 4, 20, 15, 19, 18, 14, 7)"
0,3,"(0, 13, 3, 10)","(8, 7, 18, 1)"
0,4,"(19,)","(15,)"
0,5,"(7, 9, 5, 11, 19, 16, 1, 15, 18, 8, 4, 10, 12, 17, 2, 13, 0, 6, 3, 14)","(6, 3, 17, 17, 10, 12, 1, 4, 17, 4, 11, 7, 2, 1, 9, 16, 10, 6, 2, 10)"
0,6,"(2, 6, 11, 14, 8, 16, 5, 3, 18, 9, 4)","(18, 8, 12, 13, 19, 18, 19, 2, 6, 14, 13)"
1,0,"(6, 14, 18, 13)","(19, 2, 10, 10)"
1,1,"(5, 0, 10, 13, 16, 6, 8, 18, 7, 11, 19, 15, 9, 2, 12, 14, 3, 17, 4)","(2, 12, 12, 1, 4, 13, 8, 5, 2, 19, 9, 9, 5, 11, 1, 14, 10, 18, 2)"
1,2,"(13, 18, 16, 15, 11, 12, 1)","(6, 6, 11, 20, 18, 6, 13)"
1,3,"(4, 13, 17, 18)","(19, 4, 5, 18)"
1,4,"(5, 8, 14, 1, 7, 16, 19, 18, 2, 17, 15, 9, 4, 13, 11, 10)","(15, 11, 14, 12, 18, 3, 16, 17, 2, 4, 1, 16, 18, 16, 11, 2)"
1,5,"(19, 13, 7, 12, 11, 10, 8, 9, 2, 14, 15, 5, 18, 16, 0, 1, 6, 17, 3)","(13, 3, 9, 5, 16, 15, 12, 3, 10, 6, 11, 2, 17, 17, 7, 5, 17, 12, 5)"
1,6,"(1, 8, 3, 12, 14, 18, 11, 17, 16, 4, 5, 19, 0, 13, 9, 7, 10)","(12, 10, 19, 5, 9, 15, 9, 20, 3, 10, 13, 12, 20, 8, 5, 20, 4)"
2,0,"(3, 5, 7, 18, 10, 19)","(12, 19, 10, 16, 3, 8)"
2,1,"(3, 1, 0, 18, 5, 16, 9, 17, 12, 8)","(15, 15, 18, 18, 16, 13, 8, 11, 3, 9)"
2,2,"(0, 10)","(11, 8)"
2,3,"(5, 4, 6, 16, 19, 0, 3)","(16, 3, 8, 4, 8, 3, 13)"
2,4,"(15, 16, 2, 5, 1, 8, 19, 13, 14, 3, 4)","(10, 15, 8, 7, 3, 6, 1, 5, 9, 6, 13)"
3,0,"(12, 3, 16, 0, 10, 5, 17, 1, 18, 6, 13, 8, 15, 7, 19, 2)","(16, 2, 15, 8, 4, 6, 17, 1, 2, 8, 17, 15, 5, 9, 15, 12)"
3,1,"(12,)","(17,)"
3,2,"(15, 9, 5, 18, 11, 1, 10, 2, 4, 0, 12)","(15, 10, 11, 8, 8, 2, 17, 14, 14, 9, 13)"
3,3,"(6, 13, 4, 16, 2)","(14, 10, 2, 19, 4)"
