kind,task,machine_selectable,process_time
0,0,"(6, 5, 3, 4, 0, 1, 2)","(16, 2, 20, 20, 8, 1, 19)"
0,1,"(7, 1, 2, 3, 0, 5, 9, 6)","(20, 10, 5, 11, 1, 10, 10, 2)"
0,2,"(2,)","(4,)"
0,3,"(0, 4, 2, 5, 1)","(15, 15, 8, 10, 18)"
0,4,"(6, 8, 5, 2, 0, 1)","(12, 10, 3, 17, 5, 2)"
0,5,"(1, 0, 6, 7, 3)","(11, 8, 16, 8, 12)"
0,6,"(7, 0)","(15, 17)"
1,0,"(9, 5, 3, 8, 4)","(3, 6, 15, 13, 19)"
1,1,"(4, 8, 5, 0)","(12, 16, 13, 12)"
1,2,"(7,)","(20,)"
1,3,"(2, 8, 6, 7, 9, 5, 0, 1, 3, 4)","(20, 18, 5, 1, 2, 5, 17, 12, 5, 8)"
1,4,"(8, 7, 5, 2, 3, 6)","(17, 10, 15, 5, 6, 9)"
1,5,"(0, 8, 2, 9, 4, 5, 3, 7)","(10, 12, 20, 20, 20, 19, 2, 1)"
1,6,"(4, 1, 8, 6, 0, 9)","(14, 10, 2, 8, 10, 20)"
1,7,"(9, 3, 0, 7, 1, 6, 8, 2, 5)","(11, 15, 19, 14, 11, 14, 18, 5, 20)"
1,8,"(7,)","(19,)"
1,9,"(2, 3, 5, 6, 7)","(20, 10, 4, 9, 13)"
2,0,"(7, 9, 6)","(17, 7, 16)"
2,1,"(4, 3, 7, 5, 9, 2, 8)","(5, 9, 6, 1, 2, 11, 13)"
2,2,"(7, 8, 1, 9, 5, 0, 6, 3, 4, 2)","(11, 6, 20, 5, 6, 15, 20, 9, 13, 13)"
2,3,"(7, 6, 9, 5, 4, 1)","(4, 13, 6, 6, 11, 10)"
2,4,"(9, 8, 2)","(20, 8, 10)"
2,5,"(0, 4, 8, 1, 2, 5, 6, 3, 9, 7)","(12, 13, 13, 8, 9, 7, 16, 20, 16, 19)"
2,6,"(8, 9, 3, 6, 5, 7, 4, 2, 1, 0)","(6, 17, 19, 5, 20, 20, 6, 6, 12, 18)"
2,7,"(3, 6)","(12, 17)"
3,0,"(7,)","(12,)"
3,1,"(3, 2, 9, 1, 6)","(12, 11, 12, 12, 8)"
3,2,"(9, 2, 7, 6, 3, 4, 8, 0, 1, 5)","(20, 3, 2, 3, 13, 11, 4, 1, 3, 13)"
3,3,"(8,)","(6,)"
3,4,"(4, 5, 1)","(11, 18, 11)"
4,0,"(5, 3, 4)","(1, 7, 1)"
4,1,"(3, 9, 8, 0, 6, 1, 7)","(5, 1, 3, 13, 17, 6, 15)"
4,2,"(6, 3, 7, 8)","(11, 7, 1, 8)"
4,3,"(3, 0, 8, 1, 9, 7, 4, 5, 2, 6)","(5, 14, 12, 18, 12, 6, 3, 7, 12, 16)"
4,4,"(0, 5, 7, 3, 4, 8)","(15, 17, 9, 9, 2, 11)"
4,5,"(1, 5, 8, 7, 4, 6)","(7, 11, 12, 8, 18, 15)"
4,6,"(7, 4, 6, 9, 0, 5, 1)","(7, 15, 18, 16, 8, 17, 17)"
