kind,task,machine_selectable,process_time
0,0,"(8,)","(16,)"
0,1,"(0, 3, 4, 1, 6, 7, 9)","(9, 9, 11, 18, 19, 10, 20)"
0,2,"(9, 0, 6, 3, 8, 4, 1)","(10, 17, 10, 11, 4, 7, 6)"
0,3,"(5, 2, 7, 1)","(1, 6, 15, 4)"
0,4,"(7, 5, 4, 8, 2, 9, 1, 3, 0)","(17, 8, 13, 5, 4, 19, 2, 13, 1)"
0,5,"(2, 6, 9, 3, 5, 4, 0, 7, 8)","(6, 19, 5, 5, 2, 4, 11, 14, 8)"
0,6,"(8, 5, 7, 6)","(5, 17, 11, 13)"
1,0,"(8, 1, 4, 7, 6, 5, 0, 9)","(14, 8, 5, 15, 1, 16, 19, 10)"
1,1,"(4, 7)","(2, 6)"
1,2,"(2, 4, 6, 1, 8)","(9, 14, 3, 14, 10)"
1,3,"(1, 9, 7, 3, 4, 2, 8, 6, 0)","(14, 10, 3, 9, 18, 13, 1, 20, 19)"
1,4,"(3, 2, 8)","(15, 13, 3)"
1,5,"(0, 5, 6)","(9, 8, 13)"
1,6,"(5, 2, 1, 8, 3, 7, 6, 9)","(8, 13, 7, 10, 5, 12, 11, 12)"
1,7,"(0, 2, 9, 1, 8, 5, 7)","(14, 11, 5, 18, 9, 11, 8)"
1,8,"(9,)","(18,)"
1,9,"(4,)","(3,)"
2,0,"(5,)","(18,)"
2,1,"(0,)","(19,)"
2,2,"(5, 4, 0, 3, 6, 8, 2, 9)","(16, 1, 9, 5, 1, 15, 11, 19)"
2,3,"(0, 8, 1, 2, 9, 7)","(7, 17, 19, 2, 8, 13)"
2,4,"(9, 4, 2, 3, 6, 8, 0)","(14, 20, 2, 16, 1, 18, 4)"
2,5,"(3, 5, 9, 1, 6, 0, 2, 8, 4, 7)","(3, 15, 7, 7, 8, 11, 2, 16, 1, 16)"
2,6,"(6, 8, 1, 7)","(16, 10, 4, 3)"
2,7,"(1, 6, 3, 2)","(10, 5, 14, 7)"
2,8,"(1, 0, 9, 7, 6, 3)","(19, 1, 9, 4, 6, 18)"
3,0,"(1, 0, 6, 7, 4)","(12, 8, 1, 3, 5)"
3,1,"(9, 5, 7)","(8, 17, 14)"
3,2,"(1,)","(13,)"
3,3,"(3, 4, 9, 0)","(18, 13, 7, 3)"
3,4,"(4, 9, 7, 8)","(16, 13, 3, 3)"
3,5,"(0, 9, 4, 1, 2, 7, 6, 5)","(8, 6, 10, 6, 8, 15, 3, 12)"
3,6,"(2, 5, 7, 1)","(12, 4, 13, 18)"
3,7,"(4, 9)","(2, 15)"
4,0,"(3, 9, 7)","(18, 17, 4)"
4,1,"(3, 2, 5)","(14, 5, 8)"
4,2,"(8, 9, 5, 7, 6, 2, 1, 3, 0)","(4, 4, 10, 20, 1, 8, 2, 18, 2)"
4,3,"(0, 4, 6, 8, 1, 2, 3, 5, 9)","(11, 3, 8, 14, 20, 3, 4, 14, 7)"
4,4,"(4, 3, 9, 0, 1)","(12, 5, 15, 1, 14)"
4,5,"(1, 4, 5, 7, 6, 8, 3)","(16, 10, 10, 15, 13, 16, 14)"
4,6,"(2, 5, 8)","(13, 13, 11)"
4,7,"(3, 4, 0, 5, 7, 1, 2, 6, 9)","(11, 14, 19, 14, 2, 19, 16, 10, 10)"
5,0,"(4, 9, 5, 3, 7, 0, 1, 8, 2, 6)","(9, 5, 5, 1, 3, 6, 5, 6, 5, 13)"
5,1,"(7, 3, 8, 2, 5)","(8, 12, 13, 4, 14)"
5,2,"(4, 7, 5, 3, 8, 9)","(20, 8, 5, 16, 9, 18)"
5,3,"(3, 1, 0, 8, 2, 9, 5)","(5, 19, 3, 18, 17, 10, 14)"
5,4,"(9,)","(7,)"
5,5,"(4, 5, 1, 2, 6, 7, 8)","(13, 7, 9, 5, 20, 17, 11)"
6,0,"(7, 8, 3, 0)","(19, 11, 7, 5)"
6,1,"(8, 2, 0, 5, 4, 1)","(14, 12, 15, 2, 16, 13)"
6,2,"(4, 8, 1, 0, 2, 6, 3, 7)","(5, 19, 14, 16, 6, 20, 7, 13)"
6,3,"(4, 6, 9, 0, 1, 5)","(14, 5, 20, 14, 17, 8)"
6,4,"(6, 5, 3, 2, 1, 8, 7, 9)","(14, 20, 7, 3, 16, 11, 18, 13)"
6,5,"(3, 2, 4, 7, 9, 6)","(13, 1, 15, 19, 14, 17)"
7,0,"(2, 3, 4, 7, 0, 9)","(3, 3, 12, 8, 7, 15)"
7,1,"(3, 5, 4, 1, 2, 6, 8)","(6, 11, 9, 19, 20, 6, 6)"
7,2,"(6, 3, 2, 7, 0, 8, 5, 9, 4, 1)","(4, 17, 20, 12, 15, 13, 15, 14, 1, 9)"
7,3,"(5, 1, 2, 8)","(18, 20, 2, 20)"
7,4,"(6, 7, 3, 9, 4, 2, 8, 0)","(4, 2, 14, 4, 3, 15, 18, 16)"
7,5,"(8, 0, 4, 3, 2)","(16, 8, 18, 6, 15)"
7,6,"(8, 5, 0, 4, 1, 9, 6, 7, 2)","(1, 18, 12, 6, 4, 10, 18, 2, 12)"
7,7,"(0,)","(2,)"
8,0,"(1, 4, 7, 2, 0, 5, 9, 3)","(1, 1, 12, 2, 8, 5, 4, 1)"
8,1,"(8, 3, 0, 7)","(6, 6, 5, 20)"
8,2,"(9, 7)","(17, 4)"
8,3,"(6, 0, 1, 4, 8, 2, 7)","(16, 6, 16, 13, 19, 1, 1)"
8,4,"(8, 2, 9, 5, 0)","(4, 13, 6, 12, 6)"
8,5,"(4,)","(15,)"
8,6,"(3, 5, 6, 9, 1, 0, 4, 2)","(9, 18, 12, 12, 7, 6, 6, 13)"
9,0,"(0, 2)","(3, 17)"
9,1,"(8, 6, 4, 1, 3)","(13, 13, 4, 13, 1)"
9,2,"(2, 3, 8, 9, 5, 7)","(11, 4, 16, 10, 14, 20)"
9,3,"(6, 4, 2, 5, 8, 7, 0, 3, 1)","(18, 12, 17, 2, 10, 5, 15, 2, 3)"
9,4,"(4,)","(15,)"
9,5,"(6, 2, 9, 5, 7)","(19, 17, 20, 4, 7)"
9,6,"(6, 4, 7, 0, 8, 5, 9, 1, 3)","(6, 12, 12, 6, 2, 17, 2, 20, 11)"
9,7,"(5, 4, 0, 1, 9, 2, 3, 6, 8, 7)","(10, 14, 11, 15, 3, 3, 8, 8, 13, 14)"
9,8,"(6,)","(16,)"
9,9,"(7, 2, 1)","(14, 13, 9)"
