kind,task,machine_selectable,process_time
0,0,"(0, 11, 10, 13, 3, 4, 14, 9, 2, 5, 6, 7)","(6, 4, 10, 10, 12, 19, 10, 8, 4, 19, 14, 20)"
0,1,"(6, 0, 3, 4, 12)","(15, 9, 7, 2, 13)"
0,2,"(8, 7, 9, 2, 11, 4, 12, 13, 1)","(4, 17, 19, 9, 15, 7, 16, 15, 9)"
0,3,"(14, 3, 2, 13, 9, 1)","(12, 3, 19, 8, 3, 10)"
0,4,"(11, 13, 1, 4, 0, 8, 7, 10, 14, 12, 2, 3)","(19, 7, 14, 5, 13, 16, 17, 19, 1, 7, 1, 4)"
0,5,"(5, 12, 2, 1, 14, 3, 9, 7)","(14, 8, 8, 11, 9, 18, 15, 13)"
0,6,"(4, 8, 11)","(12, 7, 6)"
1,0,"(7, 11, 9, 13)","(4, 13, 11, 4)"
1,1,"(1, 7, 0, 9, 11, 14, 6, 5, 13, 4, 3)","(16, 8, 7, 16, 6, 11, 14, 1, 15, 17, 2)"
1,2,"(4, 10, 9, 11, 14, 3)","(1, 10, 19, 14, 15, 8)"
1,3,"(10, 13, 11, 9, 5, 0, 2, 1, 3)","(7, 19, 2, 9, 14, 17, 5, 17, 7)"
1,4,"(8, 3)","(3, 9)"
1,5,"(11, 3, 1, 6, 10, 12, 4, 9, 0, 13, 2)","(6, 16, 13, 19, 5, 3, 10, 14, 2, 16, 8)"
1,6,"(14, 7, 13, 4, 2, 1, 3)","(8, 2, 9, 7, 14, 3, 5)"
2,0,"(9, 6, 14, 12, 0, 11, 8)","(6, 20, 18, 14, 7, 15, 20)"
2,1,"(10, 12, 9, 5, 0, 8, 4, 3, 1, 11, 2, 13, 6, 7, 14)","(3, 19, 5, 4, 7, 4, 20, 12, 10, 10, 11, 17, 1, 3, 5)"
2,2,"(0, 9, 11, 6, 13, 1, 3, 2)","(1, 15, 19, 16, 9, 16, 3, 2)"
2,3,"(9, 8, 11, 13, 12, 10, 7)","(16, 12, 5, 18, 16, 3, 12)"
2,4,"(6, 2, 10, 8, 5, 7, 12, 4)","(12, 15, 12, 6, 5, 10, 3, 15)"
2,5,"(7, 10, 3, 1, 13, 4)","(5, 2, 1, 7, 9, 12)"
2,6,"(6, 5, 14)","(20, 19, 11)"
3,0,"(2, 4)","(15, 17)"
3,1,"(14, 6, 0)","(11, 12, 16)"
3,2,"(4, 7, 10)","(6, 18, 14)"
3,3,"(6, 10, 11, 1, 2)","(4, 19, 9, 13, 1)"
3,4,"(11, 1, 6, 0, 9, 14)","(16, 2, 11, 12, 4, 11)"
3,5,"(3, 1, 4, 10, 5, 6)","(18, 5, 7, 18, 1, 17)"
3,6,"(3, 11, 4, 9, 1, 10, 6, 7, 5)","(18, 1, 7, 20, 1, 7, 13, 12, 16)"
3,7,"(7, 14, 11, 2, 4)","(6, 14, 14, 14, 3)"
3,8,"(12, 4, 11, 13, 3, 9, 7, 2, 1, 0, 10, 5, 8, 14)","(8, 18, 16, 18, 4, 12, 19, 9, 20, 19, 18, 12, 8, 19)"
3,9,"(1, 0, 9, 8, 6, 11, 3, 7, 10, 5, 2, 14, 13)","(5, 11, 20, 12, 3, 3, 16, 3, 7, 5, 10, 20, 17)"
