kind,task,machine_selectable,process_time
0,0,"(5, 8, 1, 3, 9, 10, 11, 13)","(2, 2, 15, 18, 14, 13, 8, 16)"
0,1,"(11, 6, 4, 5, 12, 1, 13, 9, 10, 3)","(2, 20, 1, 16, 9, 17, 14, 6, 2, 15)"
0,2,"(4, 2, 6, 12, 8, 5, 7, 14, 0, 11, 10)","(12, 16, 14, 15, 9, 17, 1, 14, 17, 8, 19)"
0,3,"(5, 13, 1, 9, 3, 6, 14, 11)","(16, 8, 20, 7, 10, 7, 18, 14)"
0,4,"(6, 5, 7, 1, 12)","(9, 16, 11, 15, 9)"
1,0,"(3, 4, 12, 1, 11, 13, 9, 6, 5, 10)","(19, 3, 2, 20, 4, 12, 20, 12, 7, 2)"
1,1,"(1, 4, 10, 13, 0, 3, 8, 6, 12, 11)","(5, 18, 3, 13, 12, 11, 16, 14, 7, 1)"
1,2,"(0, 4, 9, 6, 14, 11, 12, 8, 3, 7, 5, 13, 1)","(13, 3, 8, 9, 1, 13, 18, 14, 3, 19, 10, 13, 2)"
1,3,"(9, 7, 14, 10)","(15, 13, 2, 16)"
1,4,"(1, 14, 4, 0, 10, 11, 7, 2, 8, 6, 9, 5, 13, 12, 3)","(12, 13, 5, 10, 10, 20, 18, 4, 10, 3, 11, 8, 8, 6, 16)"
1,5,"(2, 14, 7)","(5, 18, 5)"
2,0,"(6, 1, 5, 14, 13, 0, 4, 3, 12, 9, 11)","(5, 4, 18, 8, 6, 10, 12, 15, 14, 15, 16)"
2,1,"(1, 7, 10, 4, 12, 0, 3, 8, 13, 11, 14, 6, 2)","(5, 6, 11, 5, 3, 19, 14, 4, 14, 3, 4, 9, 20)"
2,2,"(4, 0, 12, 5, 14, 3, 2, 8, 7, 11, 13, 9)","(18, 6, 11, 11, 1, 6, 13, 11, 11, 14, 15, 16)"
2,3,"(8, 5, 4, 1, 3, 10, 14)","(11, 20, 18, 8, 12, 7, 4)"
2,4,"(6, 1, 4, 8, 7)","(12, 8, 19, 19, 18)"
2,5,"(5, 11, 13, 10, 8, 7, 6, 4, 14, 1, 2, 12, 3)","(3, 6, 12, 17, 1, 5, 12, 4, 12, 7, 13, 3, 9)"
2,6,"(14, 10, 8, 1, 13, 7, 6, 2, 11, 12, 5, 9, 4)","(14, 11, 10, 9, 7, 8, 3, 6, 1, 16, 15, 17, 9)"
3,0,"(3, 9, 2, 1, 12, 8, 13, 10, 11, 4, 7, 0, 6)","(8, 12, 10, 20, 6, 6, 19, 9, 20, 20, 15, 11, 10)"
3,1,"(5, 14, 7, 1)","(15, 18, 9, 14)"
3,2,"(12, 6, 2, 7, 9, 3, 8, 14, 0)","(8, 17, 16, 4, 18, 5, 4, 7, 10)"
3,3,"(6, 3, 13, 4, 10, 9, 2, 5, 1)","(16, 2, 1, 13, 18, 15, 17, 13, 4)"
3,4,"(11, 10, 8, 6, 1, 5, 7, 4, 13, 12, 0, 14, 3)","(6, 14, 13, 20, 14, 4, 16, 12, 3, 18, 11, 12, 8)"
4,0,"(6, 4, 13, 0, 2)","(17, 17, 13, 5, 20)"
4,1,"(12, 1, 9, 8, 5, 0, 13, 2, 7, 4)","(6, 7, 18, 16, 19, 3, 20, 2, 8, 19)"
4,2,"(2, 12, 11, 9, 8, 5, 4, 3, 13, 7, 1)","(19, 12, 2, 1, 18, 11, 5, 5, 5, 7, 18)"
4,3,"(6, 0, 5)","(15, 19, 17)"
4,4,"(12,)","(7,)"
4,5,"(4, 8, 5, 13, 14, 11, 7, 10, 2, 3, 9, 12)","(15, 20, 17, 10, 17, 5, 7, 10, 7, 19, 10, 10)"
