kind,task,machine_selectable,process_time
0,0,"(4, 8, 7)","(15, 3, 12)"
0,1,"(1, 7, 8, 6, 3, 2, 9)","(4, 2, 11, 13, 15, 16, 3)"
0,2,"(9,)","(9,)"
0,3,"(0, 1, 6, 2, 5, 3, 7, 8)","(13, 19, 10, 9, 10, 7, 4, 2)"
0,4,"(4, 7, 1, 2, 5, 6, 8)","(4, 19, 7, 7, 8, 16, 13)"
0,5,"(9,)","(1,)"
0,6,"(4, 2, 3, 0)","(16, 20, 3, 7)"
0,7,"(3, 1, 2, 5, 0, 4, 8)","(5, 14, 13, 4, 10, 18, 10)"
0,8,"(0, 7)","(15, 11)"
1,0,"(9, 6, 0, 2, 3, 4, 5, 7, 8, 1)","(1, 2, 2, 3, 1, 1, 1, 17, 4, 4)"
1,1,"(3, 7, 0, 8, 1, 5, 9, 6)","(12, 1, 20, 14, 8, 10, 7, 4)"
1,2,"(4, 8, 0)","(6, 3, 1)"
1,3,"(6, 5, 1, 9, 0, 2)","(5, 13, 11, 12, 12, 17)"
1,4,"(9, 5, 4, 2)","(16, 20, 1, 2)"
1,5,"(9,)","(1,)"
1,6,"(6, 0, 8, 4, 9)","(19, 4, 19, 4, 13)"
2,0,"(8, 9, 2, 4, 7)","(4, 20, 8, 14, 2)"
2,1,"(0,)","(2,)"
2,2,"(9, 7, 5, 4)","(16, 8, 11, 8)"
2,3,"(0,)","(16,)"
2,4,"(5, 0, 1, 9, 3, 4, 2, 6, 8, 7)","(18, 10, 12, 20, 14, 4, 10, 18, 16, 4)"
3,0,"(0, 2, 7, 1, 5, 3, 9, 4, 8, 6)","(8, 4, 19, 16, 17, 8, 19, 12, 16, 20)"
3,1,"(4,)","(19,)"
3,2,"(8, 3, 5, 7, 9, 4, 6, 1, 2)","(18, 2, 11, 10, 14, 16, 14, 12, 12)"
3,3,"(3, 5, 9, 7, 4, 2, 0, 1, 8)","(5, 2, 5, 6, 19, 12, 5, 18, 19)"
3,4,"(8, 2, 1)","(3, 5, 7)"
3,5,"(0, 4)","(13, 5)"
3,6,"(1, 7, 6, 9, 8, 4, 5, 3, 0, 2)","(15, 3, 2, 3, 5, 5, 3, 11, 6, 14)"
3,7,"(0, 5, 9)","(7, 14, 17)"
4,0,"(1, 9, 5, 3, 4)","(16, 5, 4, 9, 12)"
4,1,"(6, 4, 5, 1)","(1, 9, 3, 10)"
4,2,"(2, 5, 1, 4, 7, 6, 8)","(18, 7, 12, 7, 14, 13, 2)"
4,3,"(1, 7)","(15, 8)"
4,4,"(5, 1, 2, 6, 3, 9, 0)","(14, 2, 4, 13, 19, 1, 15)"
4,5,"(2, 6, 4, 5, 8)","(2, 6, 2, 20, 8)"
4,6,"(9, 5, 6)","(4, 1, 1)"
