kind,task,machine_selectable,process_time,power
0,0,"(19, 14, 9, 11, 3, 12, 10, 6, 0, 8, 16, 1, 2, 5, 7)","(7, 14, 4, 7, 3, 2, 15, 18, 7, 9, 12, 2, 6, 12, 8)","(128, 156, 110, 190, 134, 151, 63, 191, 174, 111, 137, 163, 53, 55, 167)"
0,1,"(2, 0, 7, 1, 14, 5, 10, 12, 9, 3, 8, 13, 17)","(18, 20, 18, 1, 18, 12, 6, 4, 9, 20, 18, 18, 12)","(121, 89, 171, 34, 191, 109, 78, 76, 184, 96, 108, 23, 195)"
0,2,"(3,)","(13,)","(175,)"
0,3,"(6, 12, 1, 4, 13, 11, 8, 19, 14, 10, 2, 3, 16, 15, 0, 7, 17)","(17, 18, 17, 14, 13, 8, 18, 15, 4, 16, 3, 2, 18, 20, 8, 20, 5)","(146, 48, 65, 107, 164, 54, 119, 24, 186, 124, 17, 34, 104, 157, 158, 90, 198)"
0,4,"(13, 1, 7, 11, 12, 18, 19, 2, 10, 4, 16)","(10, 19, 12, 2, 7, 16, 17, 17, 7, 20, 7)","(170, 41, 71, 45, 150, 64, 36, 35, 119, 91, 51)"
0,5,"(5, 17, 11, 6, 1, 16, 18, 13, 10, 7, 14, 2, 0, 9, 3, 12)","(20, 3, 20, 1, 6, 14, 10, 9, 1, 7, 12, 4, 2, 3, 4, 12)","(59, 148, 57, 149, 186, 109, 50, 114, 195, 32, 129, 85, 15, 21, 145, 89)"
1,0,"(11, 10, 15, 14, 19, 17, 1, 2, 12)","(3, 14, 13, 20, 5, 10, 14, 4, 2)","(135, 55, 192, 54, 17, 51, 85, 12, 181)"
1,1,"(1, 19, 5, 16, 7, 14, 4)","(18, 4, 9, 19, 2, 12, 12)","(45, 142, 94, 132, 176, 99, 199)"
1,2,"(17, 11, 1, 10, 15, 18, 3)","(1, 17, 6, 17, 14, 2, 17)","(159, 41, 94, 90, 57, 175, 69)"
1,3,"(11, 17, 12, 3)","(12, 11, 20, 2)","(53, 56, 128, 195)"
1,4,"(7,)","(4,)","(27,)"
1,5,"(16, 7, 1, 9, 10, 5, 17, 2, 12, 15, 4, 13, 19, 6, 18)","(7, 3, 11, 10, 9, 7, 3, 3, 12, 14, 15, 2, 13, 5, 10)","(22, 174, 169, 52, 150, 102, 32, 48, 129, 163, 130, 186, 50, 125, 50)"
1,6,"(13, 18, 14, 12, 17)","(16, 6, 2, 8, 10)","(107, 118, 198, 123, 174)"
2,0,"(19, 7, 2, 16, 8, 4, 13, 1)","(13, 6, 9, 12, 9, 4, 14, 16)","(36, 151, 173, 158, 64, 104, 149, 119)"
2,1,"(15, 13, 8, 3, 0, 11, 12, 9)","(8, 18, 10, 12, 1, 19, 3, 19)","(66, 99, 164, 143, 102, 165, 196, 191)"
2,2,"(17, 0, 3)","(12, 13, 8)","(81, 116, 13)"
2,3,"(18, 17)","(9, 4)","(65, 87)"
2,4,"(19, 2, 17, 7, 4, 9, 14, 16, 13, 3)","(12, 3, 12, 3, 2, 8, 18, 2, 7, 9)","(157, 35, 31, 156, 87, 72, 89, 193, 57, 99)"
2,5,"(13, 3, 2, 0, 7, 9, 18, 14, 19, 6)","(4, 2, 15, 2, 10, 5, 2, 4, 7, 20)","(138, 175, 154, 16, 167, 97, 40, 109, 115, 58)"
2,6,"(16, 9, 3, 8, 15, 18, 2, 6, 7, 0, 19, 17, 14, 12, 5)","(20, 17, 10, 16, 5, 19, 13, 2, 6, 11, 18, 13, 6, 7, 15)","(93, 151, 119, 33, 143, 171, 72, 182, 73, 131, 12, 161, 52, 184, 114)"
2,7,"(18, 0, 14, 13, 3)","(20, 15, 14, 18, 1)","(100, 90, 73, 58, 35)"
2,8,"(7,)","(19,)","(16,)"
3,0,"(9, 18, 12, 8, 3, 1, 16, 2, 15, 4, 17, 10, 14, 0, 7, 6)","(2, 2, 1, 5, 4, 3, 4, 9, 10, 4, 4, 4, 15, 4, 20, 16)","(104, 100, 112, 42, 115, 127, 139, 121, 150, 78, 52, 109, 163, 164, 144, 154)"
