kind,task,machine_selectable,process_time,power
0,0,"(8, 5, 3, 17, 12, 15, 9, 4, 16, 11, 1, 10, 2, 0)","(12, 15, 19, 20, 5, 3, 13, 9, 6, 18, 4, 11, 11, 1)","(18, 144, 105, 96, 100, 79, 66, 89, 189, 77, 120, 36, 47, 160)"
0,1,"(17, 0)","(12, 14)","(62, 95)"
0,2,"(3, 14, 5, 17, 15, 9, 6, 8, 4, 16, 2, 12, 7, 18, 10, 11, 19, 0)","(6, 15, 12, 6, 13, 1, 20, 7, 19, 12, 9, 8, 2, 1, 18, 4, 5, 6)","(154, 160, 129, 52, 93, 156, 121, 21, 109, 62, 63, 86, 90, 171, 27, 44, 32, 16)"
0,3,"(3, 7, 12, 19, 10, 2, 6, 4, 11, 9, 17, 14, 0, 16, 8)","(4, 14, 16, 20, 7, 11, 7, 18, 1, 17, 13, 16, 11, 18, 4)","(73, 31, 124, 138, 39, 123, 82, 116, 157, 25, 156, 72, 21, 145, 72)"
0,4,"(14, 1, 17, 11, 6, 5, 13, 3, 15, 9, 8, 7, 16, 12, 4, 18, 2, 10)","(10, 11, 1, 9, 19, 16, 8, 3, 7, 18, 17, 20, 16, 16, 15, 17, 5, 11)","(99, 54, 74, 41, 159, 77, 172, 185, 62, 98, 179, 127, 68, 43, 63, 21, 77, 102)"
1,0,"(3, 6, 13, 7, 15, 11, 16, 1, 2, 0, 14, 8)","(20, 6, 15, 5, 15, 3, 12, 3, 16, 18, 10, 18)","(162, 59, 98, 155, 185, 102, 67, 78, 120, 198, 31, 130)"
1,1,"(0, 6, 16, 10, 1, 13, 2, 14, 18, 5, 12, 3, 15, 9, 7)","(19, 5, 5, 15, 18, 9, 13, 6, 4, 18, 19, 11, 7, 8, 12)","(132, 200, 31, 160, 155, 175, 131, 156, 129, 132, 94, 121, 70, 177, 136)"
1,2,"(0, 11, 2, 18, 12, 9, 19)","(3, 18, 12, 9, 9, 19, 7)","(174, 180, 109, 68, 11, 45, 82)"
1,3,"(3, 11, 9, 6, 17, 5, 15, 2, 16, 18, 1, 10, 4, 8)","(13, 1, 15, 9, 19, 3, 10, 20, 9, 14, 13, 5, 4, 10)","(15, 63, 141, 193, 167, 123, 166, 117, 110, 86, 82, 137, 184, 23)"
1,4,"(17, 2, 0, 12, 18, 9, 10)","(11, 5, 2, 5, 9, 18, 4)","(75, 159, 163, 68, 144, 84, 45)"
1,5,"(19, 17)","(9, 13)","(191, 150)"
1,6,"(7, 15, 3, 5)","(7, 9, 8, 7)","(32, 162, 117, 179)"
2,0,"(19, 18, 1, 8, 4, 3, 12, 7, 16, 10, 6, 0, 5, 13, 14, 17, 15, 9)","(11, 1, 8, 15, 10, 4, 8, 16, 9, 2, 20, 19, 17, 6, 17, 17, 7, 20)","(125, 22, 61, 63, 20, 120, 31, 68, 172, 42, 101, 122, 157, 24, 159, 14, 154, 163)"
2,1,"(11, 18, 16, 9, 3, 17, 13, 12, 8, 0, 14, 2, 19, 7, 6)","(19, 16, 15, 5, 16, 19, 6, 8, 8, 12, 18, 10, 8, 15, 19)","(110, 83, 75, 46, 69, 46, 35, 65, 97, 64, 77, 72, 25, 21, 73)"
2,2,"(14, 1, 15, 11, 9, 19, 12, 3, 13, 0, 4, 10, 18, 2, 17, 8, 5, 16, 7)","(17, 8, 7, 6, 11, 7, 20, 15, 17, 2, 2, 17, 15, 17, 15, 8, 19, 14, 3)","(184, 84, 101, 33, 36, 110, 150, 160, 198, 145, 191, 87, 86, 179, 66, 73, 130, 63, 106)"
2,3,"(2, 17, 9, 16, 1, 3, 19, 5, 8, 14, 15, 6)","(1, 6, 3, 8, 18, 15, 4, 17, 11, 1, 19, 4)","(40, 87, 55, 138, 76, 138, 19, 142, 33, 17, 119, 197)"
2,4,"(5, 1)","(19, 16)","(154, 21)"
