kind,task,machine_selectable,process_time
0,0,"(5, 1, 9, 7, 2, 3, 8, 4, 0, 6)","(12, 12, 10, 13, 3, 9, 9, 3, 18, 6)"
0,1,"(5, 9, 8, 2, 3, 1, 7, 6, 0, 4)","(12, 16, 5, 14, 18, 5, 19, 14, 17, 9)"
0,2,"(5,)","(14,)"
0,3,"(7,)","(4,)"
0,4,"(8, 6, 0, 1)","(5, 17, 20, 11)"
1,0,"(7, 3, 5, 8)","(20, 10, 12, 4)"
1,1,"(9, 6, 5, 2)","(7, 2, 4, 10)"
1,2,"(8, 3, 5, 4, 0)","(16, 13, 5, 16, 15)"
1,3,"(7, 6, 4, 5, 0, 1, 9)","(8, 1, 18, 7, 7, 11, 5)"
1,4,"(3, 8, 5)","(9, 2, 9)"
1,5,"(5, 1, 3, 0, 6)","(15, 2, 13, 18, 7)"
1,6,"(6, 2, 1, 3, 9)","(1, 13, 17, 18, 8)"
2,0,"(0, 9, 8, 3)","(18, 1, 11, 5)"
2,1,"(5, 7, 4)","(3, 18, 3)"
2,2,"(1, 9, 7, 2, 5, 6, 8, 4, 0)","(13, 8, 12, 12, 17, 5, 11, 19, 1)"
2,3,"(2, 0, 6, 5, 1, 7, 4)","(10, 5, 3, 3, 7, 11, 9)"
2,4,"(8,)","(14,)"
2,5,"(4, 5, 6, 2, 3, 9)","(18, 13, 3, 1, 3, 20)"
2,6,"(2, 3, 4, 0, 7, 1, 8, 9)","(13, 12, 14, 11, 5, 19, 8, 14)"
2,7,"(4, 5)","(7, 1)"
3,0,"(1, 0, 6, 3, 7, 2, 8, 4, 9, 5)","(12, 8, 15, 5, 11, 1, 12, 15, 15, 18)"
3,1,"(7, 4, 2, 5, 1, 3, 8, 9, 0, 6)","(1, 7, 20, 20, 9, 18, 16, 8, 18, 19)"
3,2,"(4, 6, 2, 3, 7)","(12, 15, 18, 12, 18)"
3,3,"(9, 3, 4, 1, 8, 5, 6, 0, 2)","(6, 13, 13, 4, 19, 19, 8, 11, 8)"
3,4,"(0, 7, 1, 2, 8, 4, 5, 6, 9, 3)","(8, 12, 17, 19, 20, 5, 7, 9, 14, 8)"
3,5,"(6, 4)","(7, 19)"
4,0,"(9, 7, 6, 5, 4, 0, 8, 2, 3)","(4, 17, 3, 1, 11, 3, 20, 4, 8)"
4,1,"(6, 8, 0, 3, 1)","(3, 6, 16, 1, 7)"
4,2,"(4, 9, 8, 1, 0, 6, 2, 3, 5)","(12, 14, 12, 7, 1, 1, 20, 14, 4)"
4,3,"(9, 7, 0)","(5, 10, 3)"
4,4,"(2, 8)","(18, 2)"
4,5,"(9, 4, 8)","(10, 18, 8)"
4,6,"(9, 7, 0, 5, 8, 4, 3, 6, 2, 1)","(17, 4, 11, 15, 2, 7, 4, 2, 10, 18)"
4,7,"(5, 2, 3, 7, 1, 6)","(9, 1, 1, 19, 17, 20)"
4,8,"(1, 9, 7)","(16, 12, 17)"
4,9,"(9, 6, 8, 2, 4)","(17, 15, 6, 13, 14)"
5,0,"(3, 6, 5, 4, 1, 2)","(18, 11, 7, 6, 16, 16)"
5,1,"(8, 3, 4, 9, 5, 7)","(11, 15, 18, 16, 7, 17)"
5,2,"(4, 5, 6, 9, 2, 3, 8, 0)","(17, 5, 3, 10, 6, 15, 15, 12)"
5,3,"(8, 0, 1, 4, 6, 3, 7, 2)","(10, 1, 5, 2, 12, 14, 14, 11)"
5,4,"(3, 9, 4, 0, 7, 5, 2, 8, 1, 6)","(12, 18, 11, 16, 19, 15, 10, 19, 20, 18)"
5,5,"(4, 5, 0, 2, 7, 3, 6, 8, 1)","(3, 17, 8, 4, 5, 9, 11, 11, 15)"
5,6,"(0, 7, 9, 5, 3)","(19, 13, 4, 20, 20)"
5,7,"(9, 2, 3, 1, 4, 5, 0, 8, 6, 7)","(1, 19, 13, 7, 2, 19, 12, 3, 14, 7)"
5,8,"(9, 3, 6, 1, 8)","(10, 6, 20, 16, 17)"
5,9,"(0, 8, 4, 5, 3, 6, 2, 9, 1)","(11, 15, 18, 15, 14, 11, 20, 2, 4)"
