kind,task,machine_selectable,process_time
0,0,"(4,)","(5,)"
0,1,"(8, 13, 4, 10, 18, 1, 17, 12, 19, 14, 6, 11, 2, 9, 5, 7)","(16, 4, 7, 4, 16, 12, 3, 8, 6, 7, 8, 15, 9, 9, 8, 12)"
0,2,"(14, 0, 7, 8, 13, 5, 15, 4, 11, 17, 2, 19, 3, 10, 6, 18)","(1, 3, 12, 3, 1, 13, 13, 20, 16, 7, 9, 14, 17, 5, 6, 6)"
0,3,"(8, 1, 0, 14, 7, 6, 9, 10)","(13, 1, 19, 6, 9, 5, 5, 9)"
0,4,"(0, 14, 11, 18)","(17, 15, 16, 13)"
0,5,"(5, 2, 3, 14, 7, 17, 10, 16, 1, 0, 12, 15, 11, 19)","(18, 13, 6, 10, 8, 19, 20, 17, 14, 1, 19, 14, 2, 1)"
0,6,"(7, 10, 16, 8, 19, 14, 12, 9, 0, 17, 2, 11, 6, 4, 3, 5, 18)","(3, 19, 3, 14, 8, 7, 4, 3, 13, 4, 9, 12, 2, 3, 3, 7, 11)"
0,7,"(18, 6, 10, 7, 19, 8, 17, 4, 13, 1, 12, 16, 11)","(19, 1, 19, 3, 14, 10, 18, 1, 14, 7, 17, 20, 11)"
0,8,"(5, 2, 15, 3, 10, 8, 7, 17, 16, 11, 12, 4, 13, 6, 18, 1, 0, 19)","(15, 9, 18, 12, 17, 6, 20, 1, 12, 13, 19, 13, 16, 7, 15, 10, 3, 14)"
0,9,"(13, 5, 15, 2, 18, 12, 3, 1, 10, 0, 9, 19, 11, 8, 6)","(8, 2, 15, 8, 4, 8, 6, 8, 18, 18, 1, 5, 6, 2, 8)"
1,0,"(7, 8, 13, 1, 17)","(9, 12, 13, 6, 18)"
1,1,"(1, 19, 14, 17, 12, 5, 16, 8, 6, 11, 2, 13, 7)","(7, 11, 4, 3, 2, 2, 16, 3, 18, 13, 18, 2, 19)"
1,2,"(8, 15, 13, 4, 5, 6, 16, 19, 7, 1, 3)","(1, 11, 20, 11, 12, 17, 11, 13, 13, 19, 9)"
1,3,"(7, 6, 14, 10, 16, 19, 0, 8, 4, 5, 11, 15, 9, 12, 3, 18)","(10, 13, 12, 19, 6, 13, 17, 10, 5, 10, 19, 11, 1, 18, 11, 10)"
1,4,"(3, 6, 7, 4, 0, 15, 17, 9, 5)","(19, 2, 1, 18, 9, 3, 10, 17, 19)"
1,5,"(9, 11, 7, 14, 2, 4, 10, 18, 3, 8, 12, 15, 16, 5, 0, 6, 1, 13, 19)","(11, 10, 12, 14, 5, 7, 1, 6, 6, 19, 6, 16, 7, 2, 13, 11, 20, 3, 10)"
