kind,task,machine_selectable,process_time
0,0,"(10, 13, 5, 11, 4, 3, 6)","(10, 16, 9, 20, 7, 10, 1)"
0,1,"(13, 9, 4, 2, 3, 7, 6, 8, 0, 11, 1, 14, 12, 5)","(13, 14, 9, 8, 15, 18, 3, 7, 15, 15, 9, 13, 19, 13)"
0,2,"(10, 8, 6)","(10, 10, 5)"
0,3,"(6,)","(9,)"
0,4,"(10, 14)","(10, 8)"
1,0,"(7, 3, 6, 4, 0, 13, 9, 10, 5, 2, 1, 8, 14, 12, 11)","(8, 3, 3, 5, 8, 3, 12, 5, 7, 2, 1, 20, 1, 1, 17)"
1,1,"(7, 11, 13, 8, 2, 9, 12, 14, 4, 1, 0, 5, 6, 3, 10)","(20, 19, 3, 5, 12, 7, 16, 6, 4, 1, 3, 3, 14, 19, 18)"
1,2,"(12, 0, 10, 7, 2, 1, 6, 14, 11, 9)","(16, 16, 10, 17, 12, 18, 2, 10, 16, 7)"
1,3,"(8, 11, 7, 2, 9)","(9, 5, 7, 15, 2)"
1,4,"(3, 10, 6, 4, 1, 8, 7, 14, 13, 2, 11, 5, 0, 12)","(16, 15, 20, 2, 9, 7, 9, 8, 6, 20, 10, 10, 16, 12)"
2,0,"(3, 12, 14, 6, 1, 10, 0, 7, 5, 2, 8, 11, 4)","(12, 19, 19, 10, 4, 4, 5, 4, 5, 18, 11, 1, 1)"
2,1,"(4, 9, 11, 5, 3, 12, 1, 13, 7)","(13, 2, 16, 20, 11, 11, 19, 8, 16)"
2,2,"(2,)","(1,)"
2,3,"(8, 5, 14, 2)","(7, 12, 14, 19)"
2,4,"(7,)","(16,)"
3,0,"(0, 9, 5, 6, 8, 12, 11, 2, 7, 10, 1, 3, 4, 13)","(8, 4, 3, 11, 9, 8, 14, 12, 15, 20, 3, 13, 9, 20)"
3,1,"(4, 13, 12, 3, 6, 14, 5, 8, 10, 7, 9, 11)","(11, 4, 17, 9, 3, 12, 12, 15, 16, 14, 3, 3)"
3,2,"(6, 5, 14, 7, 3, 9, 4, 13)","(5, 12, 16, 14, 15, 20, 13, 11)"
3,3,"(9, 5, 11, 2, 6, 1, 7, 12, 3, 4, 13, 8, 10, 14, 0)","(16, 6, 17, 8, 14, 9, 1, 3, 16, 3, 2, 14, 9, 1, 6)"
3,4,"(13, 12, 2, 10, 8, 4, 3)","(16, 9, 18, 6, 3, 14, 4)"
3,5,"(2, 14, 8, 13, 5, 1, 11, 6, 7, 4, 9)","(9, 19, 2, 7, 4, 15, 5, 15, 7, 7, 19)"
3,6,"(11, 6, 12, 14, 10, 0, 8, 1, 13, 2, 5)","(6, 5, 10, 13, 10, 6, 18, 12, 8, 4, 16)"
3,7,"(2, 13, 9, 6, 12, 4, 10, 7, 3)","(2, 17, 15, 2, 18, 3, 4, 12, 3)"
3,8,"(1, 7, 11, 3, 6, 0, 2, 9, 14, 13, 5, 12, 4, 8)","(15, 10, 7, 16, 8, 16, 12, 17, 4, 17, 12, 3, 13, 4)"
3,9,"(9, 3, 1, 10, 14, 13, 12, 11, 5)","(9, 10, 15, 19, 3, 2, 11, 14, 9)"
4,0,"(12, 2, 5, 10, 13, 1, 3, 6, 7, 4, 11, 9, 14, 0)","(11, 13, 18, 16, 16, 4, 16, 17, 19, 14, 16, 1, 14, 1)"
4,1,"(9, 14, 4, 6, 5, 1, 2, 3, 8, 12)","(14, 6, 18, 12, 15, 9, 19, 9, 17, 9)"
4,2,"(1, 10, 6, 4)","(11, 19, 4, 11)"
4,3,"(4, 9, 14, 11, 12, 10, 2, 8, 1, 5, 6, 0)","(5, 5, 6, 1, 11, 10, 6, 7, 10, 8, 12, 12)"
4,4,"(13, 7, 5, 0, 9, 12, 4, 3, 1, 14, 10)","(11, 13, 4, 2, 2, 6, 10, 1, 9, 1, 12)"
5,0,"(3, 14, 2, 13, 11, 0, 12, 5, 7)","(1, 11, 6, 18, 9, 5, 4, 13, 10)"
5,1,"(9, 3)","(1, 20)"
5,2,"(12, 13, 9, 3, 11, 2, 14, 1)","(18, 5, 16, 2, 3, 17, 16, 7)"
5,3,"(3, 5, 9, 11, 10, 8, 12)","(13, 5, 15, 16, 5, 20, 16)"
5,4,"(3,)","(19,)"
5,5,"(4, 10, 3, 5, 9, 11, 14)","(4, 4, 16, 2, 9, 2, 20)"
5,6,"(12, 7)","(3, 16)"
5,7,"(3, 14, 1, 0, 5, 13, 8, 11, 7)","(16, 3, 1, 4, 17, 6, 2, 12, 4)"
5,8,"(4, 0, 14, 11, 3, 12, 6, 10, 1)","(15, 9, 15, 10, 2, 20, 12, 11, 19)"
5,9,"(4, 7)","(8, 17)"
6,0,"(8, 14, 11, 10, 13, 12, 3, 4, 6, 1, 5, 0)","(7, 2, 14, 1, 11, 6, 13, 17, 10, 9, 9, 17)"
6,1,"(9, 0, 14, 8, 3)","(16, 1, 18, 11, 9)"
6,2,"(8, 12, 9, 5, 4, 14)","(8, 19, 4, 17, 10, 12)"
6,3,"(13, 4, 14, 10)","(15, 18, 19, 20)"
6,4,"(2, 1, 14, 7, 13, 4, 0)","(20, 8, 13, 17, 17, 7, 2)"
7,0,"(3, 9, 13, 2, 7, 0, 4, 10, 6, 14)","(10, 17, 8, 4, 8, 6, 15, 18, 1, 7)"
7,1,"(5, 3)","(15, 9)"
7,2,"(10, 0, 5, 4, 8, 12, 2, 7, 6, 11, 13, 9, 14, 3, 1)","(1, 15, 11, 8, 4, 20, 18, 10, 2, 8, 14, 13, 10, 12, 9)"
7,3,"(12, 4, 5)","(1, 7, 6)"
7,4,"(12, 0, 1, 10, 4, 7, 8, 2)","(4, 2, 20, 11, 19, 7, 18, 9)"
7,5,"(8,)","(8,)"
7,6,"(13, 4, 1, 14, 3, 12, 6, 8, 10, 2, 0, 11, 9, 5)","(5, 12, 19, 15, 5, 6, 7, 9, 10, 12, 19, 15, 3, 9)"
8,0,"(1, 11, 9)","(15, 20, 8)"
8,1,"(6, 3, 0, 8, 13, 1)","(16, 5, 16, 3, 13, 7)"
8,2,"(1, 4, 0, 8, 5, 12, 13, 11, 7, 6, 9, 2, 14)","(14, 9, 1, 7, 13, 13, 8, 19, 11, 8, 12, 2, 6)"
8,3,"(7, 1, 10, 13, 5, 3, 6, 2, 11, 14)","(15, 9, 2, 14, 16, 20, 5, 15, 20, 17)"
8,4,"(1, 11, 6, 2, 8, 5, 12, 10, 13, 9, 4, 3)","(6, 15, 18, 1, 16, 19, 18, 19, 9, 15, 18, 20)"
9,0,"(6, 2, 3, 12, 11, 9, 4, 7, 1, 13, 0, 14, 10)","(7, 19, 14, 20, 11, 12, 12, 20, 11, 3, 18, 13, 19)"
9,1,"(13, 2, 3, 14, 12, 9, 10, 4, 8, 7)","(20, 12, 2, 9, 6, 11, 8, 16, 19, 18)"
9,2,"(10, 4, 5, 6, 3, 13)","(15, 8, 10, 2, 20, 16)"
9,3,"(6, 2, 10, 4, 13, 8, 0, 1, 9, 12, 3, 5, 11, 14)","(20, 3, 13, 16, 4, 12, 19, 15, 8, 15, 6, 5, 6, 19)"
9,4,"(9, 1, 10, 11, 5, 14, 4, 2, 6, 7, 13, 3, 12, 0)","(15, 15, 2, 2, 17, 14, 4, 16, 13, 4, 13, 17, 2, 5)"
9,5,"(4, 6, 12, 2)","(9, 3, 7, 1)"
9,6,"(14, 9, 3, 10, 6, 8, 2, 11, 12, 0, 5, 4, 7, 1, 13)","(9, 7, 14, 8, 9, 14, 14, 2, 13, 3, 19, 16, 12, 15, 10)"
