kind,task,machine_selectable,process_time
0,0,"(7,)","(18,)"
0,1,"(5, 3, 6, 4, 1, 0, 8, 2, 9, 7)","(11, 2, 10, 6, 7, 5, 11, 13, 11, 10)"
0,2,"(8, 3, 6)","(2, 13, 11)"
0,3,"(2, 9, 4, 0, 7, 5, 3, 8)","(16, 1, 18, 7, 19, 7, 8, 18)"
0,4,"(9, 6, 0, 1, 7, 2, 5, 8)","(5, 20, 18, 9, 3, 20, 7, 6)"
0,5,"(4, 1)","(15, 5)"
0,6,"(3, 7)","(15, 4)"
1,0,"(3, 7)","(17, 8)"
1,1,"(4,)","(9,)"
1,2,"(5, 8, 7, 1, 0, 3, 9, 6)","(17, 15, 2, 15, 5, 13, 20, 5)"
1,3,"(7, 2, 9, 8)","(20, 8, 15, 14)"
1,4,"(1, 4, 8, 6, 9, 2, 7, 5)","(4, 11, 12, 6, 12, 20, 9, 3)"
1,5,"(0,)","(11,)"
1,6,"(3, 7, 5)","(17, 20, 6)"
1,7,"(2, 6, 8, 5, 9, 7, 4)","(5, 4, 20, 1, 12, 11, 13)"
1,8,"(4,)","(2,)"
1,9,"(4, 6, 2, 1, 8, 7, 0, 3, 9, 5)","(2, 18, 6, 20, 10, 7, 9, 9, 18, 19)"
2,0,"(3, 2, 6, 1, 4, 9)","(17, 4, 12, 10, 15, 8)"
2,1,"(9, 8, 1)","(11, 3, 20)"
2,2,"(9, 0, 2, 8, 4, 3)","(6, 8, 1, 8, 19, 4)"
2,3,"(7, 2, 9, 0, 8, 5, 3, 6, 4, 1)","(18, 17, 2, 9, 7, 13, 3, 4, 10, 12)"
2,4,"(2, 1, 5, 9, 3, 6)","(9, 18, 3, 18, 20, 8)"
2,5,"(3, 4, 9)","(11, 7, 9)"
2,6,"(2, 5, 0, 8, 7, 9, 3, 4, 6, 1)","(19, 12, 1, 4, 3, 18, 13, 8, 12, 1)"
3,0,"(9, 7, 1, 8, 4, 3, 6, 5)","(5, 1, 9, 8, 1, 19, 4, 15)"
3,1,"(3, 0, 8, 1)","(17, 9, 3, 9)"
3,2,"(3, 8, 4, 1)","(6, 7, 15, 1)"
3,3,"(0, 8, 9, 5, 2, 7, 3, 4, 6, 1)","(12, 6, 8, 17, 7, 20, 4, 16, 8, 11)"
3,4,"(2, 4, 9, 5, 3, 7, 6)","(17, 16, 3, 18, 15, 17, 4)"
3,5,"(1, 9, 8, 3)","(5, 3, 10, 8)"
3,6,"(8, 5, 9, 6, 3, 4, 7, 0)","(10, 18, 13, 17, 5, 16, 10, 9)"
3,7,"(5, 3, 7, 1, 6, 2)","(9, 11, 16, 1, 8, 15)"
3,8,"(4, 6, 7, 5, 0, 2)","(7, 12, 8, 7, 1, 13)"
4,0,"(4, 9, 0, 6, 8)","(18, 11, 4, 5, 14)"
4,1,"(2, 7, 6)","(4, 11, 11)"
4,2,"(0, 1, 6, 7)","(11, 4, 10, 12)"
4,3,"(1, 6, 3, 9, 5, 0, 8)","(14, 14, 16, 15, 10, 13, 9)"
4,4,"(7,)","(15,)"
4,5,"(5, 4, 0, 7, 2, 6)","(18, 1, 6, 2, 13, 18)"
4,6,"(9,)","(17,)"
4,7,"(1, 2, 7, 4, 3)","(6, 12, 11, 2, 4)"
5,0,"(8, 1, 9, 2, 3)","(15, 3, 2, 15, 20)"
5,1,"(4, 0, 3, 6, 8, 2, 7, 9, 1, 5)","(11, 19, 19, 8, 5, 4, 17, 20, 17, 5)"
5,2,"(4,)","(13,)"
5,3,"(4, 5, 3, 6, 2)","(3, 16, 10, 9, 16)"
5,4,"(9, 7)","(6, 6)"
5,5,"(2, 6, 5, 4, 1)","(12, 5, 11, 12, 8)"
5,6,"(6, 7, 9, 3, 4, 0, 5)","(4, 8, 20, 14, 18, 4, 11)"
6,0,"(6, 2, 1, 5)","(8, 15, 14, 11)"
6,1,"(0, 3, 4, 5, 8, 7, 1)","(10, 12, 13, 11, 8, 7, 20)"
6,2,"(4, 9, 2, 5, 7, 1, 0, 6, 3, 8)","(16, 3, 12, 10, 2, 15, 5, 3, 8, 3)"
6,3,"(4, 2, 9, 1, 6, 0)","(15, 16, 10, 3, 13, 17)"
6,4,"(4, 7, 0, 2)","(4, 18, 4, 20)"
6,5,"(1, 9, 5, 2, 4, 0, 6, 3, 8, 7)","(3, 10, 7, 15, 15, 8, 19, 4, 11, 10)"
6,6,"(5, 1, 7, 4, 2, 6)","(16, 9, 13, 19, 7, 14)"
6,7,"(8, 3, 9, 4)","(12, 4, 12, 3)"
6,8,"(7,)","(14,)"
6,9,"(0, 1, 5, 9, 2, 8, 7, 3, 6)","(8, 18, 12, 5, 13, 5, 17, 15, 14)"
