kind,task,machine_selectable,process_time
0,0,"(15, 13, 17, 6, 5, 7, 0, 18, 10, 11, 4, 2, 12, 1)","(15, 6, 9, 2, 2, 13, 13, 19, 13, 14, 14, 20, 4, 20)"
0,1,"(15, 0, 2, 14, 6, 1, 7, 5, 18, 10, 4, 12, 17, 19, 11, 13, 16, 3)","(1, 10, 12, 19, 19, 11, 2, 7, 9, 20, 8, 5, 4, 8, 18, 14, 10, 20)"
0,2,"(0, 17, 11)","(20, 14, 10)"
0,3,"(4, 5, 13, 7, 8, 19, 6, 15, 9, 3, 18, 12, 11, 16, 14, 10, 2, 0)","(11, 14, 7, 15, 6, 7, 18, 4, 8, 4, 17, 3, 16, 20, 20, 18, 2, 4)"
0,4,"(3, 17, 14, 10, 0, 6, 19)","(8, 6, 2, 18, 20, 2, 14)"
0,5,"(8, 15, 10, 7, 4, 0, 3, 14, 18, 12, 13, 1, 5, 19, 9, 6)","(4, 15, 2, 13, 3, 2, 10, 12, 11, 13, 13, 1, 18, 17, 7, 15)"
0,6,"(19, 6, 10, 8, 4, 7)","(8, 7, 16, 20, 19, 17)"
0,7,"(1, 15, 7, 19, 5, 4, 16, 2, 6, 17, 12, 9, 0, 13, 14, 10)","(5, 17, 7, 6, 8, 4, 6, 14, 12, 19, 12, 8, 17, 12, 2, 7)"
0,8,"(10, 9, 12, 13, 0, 2, 11, 19)","(9, 8, 20, 5, 13, 10, 19, 6)"
1,0,"(17, 7, 18, 2, 5, 3, 19, 13, 0, 14, 8, 16)","(20, 7, 13, 13, 6, 17, 15, 1, 2, 9, 6, 2)"
1,1,"(11, 5, 19, 16)","(6, 9, 11, 1)"
1,2,"(5, 6, 3, 1, 15, 17, 11, 19, 18, 4, 0, 16, 2, 12, 10, 8, 9, 13)","(4, 17, 2, 15, 20, 14, 13, 11, 11, 8, 3, 9, 6, 16, 16, 12, 14, 17)"
1,3,"(8, 16, 14, 1, 9, 15, 7, 11, 0, 6, 19, 12, 18, 17, 5, 13, 3, 4, 10)","(5, 9, 17, 4, 3, 12, 13, 17, 15, 19, 11, 5, 4, 7, 20, 12, 13, 15, 5)"
1,4,"(5, 13)","(15, 12)"
1,5,"(8, 12, 2, 5, 19, 16, 9, 13, 1, 14)","(3, 12, 15, 5, 6, 17, 7, 9, 4, 20)"
1,6,"(18, 8, 17, 1, 4)","(18, 7, 13, 13, 4)"
1,7,"(12, 3, 2)","(2, 3, 4)"
2,0,"(13,)","(20,)"
2,1,"(4, 11, 9, 15, 13)","(12, 11, 1, 5, 6)"
2,2,"(5, 15, 8, 16, 1, 18, 14, 0, 13, 12, 6, 9, 4, 7, 3, 17)","(12, 17, 11, 2, 12, 16, 2, 6, 8, 1, 10, 5, 16, 16, 14, 5)"
2,3,"(10,)","(18,)"
2,4,"(18, 1, 5, 6, 0, 3, 13, 8, 12, 19, 9, 2)","(14, 18, 12, 14, 17, 13, 14, 7, 16, 6, 20, 13)"
2,5,"(7, 0, 6, 18, 19, 1, 14, 13, 9)","(6, 19, 14, 12, 11, 16, 12, 10, 20)"
